"id","country_id:id","state_id:id","code","name"
"res_locality_mx_gro_27","base.mx","base.state_mx_gro","27","Tixtla de Guerrero"
"res_locality_mx_gro_28","base.mx","base.state_mx_gro","28","Tepecoacuilco de Trujano"
"res_locality_mx_gro_29","base.mx","base.state_mx_gro","29","San Marcos"
"res_locality_mx_gro_30","base.mx","base.state_mx_gro","30","Azoyú"
"res_locality_mx_gro_31","base.mx","base.state_mx_gro","31","Tlapehuala"
"res_locality_mx_gro_32","base.mx","base.state_mx_gro","32","San Luis Acatlán"
"res_locality_mx_gro_33","base.mx","base.state_mx_gro","33","Chilapa de Álvarez"
"res_locality_mx_gro_34","base.mx","base.state_mx_gro","34","Tlapa de Comonfort"
"res_locality_mx_gro_35","base.mx","base.state_mx_gro","35","Tlalixtaquilla"
"res_locality_mx_gro_36","base.mx","base.state_mx_gro","36","Cuajinicuilapa"
"res_locality_mx_gro_37","base.mx","base.state_mx_gro","37","Huamuxtitlan"
"res_locality_mx_gro_38","base.mx","base.state_mx_gro","38","Cruz Grande"
"res_locality_mx_gro_39","base.mx","base.state_mx_gro","39","Ocotito"
"res_locality_mx_gro_40","base.mx","base.state_mx_gro","40","Copala"
"res_locality_mx_gro_41","base.mx","base.state_mx_gro","41","Zihuatanejo"
"res_locality_mx_hid_03","base.mx","base.state_mx_hgo","03","Pachuca de Soto"
"res_locality_mx_hid_04","base.mx","base.state_mx_hgo","04","Cd. de Fray Bernardino de Sahagún"
"res_locality_mx_hid_05","base.mx","base.state_mx_hgo","05","Tula de Allende"
"res_locality_mx_hid_06","base.mx","base.state_mx_hgo","06","Tulancingo"
"res_locality_mx_hid_07","base.mx","base.state_mx_hgo","07","Zimapan"
"res_locality_mx_hid_08","base.mx","base.state_mx_hgo","08","Huejutla de Reyes"
"res_locality_mx_hid_09","base.mx","base.state_mx_hgo","09","Tlaxcoapan"
"res_locality_mx_hid_10","base.mx","base.state_mx_hgo","10","Tizayuca"
"res_locality_mx_hid_11","base.mx","base.state_mx_hgo","11","Santiago Tulantepec"
"res_locality_mx_hid_12","base.mx","base.state_mx_hgo","12","Ixmiquilpan"
"res_locality_mx_hid_13","base.mx","base.state_mx_hgo","13","Tepeji del Rio"
"res_locality_mx_hid_14","base.mx","base.state_mx_hgo","14","Cruz Azul"
"res_locality_mx_hid_15","base.mx","base.state_mx_hgo","15","Tepeapulco"
"res_locality_mx_jal_03","base.mx","base.state_mx_jal","03","Guadalajara"
"res_locality_mx_jal_04","base.mx","base.state_mx_jal","04","Lagos de Moreno"
"res_locality_mx_jal_05","base.mx","base.state_mx_jal","05","Ocotlán"
"res_locality_mx_jal_06","base.mx","base.state_mx_jal","06","Puerto Vallarta"
"res_locality_mx_jal_07","base.mx","base.state_mx_jal","07","San Juan de los Lagos"
"res_locality_mx_jal_08","base.mx","base.state_mx_jal","08","Tepatitlán de Morelos"
"res_locality_mx_jal_09","base.mx","base.state_mx_jal","09","Tlaquepaque"
"res_locality_mx_jal_10","base.mx","base.state_mx_jal","10","Zapopan"
"res_locality_mx_jal_11","base.mx","base.state_mx_jal","11","Tlajomulco de Zúñiga"
"res_locality_mx_jal_12","base.mx","base.state_mx_jal","12","Tonalá"
"res_locality_mx_jal_13","base.mx","base.state_mx_jal","13","Tuxpan"
"res_locality_mx_jal_14","base.mx","base.state_mx_jal","14","Tototlán"
"res_locality_mx_jal_15","base.mx","base.state_mx_jal","15","San Diego de Alejandría"
"res_locality_mx_jal_16","base.mx","base.state_mx_jal","16","La Resolana"
"res_locality_mx_jal_17","base.mx","base.state_mx_jal","17","Atotonilco el Alto"
"res_locality_mx_jal_18","base.mx","base.state_mx_jal","18","Jalostotitlán"
"res_locality_mx_jal_19","base.mx","base.state_mx_jal","19","Poncitlán"
"res_locality_mx_jal_20","base.mx","base.state_mx_jal","20","Arandas"
"res_locality_mx_jal_21","base.mx","base.state_mx_jal","21","Talpa de Allende"
"res_locality_mx_jal_22","base.mx","base.state_mx_jal","22","Etzatlán"
"res_locality_mx_jal_23","base.mx","base.state_mx_jal","23","Sayula"
"res_locality_mx_jal_24","base.mx","base.state_mx_jal","24","Ahualulco de Mercado"
"res_locality_mx_jal_25","base.mx","base.state_mx_jal","25","Autlán de Navarro"
"res_locality_mx_jal_26","base.mx","base.state_mx_jal","26","Magdalena"
"res_locality_mx_jal_27","base.mx","base.state_mx_jal","27","San Julián"
"res_locality_mx_jal_28","base.mx","base.state_mx_jal","28","Cocula"
"res_locality_mx_jal_29","base.mx","base.state_mx_jal","29","El Grullo"
"res_locality_mx_jal_30","base.mx","base.state_mx_jal","30","San Miguel el Alto"
"res_locality_mx_jal_31","base.mx","base.state_mx_jal","31","Tala"
"res_locality_mx_jal_32","base.mx","base.state_mx_jal","32","La Barca"
"res_locality_mx_jal_33","base.mx","base.state_mx_jal","33","Jamay"
"res_locality_mx_jal_34","base.mx","base.state_mx_jal","34","Yahualica de González Gallo"
"res_locality_mx_jal_35","base.mx","base.state_mx_jal","35","Colotlán"
"res_locality_mx_jal_36","base.mx","base.state_mx_jal","36","Cihuatlán"
"res_locality_mx_jal_37","base.mx","base.state_mx_jal","37","Zapotiltic"
"res_locality_mx_jal_38","base.mx","base.state_mx_jal","38","Villa Corona"
"res_locality_mx_jal_39","base.mx","base.state_mx_jal","39","Teocaltiche"
"res_locality_mx_jal_41","base.mx","base.state_mx_jal","41","Tequila"
"res_locality_mx_jal_42","base.mx","base.state_mx_jal","42","El Quince (San José el Quince)"
"res_locality_mx_jal_43","base.mx","base.state_mx_jal","43","San José el Verde (El Verde)"
"res_locality_mx_jal_44","base.mx","base.state_mx_jal","44","Jocotepec"
"res_locality_mx_jal_45","base.mx","base.state_mx_jal","45","Tecalitlán"
"res_locality_mx_jal_46","base.mx","base.state_mx_jal","46","Chapala"
"res_locality_mx_jal_47","base.mx","base.state_mx_jal","47","Ajijic"
"res_locality_mx_jal_48","base.mx","base.state_mx_jal","48","San Ignacio Cerro Gordo"
"res_locality_mx_jal_49","base.mx","base.state_mx_jal","49","Zacoalco de Torres"
"res_locality_mx_jal_50","base.mx","base.state_mx_jal","50","Huejuquilla el Alto"
"res_locality_mx_jal_51","base.mx","base.state_mx_jal","51","Villa Hidalgo"
"res_locality_mx_jal_52","base.mx","base.state_mx_jal","52","Unión de San Antonio"
"res_locality_mx_jal_53","base.mx","base.state_mx_jal","53","Las Pintitas"
"res_locality_mx_jal_54","base.mx","base.state_mx_jal","54","Tamazula de Gordiano"
"res_locality_mx_jal_55","base.mx","base.state_mx_jal","55","Acatlán de Juárez"
"res_locality_mx_jal_56","base.mx","base.state_mx_jal","56","Valle de Guadalupe"
"res_locality_mx_mor_02","base.mx","base.state_mx_mor","02","Cuernavaca"
"res_locality_mx_mor_03","base.mx","base.state_mx_mor","03","Galeana"
"res_locality_mx_mor_04","base.mx","base.state_mx_mor","04","Jojutla"
"res_locality_mx_mor_05","base.mx","base.state_mx_mor","05","Puente de Ixtla"
"res_locality_mx_mor_06","base.mx","base.state_mx_mor","06","Santa Rosa Treinta"
"res_locality_mx_mor_07","base.mx","base.state_mx_mor","07","Zacatepec de Hidalgo"
"res_locality_mx_mor_08","base.mx","base.state_mx_mor","08","Tlaquiltenango"
"res_locality_mx_nle_03","base.mx","base.state_mx_nl","03","Ciudad General Escobedo"
"res_locality_mx_nle_04","base.mx","base.state_mx_nl","04","Guadalupe"
"res_locality_mx_nle_05","base.mx","base.state_mx_nl","05","Linares"
"res_locality_mx_nle_06","base.mx","base.state_mx_nl","06","Montemorelos"
"res_locality_mx_nle_07","base.mx","base.state_mx_nl","07","Monterrey"
"res_locality_mx_nle_08","base.mx","base.state_mx_nl","08","Ciudad Sabinas Hidalgo"
"res_locality_mx_nle_09","base.mx","base.state_mx_nl","09","San Nicolás de los Garza"
"res_locality_mx_nle_10","base.mx","base.state_mx_nl","10","Ciudad Santa Catarina"
"res_locality_mx_nle_11","base.mx","base.state_mx_nl","11","Doctor Arroyo"
"res_locality_mx_nle_12","base.mx","base.state_mx_nl","12","Ciénega de Flores"
"res_locality_mx_nle_13","base.mx","base.state_mx_nl","13","Hualahuises"
"res_locality_mx_nle_15","base.mx","base.state_mx_nl","15","Cadereyta Jiménez"
"res_locality_mx_nle_17","base.mx","base.state_mx_nl","17","Santiago"
"res_locality_mx_nle_18","base.mx","base.state_mx_nl","18","El cercado"
"res_locality_mx_nle_20","base.mx","base.state_mx_nl","20","Anáhuac"
"res_locality_mx_nle_21","base.mx","base.state_mx_nl","21","García"
"res_locality_mx_nle_22","base.mx","base.state_mx_nl","22","Ciudad Benito Juárez"
"res_locality_mx_oax_03","base.mx","base.state_mx_oax","03","Salina Cruz"
"res_locality_mx_oax_04","base.mx","base.state_mx_oax","04","San Juan Bautista Tuxtepec"
"res_locality_mx_oax_05","base.mx","base.state_mx_oax","05","Matías Romero Avendaño"
"res_locality_mx_oax_06","base.mx","base.state_mx_oax","06","Heroica Ciudad de Huajuapan de León"
"res_locality_mx_oax_07","base.mx","base.state_mx_oax","07","Loma Bonita"
"res_locality_mx_oax_08","base.mx","base.state_mx_oax","08","Puerto Escondido"
"res_locality_mx_oax_09","base.mx","base.state_mx_oax","09","Río Grande o Piedra Parada"
"res_locality_mx_oax_11","base.mx","base.state_mx_oax","11","Santiago Suchilquitongo"
"res_locality_mx_oax_12","base.mx","base.state_mx_oax","12","San Felipe Jalapa de Díaz"
"res_locality_mx_oax_13","base.mx","base.state_mx_oax","13","Bahias de Huatulco"
"res_locality_mx_oax_14","base.mx","base.state_mx_oax","14","Putla Villa de Guerrero"
"res_locality_mx_oax_15","base.mx","base.state_mx_oax","15","Cosolapa"
"res_locality_mx_oax_16","base.mx","base.state_mx_oax","16","Tlacolula de Matamoros"
"res_locality_mx_oax_17","base.mx","base.state_mx_oax","17","San Pablo Villa de Mitla"
"res_locality_mx_oax_18","base.mx","base.state_mx_oax","18","Natividad"
"res_locality_mx_oax_19","base.mx","base.state_mx_oax","19","Teotitlán de Flores Magón"
"res_locality_mx_oax_20","base.mx","base.state_mx_oax","20","Santa María Huatulco"
"res_locality_mx_oax_21","base.mx","base.state_mx_oax","21","San Juan Bautista Cuicatlán"
"res_locality_mx_oax_22","base.mx","base.state_mx_oax","22","Villa Sola de Vega"
"res_locality_mx_oax_23","base.mx","base.state_mx_oax","23","Ocotlán de Morelos"
"res_locality_mx_oax_24","base.mx","base.state_mx_oax","24","Villa de Zaachila"
"res_locality_mx_oax_25","base.mx","base.state_mx_oax","25","Miahuatlán de Porfirio Díaz"
"res_locality_mx_oax_26","base.mx","base.state_mx_oax","26","Unión Hidalgo"
"res_locality_mx_oax_27","base.mx","base.state_mx_oax","27","El Camarón"
"res_locality_mx_oax_28","base.mx","base.state_mx_oax","28","San Pedro Mixtepec -Dto. 22-"
"res_locality_mx_oax_29","base.mx","base.state_mx_oax","29","Santa Cruz Itundujia"
"res_locality_mx_oax_30","base.mx","base.state_mx_oax","30","Chahuites"
"res_locality_mx_oax_31","base.mx","base.state_mx_oax","31","Heroica Ciudad de Ejutla de Crespo"
"res_locality_mx_oax_32","base.mx","base.state_mx_oax","32","San Pedro Tapanatepec"
"res_locality_mx_oax_33","base.mx","base.state_mx_oax","33","Vicente Camalote"
"res_locality_mx_oax_34","base.mx","base.state_mx_oax","34","Villa de Tamazulápam del Progreso"
"res_locality_mx_oax_35","base.mx","base.state_mx_oax","35","San Juan Bautista lo de Soto"
"res_locality_mx_oax_36","base.mx","base.state_mx_oax","36","San Juan Cacahuatepec"
"res_locality_mx_oax_37","base.mx","base.state_mx_oax","37","San Pedro Totolapa"
"res_locality_mx_oax_38","base.mx","base.state_mx_oax","38","San Miguel el Grande"
"res_locality_mx_oax_39","base.mx","base.state_mx_oax","39","Zimatlán de Álvarez"
"res_locality_mx_oax_40","base.mx","base.state_mx_oax","40","San Pablo Huitzo"
"res_locality_mx_oax_41","base.mx","base.state_mx_oax","41","San Francisco Telixtlahuaca"
"res_locality_mx_oax_42","base.mx","base.state_mx_oax","42","Mariscala de Juárez"
"res_locality_mx_oax_43","base.mx","base.state_mx_oax","43","Santiago Pinotepa Nacional"
"res_locality_mx_oax_44","base.mx","base.state_mx_oax","44","Santiago Jamiltepec"
"res_locality_mx_oax_45","base.mx","base.state_mx_oax","45","San Pedro Pochutla"
"res_locality_mx_oax_46","base.mx","base.state_mx_oax","46","Heroica Ciudad de Tlaxiaco"
"res_locality_mx_oax_47","base.mx","base.state_mx_oax","47","San Juan Bautista Valle Nacional"
"res_locality_mx_oax_48","base.mx","base.state_mx_oax","48","Lagunas"
"res_locality_mx_oax_49","base.mx","base.state_mx_oax","49","Ciudad Ixtepec"
"res_locality_mx_oax_50","base.mx","base.state_mx_oax","50","Santiago Juxtlahuaca"
"res_locality_mx_oax_51","base.mx","base.state_mx_oax","51","San Sebastián Tecomaxtlahuaca"
"res_locality_mx_oax_52","base.mx","base.state_mx_oax","52","Asunción Nochixtlán"
"res_locality_mx_oax_53","base.mx","base.state_mx_oax","53","San Francisco Ixhuatán"
"res_locality_mx_oax_54","base.mx","base.state_mx_oax","54","San Blas Atempa"
"res_locality_mx_oax_55","base.mx","base.state_mx_oax","55","Santo Domingo Tehuantepec"
"res_locality_mx_oax_56","base.mx","base.state_mx_oax","56","Cuilápam de Guerrero"
"res_locality_mx_oax_57","base.mx","base.state_mx_oax","57","El Rosario"
"res_locality_mx_oax_58","base.mx","base.state_mx_oax","58","Santa Lucia del Camino"
"res_locality_mx_oax_59","base.mx","base.state_mx_oax","59","San Antonio de la Cal"
"res_locality_mx_pue_03","base.mx","base.state_mx_pue","03","Puebla (Heroica Puebla)"
"res_locality_mx_pue_04","base.mx","base.state_mx_pue","04","San Martín Texmelucan de Labastida"
"res_locality_mx_pue_05","base.mx","base.state_mx_pue","05","Tehuacan"
"res_locality_mx_pue_06","base.mx","base.state_mx_pue","06","Teziutlan"
"res_locality_mx_pue_07","base.mx","base.state_mx_pue","07","San Andrés Cholula"
"res_locality_mx_pue_08","base.mx","base.state_mx_pue","08","San Pedro Cholula"
"res_locality_mx_pue_09","base.mx","base.state_mx_pue","09","Huauchinango"
"res_locality_mx_pue_10","base.mx","base.state_mx_pue","10","Acatlán de Osorio"
"res_locality_mx_pue_11","base.mx","base.state_mx_pue","11","Cuautlancingo"
"res_locality_mx_pue_12","base.mx","base.state_mx_pue","12","Tepeaca"
"res_locality_mx_pue_13","base.mx","base.state_mx_pue","13","Tecamachalco"
"res_locality_mx_pue_14","base.mx","base.state_mx_pue","14","Zacatlán"
"res_locality_mx_pue_15","base.mx","base.state_mx_pue","15","Xicotepec"
"res_locality_mx_pue_16","base.mx","base.state_mx_pue","16","Ciudad Serdán"
"res_locality_mx_pue_17","base.mx","base.state_mx_pue","17","Amozoc"
"res_locality_mx_que_04","base.mx","base.state_mx_qro","04","El Pueblito"
"res_locality_mx_slp_02","base.mx","base.state_mx_slp","02","Ébano"
"res_locality_mx_slp_03","base.mx","base.state_mx_slp","03","Matehuala"
"res_locality_mx_slp_04","base.mx","base.state_mx_slp","04","Rioverde"
"res_locality_mx_slp_05","base.mx","base.state_mx_slp","05","San Luis Potosí"
"res_locality_mx_slp_06","base.mx","base.state_mx_slp","06","Soledad de Graciano Sánchez"
"res_locality_mx_slp_07","base.mx","base.state_mx_slp","07","Charcas"
"res_locality_mx_slp_08","base.mx","base.state_mx_slp","08","Salinas de Hidalgo"
"res_locality_mx_slp_09","base.mx","base.state_mx_slp","09","Cárdenas"
"res_locality_mx_slp_10","base.mx","base.state_mx_slp","10","Cerritos"
"res_locality_mx_slp_11","base.mx","base.state_mx_slp","11","Tamuin"
"res_locality_mx_slp_12","base.mx","base.state_mx_slp","12","Tamasopo"
"res_locality_mx_slp_13","base.mx","base.state_mx_slp","13","Ciudad del Maíz"
"res_locality_mx_slp_14","base.mx","base.state_mx_slp","14","Cedral"
"res_locality_mx_slp_15","base.mx","base.state_mx_slp","15","Tierra Nueva"
"res_locality_mx_slp_16","base.mx","base.state_mx_slp","16","Villa de Reyes"
"res_locality_mx_slp_17","base.mx","base.state_mx_slp","17","Fracción el Refugio"
"res_locality_mx_slp_18","base.mx","base.state_mx_slp","18","Tamazunchale"
"res_locality_mx_slp_19","base.mx","base.state_mx_slp","19","Santa María del Río"
"res_locality_mx_slp_20","base.mx","base.state_mx_slp","20","El Naranjo"
"res_locality_mx_son_02","base.mx","base.state_mx_son","02","Agua Prieta"
"res_locality_mx_son_03","base.mx","base.state_mx_son","03","Heroica Caborca"
"res_locality_mx_son_04","base.mx","base.state_mx_son","04","Ciudad Obregón"
"res_locality_mx_son_05","base.mx","base.state_mx_son","05","Empalme"
"res_locality_mx_son_06","base.mx","base.state_mx_son","06","Heroica Guaymas"
"res_locality_mx_son_07","base.mx","base.state_mx_son","07","Hermosillo"
"res_locality_mx_son_08","base.mx","base.state_mx_son","08","Huatabampo"
"res_locality_mx_son_09","base.mx","base.state_mx_son","09","Navojoa"
"res_locality_mx_son_10","base.mx","base.state_mx_son","10","Heroica Nogales"
"res_locality_mx_son_11","base.mx","base.state_mx_son","11","Puerto Peñasco"
"res_locality_mx_son_12","base.mx","base.state_mx_son","12","Heroica Ciudad de Cananea"
"res_locality_mx_son_13","base.mx","base.state_mx_son","13","Sonoita"
"res_locality_mx_son_14","base.mx","base.state_mx_son","14","Magdalena de Kino"
"res_locality_mx_tam_02","base.mx","base.state_mx_tamps","02","Ciudad Camargo"
"res_locality_mx_tam_03","base.mx","base.state_mx_tamps","03","Ciudad Madero"
"res_locality_mx_tam_04","base.mx","base.state_mx_tamps","04","Ciudad Mante"
"res_locality_mx_tam_05","base.mx","base.state_mx_tamps","05","Heroica Matamoros"
"res_locality_mx_tam_06","base.mx","base.state_mx_tamps","06","Nuevo Laredo"
"res_locality_mx_tam_07","base.mx","base.state_mx_tamps","07","Reynosa"
"res_locality_mx_tam_08","base.mx","base.state_mx_tamps","08","Ciudad Río Bravo"
"res_locality_mx_tam_09","base.mx","base.state_mx_tamps","09","San Fernando"
"res_locality_mx_tam_10","base.mx","base.state_mx_tamps","10","Tampico"
"res_locality_mx_tam_11","base.mx","base.state_mx_tamps","11","Ciudad Victoria"
"res_locality_mx_tam_12","base.mx","base.state_mx_tamps","12","González"
"res_locality_mx_tam_13","base.mx","base.state_mx_tamps","13","Jaumave"
"res_locality_mx_tam_14","base.mx","base.state_mx_tamps","14","Ciudad Gustavo Díaz Ordaz"
"res_locality_mx_tam_15","base.mx","base.state_mx_tamps","15","Estación Manuel (Úrsulo Galván)"
"res_locality_mx_tam_16","base.mx","base.state_mx_tamps","16","Xicoténcatl"
"res_locality_mx_tam_17","base.mx","base.state_mx_tamps","17","Ciudad Miguel Alemán"
"res_locality_mx_tam_18","base.mx","base.state_mx_tamps","18","Soto la Marina"
"res_locality_mx_tam_19","base.mx","base.state_mx_tamps","19","Ciudad Tula"
"res_locality_mx_tam_20","base.mx","base.state_mx_tamps","20","Nueva Ciudad Guerrero"
"res_locality_mx_tam_21","base.mx","base.state_mx_tamps","21","Valle Hermoso"
"res_locality_mx_yuc_02","base.mx","base.state_mx_yuc","02","Tizimín"
"res_locality_mx_yuc_03","base.mx","base.state_mx_yuc","03","Ticul"
"res_locality_mx_yuc_04","base.mx","base.state_mx_yuc","04","Motul de Carrillo Puerto"
"res_locality_mx_yuc_05","base.mx","base.state_mx_yuc","05","Valladolid"
"res_locality_mx_yuc_06","base.mx","base.state_mx_yuc","06","Kanasín"
"res_locality_mx_agu_01","base.mx","base.state_mx_ags","01","Aguascalientes"
"res_locality_mx_agu_02","base.mx","base.state_mx_ags","02","Calvillo"
"res_locality_mx_agu_03","base.mx","base.state_mx_ags","03","San Francisco de los Romo"
"res_locality_mx_agu_04","base.mx","base.state_mx_ags","04","Jesús María"
"res_locality_mx_agu_05","base.mx","base.state_mx_ags","05","Pabellón de Arteaga"
"res_locality_mx_agu_06","base.mx","base.state_mx_ags","06","Rincón de Romos"
"res_locality_mx_agu_07","base.mx","base.state_mx_ags","07","Asientos"
"res_locality_mx_agu_08","base.mx","base.state_mx_ags","08","Tepezalá"
"res_locality_mx_agu_09","base.mx","base.state_mx_ags","09","Cosío"
"res_locality_mx_bcn_01","base.mx","base.state_mx_bc","01","Ensenada"
"res_locality_mx_bcn_02","base.mx","base.state_mx_bc","02","Mexicali"
"res_locality_mx_bcn_03","base.mx","base.state_mx_bc","03","Tecate"
"res_locality_mx_bcn_04","base.mx","base.state_mx_bc","04","Tijuana"
"res_locality_mx_bcn_05","base.mx","base.state_mx_bc","05","Playas de Rosarito"
"res_locality_mx_bcn_06","base.mx","base.state_mx_bc","06","Rodolfo Sánchez T. (Maneadero)"
"res_locality_mx_bcn_07","base.mx","base.state_mx_bc","07","San Felipe"
"res_locality_mx_bcs_01","base.mx","base.state_mx_bcs","01","Ciudad Constitución"
"res_locality_mx_bcs_02","base.mx","base.state_mx_bcs","02","La Paz"
"res_locality_mx_bcs_03","base.mx","base.state_mx_bcs","03","Cabo San Lucas"
"res_locality_mx_bcs_04","base.mx","base.state_mx_bcs","04","San José del Cabo"
"res_locality_mx_bcs_05","base.mx","base.state_mx_bcs","05","Loreto"
"res_locality_mx_bcs_06","base.mx","base.state_mx_bcs","06","Puerto Adolfo López Mateos"
"res_locality_mx_bcs_07","base.mx","base.state_mx_bcs","07","Todos Santos"
"res_locality_mx_bcs_08","base.mx","base.state_mx_bcs","08","Heroica Mulegé"
"res_locality_mx_bcs_09","base.mx","base.state_mx_bcs","09","Villa Alberto Andrés Alvarado Arámburo"
"res_locality_mx_bcs_10","base.mx","base.state_mx_bcs","10","San Ignacio"
"res_locality_mx_bcs_11","base.mx","base.state_mx_bcs","11","Guerrero Negro"
"res_locality_mx_bcs_12","base.mx","base.state_mx_bcs","12","Santa Rosalía"
"res_locality_mx_cam_01","base.mx","base.state_mx_camp","01","San Francisco de Campeche"
"res_locality_mx_cam_02","base.mx","base.state_mx_camp","02","Ciudad del Carmen"
"res_locality_mx_cam_03","base.mx","base.state_mx_camp","03","Calkini"
"res_locality_mx_cam_04","base.mx","base.state_mx_camp","04","Candelaria"
"res_locality_mx_cam_05","base.mx","base.state_mx_camp","05","Escárcega"
"res_locality_mx_cam_06","base.mx","base.state_mx_camp","06","Sabancuy"
"res_locality_mx_cam_07","base.mx","base.state_mx_camp","07","Hopelchén"
"res_locality_mx_cam_08","base.mx","base.state_mx_camp","08","Champotón"
"res_locality_mx_cam_09","base.mx","base.state_mx_camp","09","Hecelchakán"
"res_locality_mx_cam_11","base.mx","base.state_mx_camp","11","Pomuch"
"res_locality_mx_chh_01","base.mx","base.state_mx_chih","01","Santa Rosalía de Camargo"
"res_locality_mx_chh_02","base.mx","base.state_mx_chih","02","Chihuahua"
"res_locality_mx_chh_03","base.mx","base.state_mx_chih","03","Cuauhtémoc"
"res_locality_mx_chh_04","base.mx","base.state_mx_chih","04","Delicias"
"res_locality_mx_chh_05","base.mx","base.state_mx_chih","05","Hidalgo del Parral"
"res_locality_mx_chh_06","base.mx","base.state_mx_chih","06","Juárez"
"res_locality_mx_chh_07","base.mx","base.state_mx_chih","07","Nuevo Casas Grandes"
"res_locality_mx_chh_09","base.mx","base.state_mx_chih","09","Madera"
"res_locality_mx_chh_10","base.mx","base.state_mx_chih","10","Colonia Anáhuac"
"res_locality_mx_chh_11","base.mx","base.state_mx_chih","11","Juan Aldama"
"res_locality_mx_chh_12","base.mx","base.state_mx_chih","12","José Mariano Jiménez"
"res_locality_mx_chh_13","base.mx","base.state_mx_chih","13","Manuel Ojinaga"
"res_locality_mx_chh_14","base.mx","base.state_mx_chih","14","Bachíniva"
"res_locality_mx_chh_15","base.mx","base.state_mx_chih","15","Saucillo"
"res_locality_mx_chp_01","base.mx","base.state_mx_chis","01","Comitán de Domínguez"
"res_locality_mx_chp_02","base.mx","base.state_mx_chis","02","San Cristóbal de las Casas"
"res_locality_mx_chp_25","base.mx","base.state_mx_chis","25","Acala"
"res_locality_mx_chp_03","base.mx","base.state_mx_chis","03","Tapachula de Córdova y Ordóñez"
