"id","country_id:id","state_id:id","name","name@pt"
"city_br_058","base.br","base.state_br_mg","Montes Claros","Montes Claros"
"city_br_059","base.br","base.state_br_rr","Boa Vista","Boa Vista"
"city_br_060","base.br","base.state_br_mg","Betim","Betim"
"city_br_061","base.br","base.state_br_pr","Maringá","Maringá"
"city_br_062","base.br","base.state_br_go","Anápolis","Anápolis"
"city_br_063","base.br","base.state_br_sp","Diadema","Diadema"
"city_br_064","base.br","base.state_br_sp","Carapicuíba","Carapicuíba"
"city_br_065","base.br","base.state_br_pe","Petrolina","Petrolina"
"city_br_066","base.br","base.state_br_sp","Bauru","Bauru"
"city_br_067","base.br","base.state_br_pe","Caruaru","Caruaru"
"city_br_068","base.br","base.state_br_ba","Vitória da Conquista","Vitória da Conquista"
"city_br_069","base.br","base.state_br_sp","Itaquaquecetuba","Itaquaquecetuba"
"city_br_070","base.br","base.state_br_ac","Rio Branco","Rio Branco"
"city_br_071","base.br","base.state_br_sc","Blumenau","Blumenau"
"city_br_072","base.br","base.state_br_pr","Ponta Grossa","Ponta Grossa"
"city_br_073","base.br","base.state_br_ce","Caucaia","Caucaia"
"city_br_074","base.br","base.state_br_es","Cariacica","Cariacica"
"city_br_075","base.br","base.state_br_sp","Franca","Franca"
"city_br_076","base.br","base.state_br_pe","Olinda","Olinda"
"city_br_077","base.br","base.state_br_sp","Praia Grande","Praia Grande"
"city_br_078","base.br","base.state_br_pr","Cascavel","Cascavel"
"city_br_079","base.br","base.state_br_rs","Canoas","Canoas"
"city_br_080","base.br","base.state_br_pe","Paulista","Paulista"
"city_br_081","base.br","base.state_br_mg","Uberaba","Uberaba"
"city_br_082","base.br","base.state_br_pa","Santarém","Santarém"
"city_br_083","base.br","base.state_br_sp","São Vicente","São Vicente"
"city_br_084","base.br","base.state_br_mg","Ribeirão das Neves","Ribeirão das Neves"
"city_br_085","base.br","base.state_br_pr","São José dos Pinhais","São José dos Pinhais"
"city_br_086","base.br","base.state_br_rs","Pelotas","Pelotas"
"city_br_087","base.br","base.state_br_es","Vitória","Vitória"
"city_br_088","base.br","base.state_br_sp","Barueri","Barueri"
"city_br_089","base.br","base.state_br_sp","Taubaté","Taubaté"
"city_br_090","base.br","base.state_br_sp","Suzano","Suzano"
"city_br_091","base.br","base.state_br_to","Palmas","Palmas"
"city_br_092","base.br","base.state_br_ba","Camaçari","Camaçari"
"city_br_093","base.br","base.state_br_mt","Várzea Grande","Várzea Grande"
"city_br_094","base.br","base.state_br_sp","Limeira","Limeira"
"city_br_095","base.br","base.state_br_sp","Guarujá","Guarujá"
"city_br_096","base.br","base.state_br_ce","Juazeiro do Norte","Juazeiro do Norte"
"city_br_097","base.br","base.state_br_pr","Foz do Iguaçu","Foz do Iguaçu"
"city_br_098","base.br","base.state_br_sp","Sumaré","Sumaré"
"city_br_099","base.br","base.state_br_rj","Petrópolis","Petrópolis"
"city_br_100","base.br","base.state_br_sp","Cotia","Cotia"
"city_br_101","base.br","base.state_br_sp","Taboão da Serra","Taboão da Serra"
"city_br_102","base.br","base.state_br_ma","Imperatriz","Imperatriz"
"city_br_103","base.br","base.state_br_rs","Santa Maria","Santa Maria"
"city_br_104","base.br","base.state_br_sc","São José","São José"
"city_br_105","base.br","base.state_br_pa","Marabá","Marabá"
"city_br_106","base.br","base.state_br_pa","Parauapebas","Parauapebas"
"city_br_107","base.br","base.state_br_rs","Gravataí","Gravataí"
"city_br_108","base.br","base.state_br_rn","Mossoró","Mossoró"
"city_br_109","base.br","base.state_br_sc","Itajaí","Itajaí"
"city_br_110","base.br","base.state_br_rj","Volta Redonda","Volta Redonda"
"city_br_111","base.br","base.state_br_mg","Governador Valadares","Governador Valadares"
"city_br_112","base.br","base.state_br_sp","Indaiatuba","Indaiatuba"
"city_br_113","base.br","base.state_br_sp","São Carlos","São Carlos"
"city_br_114","base.br","base.state_br_sc","Chapecó","Chapecó"
"city_br_115","base.br","base.state_br_rn","Parnamirim","Parnamirim"
"city_br_116","base.br","base.state_br_sp","Embu das Artes","Embu das Artes"
"city_br_117","base.br","base.state_br_rj","Macaé","Macaé"
"city_br_118","base.br","base.state_br_mt","Rondonópolis","Rondonópolis"
"city_br_119","base.br","base.state_br_ma","São José de Ribamar","São José de Ribamar"
"city_br_120","base.br","base.state_br_ms","Dourados","Dourados"
"city_br_121","base.br","base.state_br_sp","Araraquara","Araraquara"
"city_br_122","base.br","base.state_br_sp","Jacareí","Jacareí"
"city_br_123","base.br","base.state_br_sp","Marília","Marília"
"city_br_124","base.br","base.state_br_sp","Americana","Americana"
"city_br_125","base.br","base.state_br_sp","Hortolândia","Hortolândia"
"city_br_126","base.br","base.state_br_ba","Juazeiro","Juazeiro"
"city_br_127","base.br","base.state_br_al","Arapiraca","Arapiraca"
"city_br_128","base.br","base.state_br_ce","Maracanaú","Maracanaú"
"city_br_129","base.br","base.state_br_sp","Itapevi","Itapevi"
"city_br_130","base.br","base.state_br_pr","Colombo","Colombo"
"city_br_131","base.br","base.state_br_mg","Divinópolis","Divinópolis"
"city_br_132","base.br","base.state_br_rj","Magé","Magé"
"city_br_133","base.br","base.state_br_rs","Novo Hamburgo","Novo Hamburgo"
"city_br_134","base.br","base.state_br_mg","Ipatinga","Ipatinga"
"city_br_135","base.br","base.state_br_mg","Sete Lagoas","Sete Lagoas"
"city_br_136","base.br","base.state_br_go","Rio Verde","Rio Verde"
"city_br_137","base.br","base.state_br_go","Águas Lindas de Goiás","Águas Lindas de Goiás"
"city_br_138","base.br","base.state_br_sp","Presidente Prudente","Presidente Prudente"
"city_br_139","base.br","base.state_br_rj","Itaboraí","Itaboraí"
"city_br_140","base.br","base.state_br_rs","Viamão","Viamão"
"city_br_141","base.br","base.state_br_sc","Palhoça","Palhoça"
"city_br_142","base.br","base.state_br_rj","Cabo Frio","Cabo Frio"
"city_br_143","base.br","base.state_br_mg","Santa Luzia","Santa Luzia"
"city_br_144","base.br","base.state_br_rs","São Leopoldo","São Leopoldo"
"city_br_145","base.br","base.state_br_sc","Criciúma","Criciúma"
"city_br_146","base.br","base.state_br_go","Luziânia","Luziânia"
"city_br_147","base.br","base.state_br_rs","Passo Fundo","Passo Fundo"
"city_br_148","base.br","base.state_br_ba","Lauro de Freitas","Lauro de Freitas"
"city_br_149","base.br","base.state_br_pe","Cabo de Santo Agostinho","Cabo de Santo Agostinho"
"city_br_150","base.br","base.state_br_ce","Sobral","Sobral"
"city_br_151","base.br","base.state_br_sp","Rio Claro","Rio Claro"
"city_br_152","base.br","base.state_br_sp","Araçatuba","Araçatuba"
"city_br_153","base.br","base.state_br_go","Valparaíso de Goiás","Valparaíso de Goiás"
"city_br_154","base.br","base.state_br_rj","Maricá","Maricá"
"city_br_155","base.br","base.state_br_mt","Sinop","Sinop"
"city_br_156","base.br","base.state_br_se","Nossa Senhora do Socorro","Nossa Senhora do Socorro"
"city_br_157","base.br","base.state_br_pa","Castanhal","Castanhal"
"city_br_158","base.br","base.state_br_rs","Rio Grande","Rio Grande"
"city_br_159","base.br","base.state_br_rj","Nova Friburgo","Nova Friburgo"
"city_br_160","base.br","base.state_br_rs","Alvorada","Alvorada"
"city_br_161","base.br","base.state_br_ba","Itabuna","Itabuna"
"city_br_162","base.br","base.state_br_es","Cachoeiro de Itapemirim","Cachoeiro de Itapemirim"
"city_br_163","base.br","base.state_br_sp","Santa Bárbara d'Oeste","Santa Bárbara d'Oeste"
"city_br_164","base.br","base.state_br_sc","Jaraguá do Sul","Jaraguá do Sul"
"city_br_165","base.br","base.state_br_pr","Guarapuava","Guarapuava"
"city_br_166","base.br","base.state_br_sp","Ferraz de Vasconcelos","Ferraz de Vasconcelos"
"city_br_167","base.br","base.state_br_ba","Ilhéus","Ilhéus"
"city_br_168","base.br","base.state_br_sp","Bragança Paulista","Bragança Paulista"
"city_br_169","base.br","base.state_br_ma","Timon","Timon"
"city_br_170","base.br","base.state_br_to","Araguaína","Araguaína"
"city_br_171","base.br","base.state_br_mg","Ibirité","Ibirité"
"city_br_172","base.br","base.state_br_rj","Barra Mansa","Barra Mansa"
"city_br_173","base.br","base.state_br_sp","Itu","Itu"
"city_br_174","base.br","base.state_br_ba","Porto Seguro","Porto Seguro"
"city_br_175","base.br","base.state_br_rj","Angra dos Reis","Angra dos Reis"
"city_br_176","base.br","base.state_br_rj","Mesquita","Mesquita"
"city_br_177","base.br","base.state_br_es","Linhares","Linhares"
"city_br_178","base.br","base.state_br_sp","São Caetano do Sul","São Caetano do Sul"
"city_br_179","base.br","base.state_br_sp","Pindamonhangaba","Pindamonhangaba"
"city_br_180","base.br","base.state_br_sp","Francisco Morato","Francisco Morato"
"city_br_181","base.br","base.state_br_rj","Teresópolis","Teresópolis"
"city_br_182","base.br","base.state_br_sc","Lages","Lages"
"city_br_183","base.br","base.state_br_mg","Poços de Caldas","Poços de Caldas"
"city_br_184","base.br","base.state_br_pi","Parnaíba","Parnaíba"
"city_br_185","base.br","base.state_br_ba","Barreiras","Barreiras"
"city_br_186","base.br","base.state_br_mg","Patos de Minas","Patos de Minas"
"city_br_187","base.br","base.state_br_ba","Jequié","Jequié"
"city_br_188","base.br","base.state_br_sp","Atibaia","Atibaia"
"city_br_189","base.br","base.state_br_sp","Itapecerica da Serra","Itapecerica da Serra"
"city_br_190","base.br","base.state_br_pa","Abaetetuba","Abaetetuba"
"city_br_191","base.br","base.state_br_sp","Itapetininga","Itapetininga"
"city_br_192","base.br","base.state_br_ma","Caxias","Caxias"
"city_br_193","base.br","base.state_br_rj","Rio das Ostras","Rio das Ostras"
"city_br_194","base.br","base.state_br_go","Senador Canedo","Senador Canedo"
"city_br_195","base.br","base.state_br_sp","Santana de Parnaíba","Santana de Parnaíba"
"city_br_196","base.br","base.state_br_sp","Mogi Guaçu","Mogi Guaçu"
"city_br_197","base.br","base.state_br_mg","Pouso Alegre","Pouso Alegre"
"city_br_198","base.br","base.state_br_pr","Araucária","Araucária"
"city_br_199","base.br","base.state_br_ba","Alagoinhas","Alagoinhas"
"city_br_200","base.br","base.state_br_pr","Toledo","Toledo"
"city_br_201","base.br","base.state_br_pb","Santa Rita","Santa Rita"
"city_br_202","base.br","base.state_br_pr","Fazenda Rio Grande","Fazenda Rio Grande"
"city_br_203","base.br","base.state_br_pe","Camaragibe","Camaragibe"
"city_br_204","base.br","base.state_br_rj","Nilópolis","Nilópolis"
"city_br_205","base.br","base.state_br_pr","Paranaguá","Paranaguá"
"city_br_206","base.br","base.state_br_ma","Paço do Lumiar","Paço do Lumiar"
"city_br_207","base.br","base.state_br_ba","Teixeira de Freitas","Teixeira de Freitas"
"city_br_208","base.br","base.state_br_sp","Botucatu","Botucatu"
"city_br_209","base.br","base.state_br_sp","Franco da Rocha","Franco da Rocha"
"city_br_210","base.br","base.state_br_pe","Garanhuns","Garanhuns"
"city_br_211","base.br","base.state_br_go","Trindade","Trindade"
"city_br_212","base.br","base.state_br_sc","Brusque","Brusque"
"city_br_213","base.br","base.state_br_rj","Queimados","Queimados"
"city_br_214","base.br","base.state_br_sc","Balneário Camboriú","Balneário Camboriú"
"city_br_215","base.br","base.state_br_mg","Teófilo Otoni","Teófilo Otoni"
"city_br_216","base.br","base.state_br_mg","Varginha","Varginha"
"city_br_217","base.br","base.state_br_pr","Campo Largo","Campo Largo"
"city_br_218","base.br","base.state_br_rs","Cachoeirinha","Cachoeirinha"
"city_br_219","base.br","base.state_br_sp","Caraguatatuba","Caraguatatuba"
"city_br_220","base.br","base.state_br_sp","Salto","Salto"
"city_br_221","base.br","base.state_br_pa","Cametá","Cametá"
"city_br_222","base.br","base.state_br_pe","Vitória de Santo Antão","Vitória de Santo Antão"
"city_br_223","base.br","base.state_br_sp","Jaú","Jaú"
"city_br_224","base.br","base.state_br_rs","Santa Cruz do Sul","Santa Cruz do Sul"
"city_br_225","base.br","base.state_br_ms","Três Lagoas","Três Lagoas"
"city_br_226","base.br","base.state_br_rs","Sapucaia do Sul","Sapucaia do Sul"
"city_br_227","base.br","base.state_br_mg","Conselheiro Lafaiete","Conselheiro Lafaiete"
"city_br_228","base.br","base.state_br_ce","Itapipoca","Itapipoca"
"city_br_229","base.br","base.state_br_ce","Crato","Crato"
"city_br_230","base.br","base.state_br_sp","Araras","Araras"
"city_br_231","base.br","base.state_br_pr","Apucarana","Apucarana"
"city_br_232","base.br","base.state_br_rj","Araruama","Araruama"
"city_br_233","base.br","base.state_br_rj","Resende","Resende"
"city_br_234","base.br","base.state_br_mg","Sabará","Sabará"
"city_br_235","base.br","base.state_br_mg","Vespasiano","Vespasiano"
"city_br_236","base.br","base.state_br_sp","Votorantim","Votorantim"
"city_br_237","base.br","base.state_br_pr","Pinhais","Pinhais"
"city_br_238","base.br","base.state_br_sp","Sertãozinho","Sertãozinho"
"city_br_239","base.br","base.state_br_pa","Barcarena","Barcarena"
"city_br_240","base.br","base.state_br_sp","Valinhos","Valinhos"
"city_br_241","base.br","base.state_br_pa","Altamira","Altamira"
"city_br_242","base.br","base.state_br_mg","Barbacena","Barbacena"
"city_br_243","base.br","base.state_br_es","Guarapari","Guarapari"
"city_br_244","base.br","base.state_br_ro","Ji-Paraná","Ji-Paraná"
"city_br_245","base.br","base.state_br_sp","Tatuí","Tatuí"
"city_br_246","base.br","base.state_br_es","São Mateus","São Mateus"
"city_br_247","base.br","base.state_br_pa","Itaituba","Itaituba"
"city_br_248","base.br","base.state_br_rs","Bento Gonçalves","Bento Gonçalves"
"city_br_249","base.br","base.state_br_pa","Bragança","Bragança"
"city_br_250","base.br","base.state_br_sp","Barretos","Barretos"
"city_br_251","base.br","base.state_br_sp","Itatiba","Itatiba"
"city_br_252","base.br","base.state_br_es","Colatina","Colatina"
"city_br_253","base.br","base.state_br_pr","Almirante Tamandaré","Almirante Tamandaré"
"city_br_254","base.br","base.state_br_pr","Arapongas","Arapongas"
"city_br_255","base.br","base.state_br_sp","Birigui","Birigui"
"city_br_256","base.br","base.state_br_pr","Piraquara","Piraquara"
"city_br_257","base.br","base.state_br_pr","Sarandi","Sarandi"
"city_br_258","base.br","base.state_br_sp","Jandira","Jandira"
"city_br_259","base.br","base.state_br_sp","Guaratinguetá","Guaratinguetá"
"city_br_260","base.br","base.state_br_rs","Bagé","Bagé"
"city_br_261","base.br","base.state_br_mg","Araguari","Araguari"
"city_br_262","base.br","base.state_br_rs","Uruguaiana","Uruguaiana"
"city_br_263","base.br","base.state_br_pr","Umuarama","Umuarama"
"city_br_264","base.br","base.state_br_rj","Itaguaí","Itaguaí"
"city_br_265","base.br","base.state_br_rn","São Gonçalo do Amarante","São Gonçalo do Amarante"
"city_br_266","base.br","base.state_br_sp","Catanduva","Catanduva"
"city_br_267","base.br","base.state_br_sp","Várzea Paulista","Várzea Paulista"
"city_br_268","base.br","base.state_br_go","Formosa","Formosa"
"city_br_269","base.br","base.state_br_sp","Ribeirão Pires","Ribeirão Pires"
"city_br_270","base.br","base.state_br_pe","Igarassu","Igarassu"
"city_br_271","base.br","base.state_br_ba","Simões Filho","Simões Filho"
"city_br_272","base.br","base.state_br_go","Catalão","Catalão"
"city_br_273","base.br","base.state_br_ma","Codó","Codó"
"city_br_274","base.br","base.state_br_ba","Eunápolis","Eunápolis"
"city_br_275","base.br","base.state_br_mg","Itabira","Itabira"
"city_br_276","base.br","base.state_br_ba","Paulo Afonso","Paulo Afonso"
"city_br_277","base.br","base.state_br_sp","Itanhaém","Itanhaém"
"city_br_278","base.br","base.state_br_sp","Cubatão","Cubatão"
"city_br_279","base.br","base.state_br_mg","Passos","Passos"
"city_br_280","base.br","base.state_br_mg","Nova Lima","Nova Lima"
"city_br_281","base.br","base.state_br_mg","Araxá","Araxá"
"city_br_282","base.br","base.state_br_pe","São Lourenço da Mata","São Lourenço da Mata"
"city_br_283","base.br","base.state_br_mt","Sorriso","Sorriso"
"city_br_284","base.br","base.state_br_sp","Paulínia","Paulínia"
"city_br_285","base.br","base.state_br_pa","Marituba","Marituba"
"city_br_286","base.br","base.state_br_sc","Tubarão","Tubarão"
"city_br_287","base.br","base.state_br_go","Itumbiara","Itumbiara"
"city_br_288","base.br","base.state_br_ba","Luís Eduardo Magalhães","Luís Eduardo Magalhães"
"city_br_289","base.br","base.state_br_ap","Santana","Santana"
"city_br_290","base.br","base.state_br_pr","Cambé","Cambé"
"city_br_291","base.br","base.state_br_pa","Breves","Breves"
"city_br_292","base.br","base.state_br_ma","Açailândia","Açailândia"
"city_br_293","base.br","base.state_br_mt","Tangará da Serra","Tangará da Serra"
"city_br_294","base.br","base.state_br_go","Jataí","Jataí"
"city_br_295","base.br","base.state_br_rs","Erechim","Erechim"
"city_br_296","base.br","base.state_br_mg","Nova Serrana","Nova Serrana"
"city_br_297","base.br","base.state_br_pa","Paragominas","Paragominas"
"city_br_298","base.br","base.state_br_ce","Maranguape","Maranguape"
"city_br_299","base.br","base.state_br_go","Planaltina","Planaltina"
"city_br_300","base.br","base.state_br_mg","Lavras","Lavras"
"city_br_301","base.br","base.state_br_mg","Coronel Fabriciano","Coronel Fabriciano"
"city_br_302","base.br","base.state_br_mg","Muriaé","Muriaé"
"city_br_303","base.br","base.state_br_rj","São Pedro da Aldeia","São Pedro da Aldeia"
"city_br_304","base.br","base.state_br_sp","Ourinhos","Ourinhos"
"city_br_305","base.br","base.state_br_go","Novo Gama","Novo Gama"
"city_br_306","base.br","base.state_br_sp","Poá","Poá"
"city_br_307","base.br","base.state_br_ma","Bacabal","Bacabal"
"city_br_308","base.br","base.state_br_am","Itacoatiara","Itacoatiara"
"city_br_309","base.br","base.state_br_se","Itabaiana","Itabaiana"
"city_br_310","base.br","base.state_br_mg","Ubá","Ubá"
"city_br_311","base.br","base.state_br_pb","Patos","Patos"
"city_br_312","base.br","base.state_br_sc","Camboriú","Camboriú"
"city_br_313","base.br","base.state_br_ba","Santo Antônio de Jesus","Santo Antônio de Jesus"
"city_br_314","base.br","base.state_br_mg","Ituiutaba","Ituiutaba"
"city_br_315","base.br","base.state_br_am","Manacapuru","Manacapuru"
"city_br_316","base.br","base.state_br_ma","Balsas","Balsas"
"city_br_317","base.br","base.state_br_se","Lagarto","Lagarto"
"city_br_318","base.br","base.state_br_sp","Assis","Assis"
"city_br_319","base.br","base.state_br_rj","Itaperuna","Itaperuna"
"city_br_320","base.br","base.state_br_go","Abadia de Goiás","Abadia de Goiás"
"city_br_321","base.br","base.state_br_mg","Abadia dos Dourados","Abadia dos Dourados"
"city_br_322","base.br","base.state_br_go","Abadiânia","Abadiânia"
"city_br_323","base.br","base.state_br_mg","Abaeté","Abaeté"
"city_br_324","base.br","base.state_br_ce","Abaiara","Abaiara"
"city_br_325","base.br","base.state_br_ba","Abaíra","Abaíra"
"city_br_326","base.br","base.state_br_ba","Abaré","Abaré"
"city_br_327","base.br","base.state_br_pr","Abatiá","Abatiá"
"city_br_328","base.br","base.state_br_sc","Abdon Batista","Abdon Batista"
"city_br_329","base.br","base.state_br_pa","Abel Figueiredo","Abel Figueiredo"
"city_br_330","base.br","base.state_br_sc","Abelardo Luz","Abelardo Luz"
"city_br_331","base.br","base.state_br_mg","Abre Campo","Abre Campo"
"city_br_332","base.br","base.state_br_pe","Abreu e Lima","Abreu e Lima"
"city_br_333","base.br","base.state_br_to","Abreulândia","Abreulândia"
"city_br_334","base.br","base.state_br_mg","Acaiaca","Acaiaca"
"city_br_335","base.br","base.state_br_ba","Acajutiba","Acajutiba"
"city_br_336","base.br","base.state_br_pa","Acará","Acará"
"city_br_337","base.br","base.state_br_ce","Acarape","Acarape"
"city_br_338","base.br","base.state_br_ce","Acaraú","Acaraú"
"city_br_339","base.br","base.state_br_rn","Acari","Acari"
"city_br_340","base.br","base.state_br_pi","Acauã","Acauã"
"city_br_341","base.br","base.state_br_rs","Aceguá","Aceguá"
"city_br_342","base.br","base.state_br_ce","Acopiara","Acopiara"
"city_br_343","base.br","base.state_br_mt","Acorizal","Acorizal"
"city_br_344","base.br","base.state_br_ac","Acrelândia","Acrelândia"
"city_br_345","base.br","base.state_br_go","Acreúna","Acreúna"
"city_br_346","base.br","base.state_br_rn","Açu","Açu"
"city_br_347","base.br","base.state_br_mg","Açucena","Açucena"
"city_br_348","base.br","base.state_br_sp","Adamantina","Adamantina"
"city_br_349","base.br","base.state_br_go","Adelândia","Adelândia"
"city_br_350","base.br","base.state_br_sp","Adolfo","Adolfo"
"city_br_351","base.br","base.state_br_pr","Adrianópolis","Adrianópolis"
"city_br_352","base.br","base.state_br_ba","Adustina","Adustina"
"city_br_353","base.br","base.state_br_pe","Afogados da Ingazeira","Afogados da Ingazeira"
"city_br_354","base.br","base.state_br_rn","Afonso Bezerra","Afonso Bezerra"
"city_br_355","base.br","base.state_br_es","Afonso Cláudio","Afonso Cláudio"
"city_br_356","base.br","base.state_br_ma","Afonso Cunha","Afonso Cunha"
"city_br_357","base.br","base.state_br_pe","Afrânio","Afrânio"
"city_br_358","base.br","base.state_br_pa","Afuá","Afuá"
"city_br_359","base.br","base.state_br_pe","Agrestina","Agrestina"
"city_br_360","base.br","base.state_br_pi","Agricolândia","Agricolândia"
"city_br_361","base.br","base.state_br_sc","Agrolândia","Agrolândia"
"city_br_362","base.br","base.state_br_sc","Agronômica","Agronômica"
"city_br_363","base.br","base.state_br_pa","Água Azul do Norte","Água Azul do Norte"
"city_br_364","base.br","base.state_br_mg","Água Boa","Água Boa"
"city_br_365","base.br","base.state_br_mt","Água Boa","Água Boa"
"city_br_366","base.br","base.state_br_al","Água Branca","Água Branca"
"city_br_367","base.br","base.state_br_pb","Água Branca","Água Branca"
"city_br_368","base.br","base.state_br_pi","Água Branca","Água Branca"
"city_br_369","base.br","base.state_br_ms","Água Clara","Água Clara"
"city_br_370","base.br","base.state_br_mg","Água Comprida","Água Comprida"
"city_br_371","base.br","base.state_br_sc","Água Doce","Água Doce"
"city_br_372","base.br","base.state_br_ma","Água Doce do Maranhão","Água Doce do Maranhão"
"city_br_373","base.br","base.state_br_es","Água Doce do Norte","Água Doce do Norte"
"city_br_374","base.br","base.state_br_ba","Água Fria","Água Fria"
"city_br_375","base.br","base.state_br_go","Água Fria de Goiás","Água Fria de Goiás"
"city_br_376","base.br","base.state_br_go","Água Limpa","Água Limpa"
"city_br_377","base.br","base.state_br_rn","Água Nova","Água Nova"
"city_br_378","base.br","base.state_br_pe","Água Preta","Água Preta"
"city_br_379","base.br","base.state_br_rs","Água Santa","Água Santa"
"city_br_380","base.br","base.state_br_sp","Aguaí","Aguaí"
"city_br_381","base.br","base.state_br_mg","Aguanil","Aguanil"
"city_br_382","base.br","base.state_br_pe","Águas Belas","Águas Belas"
"city_br_383","base.br","base.state_br_sp","Águas da Prata","Águas da Prata"
"city_br_384","base.br","base.state_br_sc","Águas de Chapecó","Águas de Chapecó"
"city_br_385","base.br","base.state_br_sp","Águas de Lindóia","Águas de Lindóia"
"city_br_386","base.br","base.state_br_sp","Águas de Santa Bárbara","Águas de Santa Bárbara"
"city_br_387","base.br","base.state_br_sp","Águas de São Pedro","Águas de São Pedro"
"city_br_388","base.br","base.state_br_mg","Águas Formosas","Águas Formosas"
"city_br_389","base.br","base.state_br_sc","Águas Frias","Águas Frias"
"city_br_390","base.br","base.state_br_sc","Águas Mornas","Águas Mornas"
"city_br_391","base.br","base.state_br_mg","Águas Vermelhas","Águas Vermelhas"
"city_br_392","base.br","base.state_br_rs","Agudo","Agudo"
"city_br_393","base.br","base.state_br_sp","Agudos","Agudos"
"city_br_394","base.br","base.state_br_pr","Agudos do Sul","Agudos do Sul"
"city_br_395","base.br","base.state_br_es","Águia Branca","Águia Branca"
"city_br_396","base.br","base.state_br_pb","Aguiar","Aguiar"
"city_br_397","base.br","base.state_br_to","Aguiarnópolis","Aguiarnópolis"
"city_br_398","base.br","base.state_br_mg","Aimorés","Aimorés"
