id,name,type,description
intrastat_category_2014_02081010,02081010,good,"Fresh, chilled or frozen meat and edible meat offal of domestic rabbits"
intrastat_category_2014_02081090,02081090,good,"Fresh, chilled or frozen meat and edible offal of non-domestic rabbits and hares"
intrastat_category_2014_02083000,02083000,good,"Fresh, chilled or frozen meat and edible offal of primates"
intrastat_category_2014_02084010,02084010,good,"Fresh, chilled or frozen whales meat"
intrastat_category_2014_02084020,02084020,good,"Fresh, chilled or frozen seal meat"
intrastat_category_2014_02084080,02084080,good,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises ""mammals of the order Cetacea"", of manatees and dugongs ""mammals of the order Sirenia"" and of seals, sea lions and walruses ""mammals of the suborder Pinnipedia"" (excl. whale and seal meat)"
intrastat_category_2014_02085000,02085000,good,"Fresh, chilled or frozen meat and edible offal of reptiles ""e.g. snakes, turtles, crocodiles"""
intrastat_category_2014_02086000,02086000,good,"Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]"
intrastat_category_2014_02089010,02089010,good,"Fresh, chilled or frozen domestic pigeon meat and edible offal"
intrastat_category_2014_02089030,02089030,good,"Fresh, chilled or frozen meat and edible meat offal of game (excl. rabbits, hares and pigs)"
intrastat_category_2014_02089060,02089060,good,"Fresh, chilled or frozen reindeer meat and edible offal thereof"
intrastat_category_2014_02089070,02089070,good,"Fresh, chilled or frozen frogs' legs"
intrastat_category_2014_02089098,02089098,good,"Fresh, chilled or frozen meat and edible offal (excl. bovine animals, swine, sheep, goats, horses, asses, mules, hinnies, poultry, rabbits, hares, primates, whales, dolphins and porpoises [mammals of the order Cetacea], manatees and dugongs [mammals of the order Sirenia], seals, sea lions and walruses [mammals of the suborder Pinnipedia], reptiles, pigeons, game, reindeer and frogs' legs)"
intrastat_category_2014_02091011,02091011,good,"Subcutaneous pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted or in brine"
intrastat_category_2014_02091019,02091019,good,"Subcutaneous pig fat, free of lean meat, not rendered or otherwise extracted, dried or smoked"
intrastat_category_2014_02091090,02091090,good,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked (excl. subcutaneous)"
intrastat_category_2014_02099000,02099000,good,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
intrastat_category_2014_02101111,02101111,good,"Domestic swine hams and cuts thereof, salted or in brine, with bone in"
intrastat_category_2014_02101119,02101119,good,"Domestic swine shoulders and cuts thereof, salted or in brine, with bone in"
intrastat_category_2014_02101131,02101131,good,"Domestic swine hams and cuts thereof, dried or smoked, with bone in"
intrastat_category_2014_02101139,02101139,good,"Domestic swine shoulders and cuts thereof, dried or smoked, with bone in"
intrastat_category_2014_02101190,02101190,good,"Hams, shoulders and cuts thereof of non-domestic swine, salted, in brine, dried or smoked, with bone in"
intrastat_category_2014_02101211,02101211,good,"Bellies ""streaky"" and cuts thereof of domestic swine, salted or in brine"
intrastat_category_2014_02101219,02101219,good,"Bellies ""streaky"" and cuts thereof of domestic swine, dried or smoked"
intrastat_category_2014_02101290,02101290,good,"Bellies ""streaky"" and cuts thereof of non-domestic swine, salted, in brine, dried or smoked"
intrastat_category_2014_02101910,02101910,good,"Bacon sides or spencers of domestic swine, salted or in brine"
intrastat_category_2014_02101920,02101920,good,"Three-quarter-sides or middles of domestic swine, salted or in brine"
intrastat_category_2014_02101930,02101930,good,"Fore-ends and cuts thereof of domestic swine, salted or in brine"
intrastat_category_2014_02101940,02101940,good,"Loins and cuts thereof of domestic swine, salted or in brine"
intrastat_category_2014_02101950,02101950,good,"Meat of domestic swine, salted or in brine (excl. hams, shoulders and cuts thereof, bellies and cuts thereof, bacon sides or spencers, three-quarter sides or middles, and fore-ends, loins and cuts thereof)"
intrastat_category_2014_02101960,02101960,good,"Domestic swine fore-ends and cuts thereof, dried or smoked"
intrastat_category_2014_02101970,02101970,good,"Domestic swine loins and cuts thereof, dried or smoked"
intrastat_category_2014_02101981,02101981,good,Dried or smoked boneless domestic swine meat (excl. bellies and cuts thereof)
intrastat_category_2014_02101989,02101989,good,"Dried or smoked domestic swine meat, with bone in (excl. hams, shoulders and cuts thereof, bellies and cuts thereof, and fore-ends, loins and cuts thereof)"
intrastat_category_2014_02101990,02101990,good,"Meat of non-domestic swine, salted, in brine, dried or smoked (excl. hams, shoulders and cuts thereof, with bone in, and bellies and cuts thereof)"
intrastat_category_2014_02102010,02102010,good,"Meat of bovine animals, salted, in brine, dried or smoked, with bone in"
intrastat_category_2014_02102090,02102090,good,"Boneless meat of bovine animals, salted, in brine, dried or smoked"
intrastat_category_2014_02109100,02109100,good,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of primates"
intrastat_category_2014_02109210,02109210,good,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of whales, dolphins and porpoises (mammals of the order Cetacea) and manatees and dugongs (mammals of the order Sirenia)"
intrastat_category_2014_02109291,02109291,good,"Meat, salted, in brine, dried or smoked, of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
intrastat_category_2014_02109292,02109292,good,"Edible offal, salted, in brine, dried or smoked, of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
intrastat_category_2014_02109299,02109299,good,"Edible flours and meals of meat or meat offal, of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
intrastat_category_2014_02109300,02109300,good,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of reptiles ""e.g. snakes, turtles, alligators"""
intrastat_category_2014_02109910,02109910,good,"Horsemeat, salted, in brine or dried"
intrastat_category_2014_02109921,02109921,good,"Meat of sheep and goats, salted, in brine, dried or smoked, with bone in"
intrastat_category_2014_02109929,02109929,good,"Boneless meat of sheep and goats, salted, in brine, dried or smoked"
intrastat_category_2014_02109931,02109931,good,"Reindeer meat, salted, in brine, dried or smoked"
intrastat_category_2014_02109939,02109939,good,"Meat, salted, in brine, dried or smoked (excl. of swine, bovine animals, reindeer, sheep or goats, primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses, reptiles, and meat, salted, in brine or dried, of horses)"
intrastat_category_2014_02109941,02109941,good,"Edible domestic swine livers, salted, in brine, dried or smoked"
intrastat_category_2014_02109949,02109949,good,"Edible domestic swine offal, salted, in brine, dried or smoked (excl. livers)"
intrastat_category_2014_02109951,02109951,good,"Edible thick skirt and thin skirt of bovine animals, salted, in brine, dried or smoked"
intrastat_category_2014_02109959,02109959,good,"Edible offal of bovine animals, salted, in brine, dried or smoked (excl. thick skirt and thin skirt)"
intrastat_category_2014_02109971,02109971,good,"Edible fatty goose or duck livers, salted or in brine"
intrastat_category_2014_02109979,02109979,good,"Edible poultry liver, salted, in brine, dried or smoked (excl. fatty goose or duck livers)"
intrastat_category_2014_02109985,02109985,good,"Edible offal, salted, in brine, dried or smoked (excl. of domestic swine, bovine animals, primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses, reptiles and poultry liver)"
intrastat_category_2014_02109990,02109990,good,"Edible flours and meals of meat or meat offal (excl. of primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses and reptiles)"
intrastat_category_2014_03011100,03011100,good,Live ornamental freshwater fish
intrastat_category_2014_03011900,03011900,good,Live ornamental fish (excl. freshwater)
intrastat_category_2014_03019110,03019110,good,"Live trout ""Oncorhynchus apache and Oncorhynchus chrysogaster"""
intrastat_category_2014_03019190,03019190,good,"Live trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae"""
intrastat_category_2014_03019210,03019210,good,"Live eels ""Anguilla spp."", of a length of < 12 cm"
intrastat_category_2014_03019230,03019230,good,"Live eels ""Anguilla spp."", of a length of => 12 cm but < 20 cm"
intrastat_category_2014_03019290,03019290,good,"Live eels ""Anguilla spp."", of a length of => 20 cm"
intrastat_category_2014_03019300,03019300,good,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)"
intrastat_category_2014_03019410,03019410,good,"Live Atlantic bluefin tuna ""Thunnus thynnus"""
intrastat_category_2014_03019490,03019490,good,"Live Pacific bluefin tuna ""Thunnus orientalis"""
intrastat_category_2014_03019500,03019500,good,"Live southern bluefin tunas ""Thunnus maccoyii"""
intrastat_category_2014_03019911,03019911,good,"Live Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"""
intrastat_category_2014_03019918,03019918,good,"Live freshwater fish (excl. ornamental fish, trout, eels, carp ""Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus"", Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"")"
intrastat_category_2014_03019985,03019985,good,"Live saltwater fish (excl. ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster], eels [Anguilla spp.], Atlantic and Pacific bluefin tunas [Thunnus thynnus, Thunnus orientalis] and southern bluefin tunas [Thunnus maccoyii])"
intrastat_category_2014_03021110,03021110,good,"Fresh or chilled trout ""Oncorhynchus apache and Oncorhynchus chrysogaster"""
intrastat_category_2014_03021120,03021120,good,"Fresh or chilled trout of the species ""Oncorhynchus mykiss"", with heads on and gills on, gutted, weighing > 1,2 kg each, or with heads off, gilled and gutted, weighing > 1 kg each"
intrastat_category_2014_03021180,03021180,good,"Fresh or chilled trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae"" (excl. of the species ""Oncorhynchus mykiss"", with heads on and gills on, gutted, weighing > 1,2 kg each, or with heads off, gilled and gutted, weighing > 1 kg each)"
intrastat_category_2014_03021300,03021300,good,"Fresh or chilled Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"""
