id,name,l10n_co_edi_code,state_id:id,country_id:id
city_co_43,"DONMATÍAS",5237,base.state_co_01,base.co
city_co_44,"EBÉJICO",5240,base.state_co_01,base.co
city_co_45,"EL BAGRE",5250,base.state_co_01,base.co
city_co_46,"ENTRERRÍOS",5264,base.state_co_01,base.co
city_co_47,"ENVIGADO",5266,base.state_co_01,base.co
city_co_48,"FREDONIA",5282,base.state_co_01,base.co
city_co_49,"FRONTINO",5284,base.state_co_01,base.co
city_co_50,"GIRALDO",5306,base.state_co_01,base.co
city_co_51,"GIRARDOTA",5308,base.state_co_01,base.co
city_co_52,"GÓMEZ PLATA",5310,base.state_co_01,base.co
city_co_53,"GRANADA",5313,base.state_co_01,base.co
city_co_54,"GUADALUPE",5315,base.state_co_01,base.co
city_co_55,"GUARNE",5318,base.state_co_01,base.co
city_co_56,"GUATAPÉ",5321,base.state_co_01,base.co
city_co_57,"HELICONIA",5347,base.state_co_01,base.co
city_co_58,"HISPANIA",5353,base.state_co_01,base.co
city_co_59,"ITAGÜÍ",5360,base.state_co_01,base.co
city_co_60,"ITUANGO",5361,base.state_co_01,base.co
city_co_61,"JARDÍN",5364,base.state_co_01,base.co
city_co_62,"JERICÓ",5368,base.state_co_01,base.co
city_co_63,"LA CEJA",5376,base.state_co_01,base.co
city_co_64,"LA ESTRELLA",5380,base.state_co_01,base.co
city_co_65,"LA PINTADA",5390,base.state_co_01,base.co
city_co_66,"LA UNIÓN",5400,base.state_co_01,base.co
city_co_67,"LIBORINA",5411,base.state_co_01,base.co
city_co_68,"MACEO",5425,base.state_co_01,base.co
city_co_69,"MARINILLA",5440,base.state_co_01,base.co
city_co_70,"MONTEBELLO",5467,base.state_co_01,base.co
city_co_71,"MURINDÓ",5475,base.state_co_01,base.co
city_co_72,"MUTATÁ",5480,base.state_co_01,base.co
city_co_73,"NARIÑO",5483,base.state_co_01,base.co
city_co_74,"NECOCLÍ",5490,base.state_co_01,base.co
city_co_75,"NECHÍ",5495,base.state_co_01,base.co
city_co_76,"OLAYA",5501,base.state_co_01,base.co
city_co_77,"PEÑOL",5541,base.state_co_01,base.co
city_co_78,"PEQUE",5543,base.state_co_01,base.co
city_co_79,"PUEBLORRICO",5576,base.state_co_01,base.co
city_co_80,"PUERTO BERRÍO",5579,base.state_co_01,base.co
city_co_81,"PUERTO NARE",5585,base.state_co_01,base.co
city_co_82,"PUERTO TRIUNFO",5591,base.state_co_01,base.co
city_co_83,"REMEDIOS",5604,base.state_co_01,base.co
city_co_84,"RETIRO",5607,base.state_co_01,base.co
city_co_85,"RIONEGRO",5615,base.state_co_01,base.co
city_co_86,"SABANALARGA",5628,base.state_co_01,base.co
city_co_87,"SABANETA",5631,base.state_co_01,base.co
city_co_88,"SALGAR",5642,base.state_co_01,base.co
city_co_89,"SAN ANDRÉS DE CUERQUÍA",5647,base.state_co_01,base.co
city_co_90,"SAN CARLOS",5649,base.state_co_01,base.co
city_co_91,"SAN FRANCISCO",5652,base.state_co_01,base.co
city_co_92,"SAN JERÓNIMO",5656,base.state_co_01,base.co
city_co_93,"SAN JOSÉ DE LA MONTAÑA",5658,base.state_co_01,base.co
city_co_94,"SAN JUAN DE URABÁ",5659,base.state_co_01,base.co
city_co_95,"SAN LUIS",5660,base.state_co_01,base.co
city_co_96,"SAN PEDRO DE LOS MILAGROS",5664,base.state_co_01,base.co
city_co_97,"SAN PEDRO DE URABÁ",5665,base.state_co_01,base.co
city_co_98,"SAN RAFAEL",5667,base.state_co_01,base.co
city_co_99,"SAN ROQUE",5670,base.state_co_01,base.co
city_co_100,"SAN VICENTE FERRER",5674,base.state_co_01,base.co
city_co_101,"SANTA BÁRBARA",5679,base.state_co_01,base.co
city_co_102,"SANTA ROSA DE OSOS",5686,base.state_co_01,base.co
city_co_103,"SANTO DOMINGO",5690,base.state_co_01,base.co
city_co_104,"EL SANTUARIO",5697,base.state_co_01,base.co
city_co_105,"SEGOVIA",5736,base.state_co_01,base.co
city_co_106,"SONSÓN",5756,base.state_co_01,base.co
city_co_107,"SOPETRÁN",5761,base.state_co_01,base.co
city_co_108,"TÁMESIS",5789,base.state_co_01,base.co
city_co_109,"TARAZÁ",5790,base.state_co_01,base.co
city_co_110,"TARSO",5792,base.state_co_01,base.co
city_co_111,"TITIRIBÍ",5809,base.state_co_01,base.co
city_co_112,"TOLEDO",5819,base.state_co_01,base.co
city_co_113,"TURBO",5837,base.state_co_01,base.co
city_co_114,"URAMITA",5842,base.state_co_01,base.co
city_co_115,"URRAO",5847,base.state_co_01,base.co
city_co_116,"VALDIVIA",5854,base.state_co_01,base.co
city_co_117,"VALPARAÍSO",5856,base.state_co_01,base.co
city_co_118,"VEGACHÍ",5858,base.state_co_01,base.co
city_co_119,"VENECIA",5861,base.state_co_01,base.co
city_co_120,"VENECIA",5861,base.state_co_01,base.co
city_co_121,"VIGÍA DEL FUERTE",5873,base.state_co_01,base.co
city_co_122,"YALÍ",5885,base.state_co_01,base.co
city_co_123,"YARUMAL",5887,base.state_co_01,base.co
city_co_124,"YOLOMBÓ",5890,base.state_co_01,base.co
city_co_125,"YONDÓ",5893,base.state_co_01,base.co
city_co_126,"ZARAGOZA",5895,base.state_co_01,base.co
city_co_127,"BARRANQUILLA",8001,base.state_co_02,base.co
city_co_128,"BARANOA",8078,base.state_co_02,base.co
city_co_129,"CAMPO DE LA CRUZ",8137,base.state_co_02,base.co
city_co_130,"CANDELARIA",8141,base.state_co_02,base.co
city_co_131,"GALAPA",8296,base.state_co_02,base.co
city_co_132,"JUAN DE ACOSTA",8372,base.state_co_02,base.co
city_co_133,"LURUACO",8421,base.state_co_02,base.co
city_co_134,"MALAMBO",8433,base.state_co_02,base.co
city_co_135,"MANATÍ",8436,base.state_co_02,base.co
city_co_136,"PALMAR DE VARELA",8520,base.state_co_02,base.co
city_co_137,"PIOJÓ",8549,base.state_co_02,base.co
city_co_138,"POLONUEVO",8558,base.state_co_02,base.co
city_co_139,"PONEDERA",8560,base.state_co_02,base.co
city_co_140,"PUERTO COLOMBIA",8573,base.state_co_02,base.co
city_co_141,"REPELÓN",8606,base.state_co_02,base.co
city_co_142,"SABANAGRANDE",8634,base.state_co_02,base.co
city_co_143,"SABANALARGA",8638,base.state_co_02,base.co
city_co_144,"SANTA LUCÍA",8675,base.state_co_02,base.co
city_co_145,"SANTO TOMÁS",8685,base.state_co_02,base.co
city_co_146,"SOLEDAD",8758,base.state_co_02,base.co
city_co_147,"SUAN",8770,base.state_co_02,base.co
city_co_148,"TUBARÁ",8832,base.state_co_02,base.co
city_co_149,"USIACURÍ",8849,base.state_co_02,base.co
city_co_150,"Bogotá D.C.",11001,base.state_co_03,base.co
city_co_151,"CARTAGENA DE INDIAS",13001,base.state_co_04,base.co
city_co_152,"ACHÍ",13006,base.state_co_04,base.co
city_co_153,"ALTOS DEL ROSARIO",13030,base.state_co_04,base.co
city_co_154,"ARENAL",13042,base.state_co_04,base.co
city_co_155,"ARJONA",13052,base.state_co_04,base.co
city_co_156,"ARROYOHONDO",13062,base.state_co_04,base.co
city_co_157,"BARRANCO DE LOBA",13074,base.state_co_04,base.co
city_co_158,"CALAMAR",13140,base.state_co_04,base.co
city_co_159,"CANTAGALLO",13160,base.state_co_04,base.co
city_co_160,"CICUCO",13188,base.state_co_04,base.co
city_co_161,"CÓRDOBA",13212,base.state_co_04,base.co
city_co_162,"CLEMENCIA",13222,base.state_co_04,base.co
city_co_163,"EL CARMEN DE BOLÍVAR",13244,base.state_co_04,base.co
city_co_164,"EL GUAMO",13248,base.state_co_04,base.co
city_co_165,"EL PEÑÓN",13268,base.state_co_04,base.co
city_co_166,"HATILLO DE LOBA",13300,base.state_co_04,base.co
city_co_167,"MAGANGUÉ",13430,base.state_co_04,base.co
city_co_168,"MAHATES",13433,base.state_co_04,base.co
city_co_169,"MARGARITA",13440,base.state_co_04,base.co
city_co_170,"MARÍA LA BAJA",13442,base.state_co_04,base.co
city_co_171,"MONTECRISTO",13458,base.state_co_04,base.co
city_co_172,"MOMPÓS",13468,base.state_co_04,base.co
city_co_173,"MORALES",13473,base.state_co_04,base.co
city_co_174,"NOROSÍ",13490,base.state_co_04,base.co
city_co_175,"PINILLOS",13549,base.state_co_04,base.co
city_co_176,"REGIDOR",13580,base.state_co_04,base.co
city_co_177,"REGIDOR",13580,base.state_co_04,base.co
city_co_178,"RÍO VIEJO",13600,base.state_co_04,base.co
city_co_179,"SAN CRISTÓBAL",13620,base.state_co_04,base.co
city_co_180,"SAN ESTANISLAO",13647,base.state_co_04,base.co
city_co_181,"SAN FERNANDO",13650,base.state_co_04,base.co
city_co_182,"SAN JACINTO",13654,base.state_co_04,base.co
city_co_183,"SAN JACINTO DEL CAUCA",13655,base.state_co_04,base.co
city_co_184,"SAN JUAN NEPOMUCENO",13657,base.state_co_04,base.co
city_co_185,"SAN MARTÍN DE LOBA",13667,base.state_co_04,base.co
city_co_186,"SAN PABLO",13670,base.state_co_04,base.co
city_co_187,"SANTA CATALINA",13673,base.state_co_04,base.co
city_co_188,"SANTA ROSA",13683,base.state_co_04,base.co
city_co_189,"SANTA ROSA DEL SUR",13688,base.state_co_04,base.co
city_co_190,"SIMITÍ",13744,base.state_co_04,base.co
city_co_191,"SOPLAVIENTO",13760,base.state_co_04,base.co
city_co_192,"TALAIGUA NUEVO",13780,base.state_co_04,base.co
city_co_193,"TIQUISIO",13810,base.state_co_04,base.co
city_co_194,"TURBACO",13836,base.state_co_04,base.co
city_co_195,"TURBANÁ",13838,base.state_co_04,base.co
city_co_196,"VILLANUEVA",13873,base.state_co_04,base.co
city_co_197,"ZAMBRANO",13894,base.state_co_04,base.co
city_co_198,"TUNJA",15001,base.state_co_05,base.co
city_co_199,"ALMEIDA",15022,base.state_co_05,base.co
city_co_200,"AQUITANIA",15047,base.state_co_05,base.co
city_co_201,"ARCABUCO",15051,base.state_co_05,base.co
city_co_202,"BELÉN",15087,base.state_co_05,base.co
city_co_203,"BERBEO",15090,base.state_co_05,base.co
city_co_204,"BETÉITIVA",15092,base.state_co_05,base.co
city_co_205,"BOAVITA",15097,base.state_co_05,base.co
city_co_206,"BOYACÁ",15104,base.state_co_05,base.co
city_co_207,"BRICEÑO",15106,base.state_co_05,base.co
city_co_208,"BUENAVISTA",15109,base.state_co_05,base.co
city_co_209,"BUSBANZÁ",15114,base.state_co_05,base.co
city_co_210,"CALDAS",15131,base.state_co_05,base.co
city_co_211,"CAMPOHERMOSO",15135,base.state_co_05,base.co
city_co_212,"CERINZA",15162,base.state_co_05,base.co
city_co_213,"CHINAVITA",15172,base.state_co_05,base.co
city_co_214,"CHIQUINQUIRÁ",15176,base.state_co_05,base.co
city_co_215,"CHISCAS",15180,base.state_co_05,base.co
city_co_216,"CHITA",15183,base.state_co_05,base.co
city_co_217,"CHITARAQUE",15185,base.state_co_05,base.co
city_co_218,"CHIVATÁ",15187,base.state_co_05,base.co
city_co_219,"CIÉNEGA",15189,base.state_co_05,base.co
city_co_220,"CÓMBITA",15204,base.state_co_05,base.co
city_co_221,"COPER",15212,base.state_co_05,base.co
city_co_222,"CORRALES",15215,base.state_co_05,base.co
city_co_223,"COVARACHÍA",15218,base.state_co_05,base.co
city_co_224,"CUBARÁ",15223,base.state_co_05,base.co
city_co_225,"CUCAITA",15224,base.state_co_05,base.co
city_co_226,"CUÍTIVA",15226,base.state_co_05,base.co
city_co_227,"CHÍQUIZA",15232,base.state_co_05,base.co
city_co_228,"CHIVOR",15236,base.state_co_05,base.co
city_co_229,"DUITAMA",15238,base.state_co_05,base.co
city_co_230,"EL COCUY",15244,base.state_co_05,base.co
city_co_231,"EL ESPINO",15248,base.state_co_05,base.co
city_co_232,"FIRAVITOBA",15272,base.state_co_05,base.co
city_co_233,"FLORESTA",15276,base.state_co_05,base.co
city_co_234,"GACHANTIVÁ",15293,base.state_co_05,base.co
city_co_235,"GÁMEZA",15296,base.state_co_05,base.co
city_co_236,"GARAGOA",15299,base.state_co_05,base.co
city_co_237,"GUACAMAYAS",15317,base.state_co_05,base.co
city_co_238,"GUATEQUE",15322,base.state_co_05,base.co
city_co_239,"GUAYATÁ",15325,base.state_co_05,base.co
city_co_240,"GÜICÁN DE LA SIERRA",15332,base.state_co_05,base.co
city_co_241,"IZA",15362,base.state_co_05,base.co
city_co_242,"JENESANO",15367,base.state_co_05,base.co
city_co_243,"JERICÓ",15368,base.state_co_05,base.co
city_co_244,"LABRANZAGRANDE",15377,base.state_co_05,base.co
city_co_245,"LA CAPILLA",15380,base.state_co_05,base.co
city_co_246,"LA VICTORIA",15401,base.state_co_05,base.co
city_co_247,"LA UVITA",15403,base.state_co_05,base.co
city_co_248,"VILLA DE LEYVA",15407,base.state_co_05,base.co
city_co_249,"MACANAL",15425,base.state_co_05,base.co
city_co_250,"MARIPÍ",15442,base.state_co_05,base.co
city_co_251,"MIRAFLORES",15455,base.state_co_05,base.co
city_co_252,"MONGUA",15464,base.state_co_05,base.co
city_co_253,"MONGUÍ",15466,base.state_co_05,base.co
city_co_254,"MONIQUIRÁ",15469,base.state_co_05,base.co
city_co_255,"MOTAVITA",15476,base.state_co_05,base.co
city_co_256,"MUZO",15480,base.state_co_05,base.co
city_co_257,"NOBSA",15491,base.state_co_05,base.co
city_co_258,"NUEVO COLÓN",15494,base.state_co_05,base.co
city_co_259,"OICATÁ",15500,base.state_co_05,base.co
city_co_260,"OTANCHE",15507,base.state_co_05,base.co
city_co_261,"PACHAVITA",15511,base.state_co_05,base.co
city_co_262,"PÁEZ",15514,base.state_co_05,base.co
city_co_263,"PAIPA",15516,base.state_co_05,base.co
city_co_264,"PAJARITO",15518,base.state_co_05,base.co
city_co_265,"PANQUEBA",15522,base.state_co_05,base.co
city_co_266,"PAUNA",15531,base.state_co_05,base.co
city_co_267,"PAYA",15533,base.state_co_05,base.co
city_co_268,"PAZ DE RÍO",15537,base.state_co_05,base.co
city_co_269,"PESCA",15542,base.state_co_05,base.co
city_co_270,"PISBA",15550,base.state_co_05,base.co
city_co_271,"PUERTO BOYACÁ",15572,base.state_co_05,base.co
city_co_272,"QUÍPAMA",15580,base.state_co_05,base.co
city_co_273,"RAMIRIQUÍ",15599,base.state_co_05,base.co
city_co_274,"RÁQUIRA",15600,base.state_co_05,base.co
city_co_275,"RONDÓN",15621,base.state_co_05,base.co
city_co_276,"SABOYÁ",15632,base.state_co_05,base.co
city_co_277,"SÁCHICA",15638,base.state_co_05,base.co
city_co_278,"SAMACÁ",15646,base.state_co_05,base.co
city_co_279,"SAN EDUARDO",15660,base.state_co_05,base.co
city_co_280,"SAN JOSÉ DE PARE",15664,base.state_co_05,base.co
city_co_281,"SAN LUIS DE GACENO",15667,base.state_co_05,base.co
city_co_282,"SAN MATEO",15673,base.state_co_05,base.co
city_co_283,"SAN MIGUEL DE SEMA",15676,base.state_co_05,base.co
city_co_284,"SAN PABLO DE BORBUR",15681,base.state_co_05,base.co
city_co_285,"SANTANA",15686,base.state_co_05,base.co
city_co_286,"SANTA MARÍA",15690,base.state_co_05,base.co
city_co_287,"SANTA ROSA DE VITERBO",15693,base.state_co_05,base.co
city_co_288,"SANTA SOFÍA",15696,base.state_co_05,base.co
city_co_289,"SATIVANORTE",15720,base.state_co_05,base.co
city_co_290,"SATIVASUR",15723,base.state_co_05,base.co
city_co_291,"SIACHOQUE",15740,base.state_co_05,base.co
city_co_292,"SOATÁ",15753,base.state_co_05,base.co
city_co_293,"SOCOTÁ",15755,base.state_co_05,base.co
city_co_294,"SOCHA",15757,base.state_co_05,base.co
city_co_295,"SOGAMOSO",15759,base.state_co_05,base.co
city_co_296,"SOMONDOCO",15761,base.state_co_05,base.co
city_co_297,"SORA",15762,base.state_co_05,base.co
city_co_298,"SOTAQUIRÁ",15763,base.state_co_05,base.co
city_co_299,"SORACÁ",15764,base.state_co_05,base.co
city_co_300,"SUSACÓN",15774,base.state_co_05,base.co
city_co_301,"SUTAMARCHÁN",15776,base.state_co_05,base.co
city_co_302,"SUTATENZA",15778,base.state_co_05,base.co
city_co_303,"TASCO",15790,base.state_co_05,base.co
city_co_304,"TENZA",15798,base.state_co_05,base.co
city_co_305,"TIBANÁ",15804,base.state_co_05,base.co
city_co_306,"TIBASOSA",15806,base.state_co_05,base.co
city_co_307,"TINJACÁ",15808,base.state_co_05,base.co
city_co_308,"TIPACOQUE",15810,base.state_co_05,base.co
city_co_309,"TOCA",15814,base.state_co_05,base.co
city_co_310,"TOGÜÍ",15816,base.state_co_05,base.co
city_co_311,"TÓPAGA",15820,base.state_co_05,base.co
city_co_312,"TOTA",15822,base.state_co_05,base.co
city_co_313,"TUNUNGUÁ",15832,base.state_co_05,base.co
city_co_314,"TURMEQUÉ",15835,base.state_co_05,base.co
city_co_315,"TUTA",15837,base.state_co_05,base.co
city_co_316,"TUTAZÁ",15839,base.state_co_05,base.co
city_co_317,"ÚMBITA",15842,base.state_co_05,base.co
city_co_318,"VENTAQUEMADA",15861,base.state_co_05,base.co
city_co_319,"VIRACACHÁ",15879,base.state_co_05,base.co
city_co_320,"ZETAQUIRA",15897,base.state_co_05,base.co
city_co_321,"MANIZALES",17001,base.state_co_06,base.co
city_co_322,"AGUADAS",17013,base.state_co_06,base.co
city_co_323,"ANSERMA",17042,base.state_co_06,base.co
city_co_324,"ARANZAZU",17050,base.state_co_06,base.co
city_co_325,"BELALCÁZAR",17088,base.state_co_06,base.co
city_co_326,"CHINCHINÁ",17174,base.state_co_06,base.co
city_co_327,"FILADELFIA",17272,base.state_co_06,base.co
city_co_328,"LA DORADA",17380,base.state_co_06,base.co
city_co_329,"LA MERCED",17388,base.state_co_06,base.co
city_co_330,"MANZANARES",17433,base.state_co_06,base.co
city_co_331,"MARMATO",17442,base.state_co_06,base.co
city_co_332,"MARQUETALIA",17444,base.state_co_06,base.co
city_co_333,"MARULANDA",17446,base.state_co_06,base.co
city_co_334,"NEIRA",17486,base.state_co_06,base.co
city_co_335,"NORCASIA",17495,base.state_co_06,base.co
city_co_336,"PÁCORA",17513,base.state_co_06,base.co
city_co_337,"PALESTINA",17524,base.state_co_06,base.co
city_co_338,"PENSILVANIA",17541,base.state_co_06,base.co
city_co_339,"RIOSUCIO",17614,base.state_co_06,base.co
city_co_340,"RISARALDA",17616,base.state_co_06,base.co
city_co_341,"SALAMINA",17653,base.state_co_06,base.co
city_co_342,"SAMANÁ",17662,base.state_co_06,base.co
city_co_343,"SAN JOSÉ",17665,base.state_co_06,base.co
city_co_344,"SUPÍA",17777,base.state_co_06,base.co
city_co_345,"VICTORIA",17867,base.state_co_06,base.co
city_co_346,"VILLAMARÍA",17873,base.state_co_06,base.co
city_co_347,"VITERBO",17877,base.state_co_06,base.co
city_co_348,"FLORENCIA",18001,base.state_co_07,base.co
city_co_349,"ALBANIA",18029,base.state_co_07,base.co
city_co_350,"BELÉN DE LOS ANDAQUÍES",18094,base.state_co_07,base.co
city_co_351,"CARTAGENA DEL CHAIRÁ",18150,base.state_co_07,base.co
city_co_352,"CURILLO",18205,base.state_co_07,base.co
city_co_353,"EL DONCELLO",18247,base.state_co_07,base.co
city_co_354,"EL PAUJÍL",18256,base.state_co_07,base.co
city_co_355,"LA MONTAÑITA",18410,base.state_co_07,base.co
city_co_356,"MILÁN",18460,base.state_co_07,base.co
city_co_357,"MORELIA",18479,base.state_co_07,base.co
city_co_358,"PUERTO RICO",18592,base.state_co_07,base.co
city_co_359,"SAN JOSÉ DEL FRAGUA",18610,base.state_co_07,base.co
city_co_360,"SAN VICENTE DEL CAGUÁN",18753,base.state_co_07,base.co
city_co_361,"SOLANO",18756,base.state_co_07,base.co
city_co_362,"SOLITA",18785,base.state_co_07,base.co
city_co_363,"VALPARAÍSO",18860,base.state_co_07,base.co
city_co_364,"POPAYÁN",19001,base.state_co_08,base.co
city_co_365,"ALMAGUER",19022,base.state_co_08,base.co
city_co_366,"ARGELIA",19050,base.state_co_08,base.co
city_co_367,"BALBOA",19075,base.state_co_08,base.co
city_co_368,"BOLÍVAR",19100,base.state_co_08,base.co
city_co_369,"BUENOS AIRES",19110,base.state_co_08,base.co
city_co_370,"CAJIBÍO",19130,base.state_co_08,base.co
city_co_371,"CALDONO",19137,base.state_co_08,base.co
city_co_372,"CALOTO",19142,base.state_co_08,base.co
city_co_373,"CORINTO",19212,base.state_co_08,base.co
city_co_374,"EL TAMBO",19256,base.state_co_08,base.co
city_co_375,"FLORENCIA",19290,base.state_co_08,base.co
city_co_376,"GUACHENÉ",19300,base.state_co_08,base.co
city_co_377,"GUAPÍ",19318,base.state_co_08,base.co
city_co_378,"INZÁ",19355,base.state_co_08,base.co
city_co_379,"JAMBALÓ",19364,base.state_co_08,base.co
city_co_380,"LA SIERRA",19392,base.state_co_08,base.co
city_co_381,"LA VEGA",19397,base.state_co_08,base.co
city_co_382,"LÓPEZ DE MICAY",19418,base.state_co_08,base.co
city_co_383,"MERCADERES",19450,base.state_co_08,base.co
city_co_384,"MIRANDA",19455,base.state_co_08,base.co
city_co_385,"MORALES",19473,base.state_co_08,base.co
city_co_386,"PADILLA",19513,base.state_co_08,base.co
city_co_387,"PÁEZ",19517,base.state_co_08,base.co
city_co_388,"PATÍA",19532,base.state_co_08,base.co
city_co_389,"PIAMONTE",19533,base.state_co_08,base.co
city_co_390,"PIENDAMÓ – TUNÍA",19548,base.state_co_08,base.co
city_co_391,"PUERTO TEJADA",19573,base.state_co_08,base.co
city_co_392,"PURACÉ",19585,base.state_co_08,base.co
city_co_393,"ROSAS",19622,base.state_co_08,base.co
city_co_394,"SAN SEBASTIÁN",19693,base.state_co_08,base.co
city_co_395,"SANTANDER DE QUILICHAO",19698,base.state_co_08,base.co
city_co_396,"SANTA ROSA",19701,base.state_co_08,base.co
city_co_397,"SILVIA",19743,base.state_co_08,base.co
city_co_398,"SOTARA",19760,base.state_co_08,base.co
city_co_399,"SUÁREZ",19780,base.state_co_08,base.co
city_co_400,"SUCRE",19785,base.state_co_08,base.co
city_co_401,"TIMBÍO",19807,base.state_co_08,base.co
city_co_402,"TIMBIQUÍ",19809,base.state_co_08,base.co
city_co_403,"TORIBÍO",19821,base.state_co_08,base.co
city_co_404,"TOTORÓ",19824,base.state_co_08,base.co
city_co_405,"VILLA RICA",19845,base.state_co_08,base.co
city_co_406,"VALLEDUPAR",20001,base.state_co_09,base.co
city_co_407,"AGUACHICA",20011,base.state_co_09,base.co
city_co_408,"AGUSTÍN CODAZZI",20013,base.state_co_09,base.co
city_co_409,"ASTREA",20032,base.state_co_09,base.co
city_co_410,"BECERRIL",20045,base.state_co_09,base.co
city_co_411,"BOSCONIA",20060,base.state_co_09,base.co
city_co_412,"CHIMICHAGUA",20175,base.state_co_09,base.co
city_co_413,"CHIRIGUANÁ",20178,base.state_co_09,base.co
city_co_414,"CURUMANÍ",20228,base.state_co_09,base.co
city_co_415,"EL COPEY",20238,base.state_co_09,base.co
city_co_416,"EL PASO",20250,base.state_co_09,base.co
city_co_417,"GAMARRA",20295,base.state_co_09,base.co
city_co_418,"GONZÁLEZ",20310,base.state_co_09,base.co
city_co_419,"LA GLORIA",20383,base.state_co_09,base.co
city_co_420,"LA JAGUA DE IBIRICO",20400,base.state_co_09,base.co
city_co_421,"MANAURE BALCÓN DEL CESAR",20443,base.state_co_09,base.co
city_co_422,"PAILITAS",20517,base.state_co_09,base.co
city_co_423,"PELAYA",20550,base.state_co_09,base.co
city_co_424,"PUEBLO BELLO",20570,base.state_co_09,base.co
city_co_425,"RÍO DE ORO",20614,base.state_co_09,base.co
city_co_426,"LA PAZ",20621,base.state_co_09,base.co
city_co_427,"SAN ALBERTO",20710,base.state_co_09,base.co
city_co_428,"SAN DIEGO",20750,base.state_co_09,base.co
city_co_429,"SAN MARTÍN",20770,base.state_co_09,base.co
city_co_430,"TAMALAMEQUE",20787,base.state_co_09,base.co
city_co_431,"MONTERÍA",23001,base.state_co_10,base.co
city_co_432,"AYAPEL",23068,base.state_co_10,base.co
city_co_433,"BUENAVISTA",23079,base.state_co_10,base.co
city_co_434,"CANALETE",23090,base.state_co_10,base.co
city_co_435,"CERETÉ",23162,base.state_co_10,base.co
city_co_436,"CHIMÁ",23168,base.state_co_10,base.co
city_co_437,"CHINÚ",23182,base.state_co_10,base.co
city_co_438,"CIÉNAGA DE ORO",23189,base.state_co_10,base.co
city_co_439,"COTORRA",23300,base.state_co_10,base.co
city_co_440,"LA APARTADA",23350,base.state_co_10,base.co
city_co_441,"LORICA",23417,base.state_co_10,base.co
city_co_442,"LOS CÓRDOBAS",23419,base.state_co_10,base.co
city_co_443,"MOMIL",23464,base.state_co_10,base.co
city_co_444,"MONTELÍBANO",23466,base.state_co_10,base.co
city_co_445,"MOÑITOS",23500,base.state_co_10,base.co
city_co_446,"PLANETA RICA",23555,base.state_co_10,base.co
city_co_447,"PUEBLO NUEVO",23570,base.state_co_10,base.co
city_co_448,"PUERTO ESCONDIDO",23574,base.state_co_10,base.co
city_co_449,"PUERTO LIBERTADOR",23580,base.state_co_10,base.co
city_co_450,"PURÍSIMA DE LA CONCEPCIÓN",23586,base.state_co_10,base.co
city_co_451,"SAHAGÚN",23660,base.state_co_10,base.co
