"id","l10n_mx_edi_hazardous_material"
"product_unspsc.unspsc_code_11162123","0,1"
"product_unspsc.unspsc_code_11162124","0,1"
"product_unspsc.unspsc_code_11162125","0,1"
"product_unspsc.unspsc_code_11162126","0,1"
"product_unspsc.unspsc_code_11162127","0,1"
"product_unspsc.unspsc_code_11162128","0,1"
"product_unspsc.unspsc_code_11162129","0,1"
"product_unspsc.unspsc_code_11162130","0,1"
"product_unspsc.unspsc_code_11162131","0,1"
"product_unspsc.unspsc_code_11162132","0,1"
"product_unspsc.unspsc_code_11162133","0,1"
"product_unspsc.unspsc_code_11172000","0,1"
"product_unspsc.unspsc_code_11172001","0,1"
"product_unspsc.unspsc_code_11172002","0,1"
"product_unspsc.unspsc_code_11172003","0,1"
"product_unspsc.unspsc_code_11172200","0,1"
"product_unspsc.unspsc_code_11172201","0,1"
"product_unspsc.unspsc_code_11181500","0,1"
"product_unspsc.unspsc_code_11181501","0,1"
"product_unspsc.unspsc_code_11181502","0,1"
"product_unspsc.unspsc_code_11181503","0,1"
"product_unspsc.unspsc_code_11181504","0,1"
"product_unspsc.unspsc_code_11181505","0,1"
"product_unspsc.unspsc_code_11181506","0,1"
"product_unspsc.unspsc_code_11181507","0,1"
"product_unspsc.unspsc_code_11181508","0,1"
"product_unspsc.unspsc_code_11191500","0,1"
"product_unspsc.unspsc_code_11191501","0,1"
"product_unspsc.unspsc_code_11191502","0,1"
"product_unspsc.unspsc_code_11191503","0,1"
"product_unspsc.unspsc_code_11191504","0,1"
"product_unspsc.unspsc_code_11191505","0,1"
"product_unspsc.unspsc_code_11191600","0,1"
"product_unspsc.unspsc_code_11191601","0,1"
"product_unspsc.unspsc_code_11191603","0,1"
"product_unspsc.unspsc_code_11191604","0,1"
"product_unspsc.unspsc_code_11191605","0,1"
"product_unspsc.unspsc_code_11191607","0,1"
"product_unspsc.unspsc_code_11191608","0,1"
"product_unspsc.unspsc_code_11191609","0,1"
"product_unspsc.unspsc_code_11191610","0,1"
"product_unspsc.unspsc_code_11191611","0,1"
"product_unspsc.unspsc_code_11191800","0,1"
"product_unspsc.unspsc_code_11191801","0,1"
"product_unspsc.unspsc_code_11191802","0,1"
"product_unspsc.unspsc_code_11191803","0,1"
"product_unspsc.unspsc_code_12131500","1"
"product_unspsc.unspsc_code_12131501","1"
"product_unspsc.unspsc_code_12131502","1"
"product_unspsc.unspsc_code_12131503","1"
"product_unspsc.unspsc_code_12131504","1"
"product_unspsc.unspsc_code_12131505","1"
"product_unspsc.unspsc_code_12131506","1"
"product_unspsc.unspsc_code_12131507","1"
"product_unspsc.unspsc_code_12131508","1"
"product_unspsc.unspsc_code_12131509","1"
"product_unspsc.unspsc_code_12131600","0,1"
"product_unspsc.unspsc_code_12131601","0,1"
"product_unspsc.unspsc_code_12131602","0,1"
"product_unspsc.unspsc_code_12131603","0,1"
"product_unspsc.unspsc_code_12131604","0,1"
"product_unspsc.unspsc_code_12131605","0,1"
"product_unspsc.unspsc_code_12131700","1"
"product_unspsc.unspsc_code_12131701","1"
"product_unspsc.unspsc_code_12131702","1"
"product_unspsc.unspsc_code_12131703","1"
"product_unspsc.unspsc_code_12131704","1"
"product_unspsc.unspsc_code_12131705","1"
"product_unspsc.unspsc_code_12131706","0,1"
"product_unspsc.unspsc_code_12131707","1"
"product_unspsc.unspsc_code_12131708","1"
"product_unspsc.unspsc_code_12131709","1"
"product_unspsc.unspsc_code_12141500","0,1"
"product_unspsc.unspsc_code_12141501","0,1"
"product_unspsc.unspsc_code_12141502","0,1"
"product_unspsc.unspsc_code_12141503","0,1"
"product_unspsc.unspsc_code_12141504","0,1"
"product_unspsc.unspsc_code_12141505","0,1"
"product_unspsc.unspsc_code_12141601","0,1"
"product_unspsc.unspsc_code_12141700","0,1"
"product_unspsc.unspsc_code_12141702","0,1"
"product_unspsc.unspsc_code_12141704","0,1"
"product_unspsc.unspsc_code_12141707","0,1"
"product_unspsc.unspsc_code_12141709","0,1"
"product_unspsc.unspsc_code_12141710","0,1"
"product_unspsc.unspsc_code_12141711","0,1"
"product_unspsc.unspsc_code_12141715","1"
"product_unspsc.unspsc_code_12141716","0,1"
"product_unspsc.unspsc_code_12141718","0,1"
"product_unspsc.unspsc_code_12141721","0,1"
"product_unspsc.unspsc_code_12141723","0,1"
"product_unspsc.unspsc_code_12141724","0,1"
"product_unspsc.unspsc_code_12141726","0,1"
"product_unspsc.unspsc_code_12141727","0,1"
"product_unspsc.unspsc_code_12141729","0,1"
"product_unspsc.unspsc_code_12141732","0,1"
"product_unspsc.unspsc_code_12141740","0,1"
"product_unspsc.unspsc_code_12141743","0,1"
"product_unspsc.unspsc_code_12141745","0,1"
"product_unspsc.unspsc_code_12141746","0,1"
"product_unspsc.unspsc_code_12141747","0,1"
"product_unspsc.unspsc_code_12141748","0,1"
"product_unspsc.unspsc_code_12141749","0,1"
"product_unspsc.unspsc_code_12141750","0,1"
"product_unspsc.unspsc_code_12141800","0,1"
"product_unspsc.unspsc_code_12141801","1"
"product_unspsc.unspsc_code_12141803","1"
"product_unspsc.unspsc_code_12141804","1"
"product_unspsc.unspsc_code_12141805","1"
"product_unspsc.unspsc_code_12141806","1"
"product_unspsc.unspsc_code_12141900","0,1"
"product_unspsc.unspsc_code_12141901","1"
"product_unspsc.unspsc_code_12141902","0,1"
"product_unspsc.unspsc_code_12141903","0,1"
"product_unspsc.unspsc_code_12141904","0,1"
"product_unspsc.unspsc_code_12141905","0,1"
"product_unspsc.unspsc_code_12141906","0,1"
"product_unspsc.unspsc_code_12141907","0,1"
"product_unspsc.unspsc_code_12141908","0,1"
"product_unspsc.unspsc_code_12141909","0,1"
"product_unspsc.unspsc_code_12141910","0,1"
"product_unspsc.unspsc_code_12141912","0,1"
"product_unspsc.unspsc_code_12141913","0,1"
"product_unspsc.unspsc_code_12141915","0,1"
"product_unspsc.unspsc_code_12141916","0,1"
"product_unspsc.unspsc_code_12142000","0,1"
"product_unspsc.unspsc_code_12142001","0,1"
"product_unspsc.unspsc_code_12142002","0,1"
"product_unspsc.unspsc_code_12142003","0,1"
"product_unspsc.unspsc_code_12142004","0,1"
"product_unspsc.unspsc_code_12142005","0,1"
"product_unspsc.unspsc_code_12142006","0,1"
"product_unspsc.unspsc_code_12142100","0,1"
"product_unspsc.unspsc_code_12142101","0,1"
"product_unspsc.unspsc_code_12142102","0,1"
"product_unspsc.unspsc_code_12142103","0,1"
"product_unspsc.unspsc_code_12142104","0,1"
"product_unspsc.unspsc_code_12142105","0,1"
"product_unspsc.unspsc_code_12142106","0,1"
"product_unspsc.unspsc_code_12142107","0,1"
"product_unspsc.unspsc_code_12142108","0,1"
"product_unspsc.unspsc_code_12142205","0,1"
"product_unspsc.unspsc_code_12161600","0,1"
"product_unspsc.unspsc_code_12161601","0,1"
"product_unspsc.unspsc_code_12161602","0,1"
"product_unspsc.unspsc_code_12161603","0,1"
"product_unspsc.unspsc_code_12161604","0,1"
"product_unspsc.unspsc_code_12161605","0,1"
"product_unspsc.unspsc_code_12161606","0,1"
"product_unspsc.unspsc_code_12161803","0,1"
"product_unspsc.unspsc_code_12162200","0,1"
"product_unspsc.unspsc_code_12162201","0,1"
"product_unspsc.unspsc_code_12162202","0,1"
"product_unspsc.unspsc_code_12162211","1"
"product_unspsc.unspsc_code_12163800","0,1"
"product_unspsc.unspsc_code_12163801","0,1"
"product_unspsc.unspsc_code_12163802","0,1"
"product_unspsc.unspsc_code_12164503","0,1"
"product_unspsc.unspsc_code_12171501","0,1"
"product_unspsc.unspsc_code_12171502","0,1"
"product_unspsc.unspsc_code_12171503","0,1"
"product_unspsc.unspsc_code_12171504","0,1"
"product_unspsc.unspsc_code_12171506","0,1"
"product_unspsc.unspsc_code_12171507","0,1"
"product_unspsc.unspsc_code_12171508","0,1"
"product_unspsc.unspsc_code_12171509","0,1"
"product_unspsc.unspsc_code_12171510","0,1"
"product_unspsc.unspsc_code_12171511","0,1"
"product_unspsc.unspsc_code_12171600","0,1"
"product_unspsc.unspsc_code_12171602","0,1"
"product_unspsc.unspsc_code_12171604","0,1"
"product_unspsc.unspsc_code_12171605","0,1"
"product_unspsc.unspsc_code_12171621","0,1"
"product_unspsc.unspsc_code_12171701","0,1"
"product_unspsc.unspsc_code_12171702","0,1"
"product_unspsc.unspsc_code_12171703","0,1"
"product_unspsc.unspsc_code_12181600","0,1"
"product_unspsc.unspsc_code_12181601","0,1"
"product_unspsc.unspsc_code_12181602","0,1"
"product_unspsc.unspsc_code_12191500","0,1"
"product_unspsc.unspsc_code_12191501","0,1"
"product_unspsc.unspsc_code_12191502","0,1"
"product_unspsc.unspsc_code_12191503","0,1"
"product_unspsc.unspsc_code_12191600","0,1"
"product_unspsc.unspsc_code_12191601","0,1"
"product_unspsc.unspsc_code_12191602","0,1"
"product_unspsc.unspsc_code_12352000","0,1"
"product_unspsc.unspsc_code_12352005","0,1"
"product_unspsc.unspsc_code_12352100","0,1"
"product_unspsc.unspsc_code_12352101","0,1"
"product_unspsc.unspsc_code_12352102","0,1"
"product_unspsc.unspsc_code_12352103","0,1"
"product_unspsc.unspsc_code_12352104","0,1"
"product_unspsc.unspsc_code_12352105","0,1"
"product_unspsc.unspsc_code_12352106","0,1"
"product_unspsc.unspsc_code_12352107","0,1"
"product_unspsc.unspsc_code_12352111","0,1"
"product_unspsc.unspsc_code_12352114","0,1"
"product_unspsc.unspsc_code_12352115","0,1"
"product_unspsc.unspsc_code_12352117","0,1"
"product_unspsc.unspsc_code_12352118","0,1"
"product_unspsc.unspsc_code_12352119","0,1"
"product_unspsc.unspsc_code_12352120","1"
"product_unspsc.unspsc_code_12352128","0,1"
"product_unspsc.unspsc_code_12352206","0,1"
"product_unspsc.unspsc_code_12352210","0,1"
"product_unspsc.unspsc_code_12352300","0,1"
"product_unspsc.unspsc_code_12352301","0,1"
"product_unspsc.unspsc_code_12352302","0,1"
"product_unspsc.unspsc_code_12352303","0,1"
"product_unspsc.unspsc_code_12352304","0,1"
"product_unspsc.unspsc_code_12352305","0,1"
"product_unspsc.unspsc_code_12352306","0,1"
"product_unspsc.unspsc_code_12352311","0,1"
"product_unspsc.unspsc_code_12352312","0,1"
"product_unspsc.unspsc_code_12352313","1"
"product_unspsc.unspsc_code_12352314","0,1"
"product_unspsc.unspsc_code_12352315","0,1"
"product_unspsc.unspsc_code_12352316","0,1"
"product_unspsc.unspsc_code_12352317","0,1"
"product_unspsc.unspsc_code_12352318","0,1"
"product_unspsc.unspsc_code_12352319","0,1"
"product_unspsc.unspsc_code_12352320","0,1"
"product_unspsc.unspsc_code_12352321","0,1"
"product_unspsc.unspsc_code_12352400","0,1"
"product_unspsc.unspsc_code_12352401","0,1"
"product_unspsc.unspsc_code_12352402","0,1"
"product_unspsc.unspsc_code_12352501","0,1"
"product_unspsc.unspsc_code_13101500","0,1"
"product_unspsc.unspsc_code_13101501","0,1"
"product_unspsc.unspsc_code_13101502","0,1"
"product_unspsc.unspsc_code_13101503","0,1"
"product_unspsc.unspsc_code_13101504","0,1"
"product_unspsc.unspsc_code_13101505","0,1"
"product_unspsc.unspsc_code_13101600","0,1"
"product_unspsc.unspsc_code_13101601","0,1"
"product_unspsc.unspsc_code_13101602","0,1"
"product_unspsc.unspsc_code_13101603","0,1"
"product_unspsc.unspsc_code_13101604","0,1"
"product_unspsc.unspsc_code_13101605","0,1"
"product_unspsc.unspsc_code_13101606","0,1"
"product_unspsc.unspsc_code_13101607","0,1"
"product_unspsc.unspsc_code_13101608","0,1"
"product_unspsc.unspsc_code_13101711","0,1"
"product_unspsc.unspsc_code_13101725","0,1"
"product_unspsc.unspsc_code_13102000","0,1"
"product_unspsc.unspsc_code_13102001","0,1"
"product_unspsc.unspsc_code_13102002","0,1"
"product_unspsc.unspsc_code_13102003","0,1"
"product_unspsc.unspsc_code_13102005","0,1"
"product_unspsc.unspsc_code_13102006","0,1"
"product_unspsc.unspsc_code_13102010","0,1"
"product_unspsc.unspsc_code_13102024","0,1"
"product_unspsc.unspsc_code_13102025","0,1"
"product_unspsc.unspsc_code_13102031","0,1"
"product_unspsc.unspsc_code_13111000","0,1"
"product_unspsc.unspsc_code_13111001","0,1"
"product_unspsc.unspsc_code_13111002","0,1"
"product_unspsc.unspsc_code_13111003","0,1"
"product_unspsc.unspsc_code_13111004","0,1"
"product_unspsc.unspsc_code_13111005","0,1"
"product_unspsc.unspsc_code_13111006","0,1"
"product_unspsc.unspsc_code_13111007","0,1"
"product_unspsc.unspsc_code_13111008","0,1"
"product_unspsc.unspsc_code_13111009","0,1"
"product_unspsc.unspsc_code_13111012","0,1"
"product_unspsc.unspsc_code_13111013","0,1"
"product_unspsc.unspsc_code_13111014","0,1"
"product_unspsc.unspsc_code_13111015","0,1"
"product_unspsc.unspsc_code_13111017","0,1"
"product_unspsc.unspsc_code_13111018","0,1"
"product_unspsc.unspsc_code_13111019","0,1"
"product_unspsc.unspsc_code_13111020","0,1"
"product_unspsc.unspsc_code_13111021","0,1"
"product_unspsc.unspsc_code_13111022","0,1"
"product_unspsc.unspsc_code_13111023","0,1"
"product_unspsc.unspsc_code_13111024","0,1"
"product_unspsc.unspsc_code_13111025","0,1"
"product_unspsc.unspsc_code_13111026","0,1"
"product_unspsc.unspsc_code_13111027","0,1"
"product_unspsc.unspsc_code_13111029","0,1"
"product_unspsc.unspsc_code_13111033","0,1"
"product_unspsc.unspsc_code_13111034","0,1"
"product_unspsc.unspsc_code_13111035","0,1"
"product_unspsc.unspsc_code_13111036","0,1"
"product_unspsc.unspsc_code_13111037","0,1"
"product_unspsc.unspsc_code_13111040","0,1"
"product_unspsc.unspsc_code_13111042","0,1"
"product_unspsc.unspsc_code_13111046","0,1"
"product_unspsc.unspsc_code_13111048","0,1"
"product_unspsc.unspsc_code_13111049","0,1"
"product_unspsc.unspsc_code_13111050","0,1"
"product_unspsc.unspsc_code_13111051","0,1"
"product_unspsc.unspsc_code_13111052","0,1"
"product_unspsc.unspsc_code_13111054","0,1"
"product_unspsc.unspsc_code_13111056","0,1"
"product_unspsc.unspsc_code_13111058","0,1"
"product_unspsc.unspsc_code_13111059","0,1"
"product_unspsc.unspsc_code_13111060","0,1"
"product_unspsc.unspsc_code_13111061","0,1"
"product_unspsc.unspsc_code_13111062","0,1"
"product_unspsc.unspsc_code_13111063","0,1"
"product_unspsc.unspsc_code_13111064","0,1"
"product_unspsc.unspsc_code_13111065","0,1"
"product_unspsc.unspsc_code_13111066","0,1"
"product_unspsc.unspsc_code_13111067","0,1"
"product_unspsc.unspsc_code_13111069","0,1"
"product_unspsc.unspsc_code_13111070","0,1"
"product_unspsc.unspsc_code_13111071","0,1"
"product_unspsc.unspsc_code_13111072","0,1"
"product_unspsc.unspsc_code_13111073","0,1"
"product_unspsc.unspsc_code_13111074","0,1"
"product_unspsc.unspsc_code_13111100","0,1"
"product_unspsc.unspsc_code_13111200","0,1"
"product_unspsc.unspsc_code_13111201","0,1"
"product_unspsc.unspsc_code_13111202","0,1"
"product_unspsc.unspsc_code_13111203","0,1"
"product_unspsc.unspsc_code_13111204","0,1"
"product_unspsc.unspsc_code_13111205","0,1"
"product_unspsc.unspsc_code_13111206","0,1"
"product_unspsc.unspsc_code_13111207","0,1"
"product_unspsc.unspsc_code_13111208","0,1"
"product_unspsc.unspsc_code_13111209","0,1"
"product_unspsc.unspsc_code_13111210","0,1"
"product_unspsc.unspsc_code_13111211","0,1"
"product_unspsc.unspsc_code_13111212","0,1"
"product_unspsc.unspsc_code_13111213","0,1"
"product_unspsc.unspsc_code_13111214","0,1"
"product_unspsc.unspsc_code_13111215","0,1"
"product_unspsc.unspsc_code_13111216","0,1"
"product_unspsc.unspsc_code_13111217","0,1"
"product_unspsc.unspsc_code_13111218","0,1"
"product_unspsc.unspsc_code_13111219","0,1"
"product_unspsc.unspsc_code_13111220","0,1"
"product_unspsc.unspsc_code_14101500","0,1"
"product_unspsc.unspsc_code_14101501","0,1"
"product_unspsc.unspsc_code_14111500","0,1"
"product_unspsc.unspsc_code_14111501","0,1"
"product_unspsc.unspsc_code_14111502","0,1"
"product_unspsc.unspsc_code_14111503","0,1"
"product_unspsc.unspsc_code_14111504","0,1"
"product_unspsc.unspsc_code_14111505","0,1"
"product_unspsc.unspsc_code_14111506","0,1"
"product_unspsc.unspsc_code_14111507","0,1"
"product_unspsc.unspsc_code_14111508","0,1"
"product_unspsc.unspsc_code_14111509","0,1"
"product_unspsc.unspsc_code_14111510","0,1"
"product_unspsc.unspsc_code_14111511","0,1"
"product_unspsc.unspsc_code_14111512","0,1"
"product_unspsc.unspsc_code_14111513","0,1"
"product_unspsc.unspsc_code_14111514","0,1"
"product_unspsc.unspsc_code_14111515","0,1"
"product_unspsc.unspsc_code_14111516","0,1"
"product_unspsc.unspsc_code_14111518","0,1"
"product_unspsc.unspsc_code_14111519","0,1"
"product_unspsc.unspsc_code_14111520","0,1"
"product_unspsc.unspsc_code_14111523","0,1"
"product_unspsc.unspsc_code_14111524","0,1"
"product_unspsc.unspsc_code_14111525","0,1"
"product_unspsc.unspsc_code_14111526","0,1"
"product_unspsc.unspsc_code_14111527","0,1"
"product_unspsc.unspsc_code_14111528","0,1"
"product_unspsc.unspsc_code_14111529","0,1"
"product_unspsc.unspsc_code_14111530","0,1"
"product_unspsc.unspsc_code_14111531","0,1"
"product_unspsc.unspsc_code_14111532","0,1"
"product_unspsc.unspsc_code_14111533","0,1"
"product_unspsc.unspsc_code_14111534","0,1"
"product_unspsc.unspsc_code_14111535","0,1"
"product_unspsc.unspsc_code_14111536","0,1"
"product_unspsc.unspsc_code_14111537","0,1"
"product_unspsc.unspsc_code_14111538","0,1"
"product_unspsc.unspsc_code_14111539","0,1"
"product_unspsc.unspsc_code_14111540","0,1"
"product_unspsc.unspsc_code_14111541","0,1"
"product_unspsc.unspsc_code_14111542","0,1"
"product_unspsc.unspsc_code_14111543","0,1"
"product_unspsc.unspsc_code_14111600","0,1"
"product_unspsc.unspsc_code_14111601","0,1"
"product_unspsc.unspsc_code_14111604","0,1"
"product_unspsc.unspsc_code_14111605","0,1"
"product_unspsc.unspsc_code_14111606","0,1"
"product_unspsc.unspsc_code_14111607","0,1"
"product_unspsc.unspsc_code_14111608","0,1"
"product_unspsc.unspsc_code_14111609","0,1"
"product_unspsc.unspsc_code_14111610","0,1"
"product_unspsc.unspsc_code_14111611","0,1"
"product_unspsc.unspsc_code_14111613","0,1"
"product_unspsc.unspsc_code_14111614","0,1"
"product_unspsc.unspsc_code_14111615","0,1"
"product_unspsc.unspsc_code_14111616","0,1"
"product_unspsc.unspsc_code_14111617","0,1"
"product_unspsc.unspsc_code_14111618","0,1"
"product_unspsc.unspsc_code_14111800","0,1"
"product_unspsc.unspsc_code_14111801","0,1"
"product_unspsc.unspsc_code_14111802","0,1"
"product_unspsc.unspsc_code_14111803","0,1"
"product_unspsc.unspsc_code_14111804","0,1"
"product_unspsc.unspsc_code_14111805","0,1"
"product_unspsc.unspsc_code_14111806","0,1"
"product_unspsc.unspsc_code_14111807","0,1"
"product_unspsc.unspsc_code_14111808","0,1"
"product_unspsc.unspsc_code_14111809","0,1"
"product_unspsc.unspsc_code_14111810","0,1"
"product_unspsc.unspsc_code_14111811","0,1"
"product_unspsc.unspsc_code_14111812","0,1"
"product_unspsc.unspsc_code_14111813","0,1"
"product_unspsc.unspsc_code_14111814","0,1"
"product_unspsc.unspsc_code_14111815","0,1"
"product_unspsc.unspsc_code_14111816","0,1"
"product_unspsc.unspsc_code_14111817","0,1"
"product_unspsc.unspsc_code_14111818","0,1"
"product_unspsc.unspsc_code_14111819","0,1"
"product_unspsc.unspsc_code_14111820","0,1"
"product_unspsc.unspsc_code_14111821","0,1"
"product_unspsc.unspsc_code_14111822","0,1"
"product_unspsc.unspsc_code_14111823","0,1"
"product_unspsc.unspsc_code_14111824","0,1"
"product_unspsc.unspsc_code_14111825","0,1"
"product_unspsc.unspsc_code_14111826","0,1"
"product_unspsc.unspsc_code_14111827","0,1"
"product_unspsc.unspsc_code_14111828","0,1"
"product_unspsc.unspsc_code_14121505","0,1"
"product_unspsc.unspsc_code_14121506","0,1"
"product_unspsc.unspsc_code_14121507","0,1"
"product_unspsc.unspsc_code_14121600","0,1"
"product_unspsc.unspsc_code_14121601","0,1"
"product_unspsc.unspsc_code_14121602","0,1"
"product_unspsc.unspsc_code_14121603","0,1"
"product_unspsc.unspsc_code_14121604","0,1"
"product_unspsc.unspsc_code_14121605","0,1"
"product_unspsc.unspsc_code_14121700","0,1"
"product_unspsc.unspsc_code_14121701","0,1"
"product_unspsc.unspsc_code_14121702","0,1"
"product_unspsc.unspsc_code_14121703","0,1"
"product_unspsc.unspsc_code_14121800","0,1"
"product_unspsc.unspsc_code_14121801","0,1"
"product_unspsc.unspsc_code_14121802","0,1"
"product_unspsc.unspsc_code_14121803","0,1"
