code|name|applies_to|active
10121703|{"en_US":"Fish food flakes"}|product|True
10121800|{"en_US":"Dog and cat food"}|product|False
10121801|{"en_US":"Dry food for dogs"}|product|True
10121802|{"en_US":"Moist food for dogs"}|product|True
10121803|{"en_US":"Milk for dogs or cats"}|product|True
10121804|{"en_US":"Dry food for cats"}|product|True
10121805|{"en_US":"Moist food for cats"}|product|True
10121806|{"en_US":"Treats or snacks for cats or dogs"}|product|True
10121900|{"en_US":"Rodent food"}|product|False
10121901|{"en_US":"Pelletized food for rodents"}|product|True
10122000|{"en_US":"Reptile food"}|product|False
10122001|{"en_US":"Pelletized food for reptiles"}|product|True
10122002|{"en_US":"Moist food for reptiles"}|product|True
10122003|{"en_US":"Live food for reptiles"}|product|True
10122100|{"en_US":"Miscellaneous animal food"}|product|False
10122101|{"en_US":"Pig food"}|product|True
10122102|{"en_US":"Mink food"}|product|True
10122103|{"en_US":"Monkey food"}|product|True
10122104|{"en_US":"Rabbit food"}|product|True
10130000|{"en_US":"Animal containment and habitats"}|product|True
10131500|{"en_US":"Animal shelters"}|product|False
10131506|{"en_US":"Livestock stables"}|product|True
10131507|{"en_US":"Domesticized pet houses"}|product|True
10131508|{"en_US":"Pet beds"}|product|True
10131600|{"en_US":"Animal containment"}|product|False
10131601|{"en_US":"Cages or its accessories"}|product|True
10131602|{"en_US":"Kennels"}|product|True
10131603|{"en_US":"Animal carrying cases"}|product|True
10131604|{"en_US":"Dog runs"}|product|True
10131605|{"en_US":"Animal transport cage"}|product|True
10131700|{"en_US":"Animal habitats"}|product|False
10131701|{"en_US":"Terrariums"}|product|True
10131702|{"en_US":"Aquariums"}|product|True
10140000|{"en_US":"Saddlery and harness goods"}|product|True
10141500|{"en_US":"Saddlery"}|product|False
10141501|{"en_US":"Saddles"}|product|True
10141502|{"en_US":"Whips"}|product|True
10141503|{"en_US":"Horseshoes"}|product|True
10141504|{"en_US":"Muleshoes"}|product|True
10141505|{"en_US":"Saddle pad"}|product|True
10141600|{"en_US":"Harness goods"}|product|False
10141601|{"en_US":"Bridles"}|product|True
10141602|{"en_US":"Yokes"}|product|True
10141603|{"en_US":"Horse bits"}|product|True
10141604|{"en_US":"Reins"}|product|True
10141605|{"en_US":"Stirrups"}|product|True
10141606|{"en_US":"Leashes or leads"}|product|True
10141607|{"en_US":"Animal collars"}|product|True
10141608|{"en_US":"Harnesses or its accessories"}|product|True
10141609|{"en_US":"Restraints"}|product|True
10141610|{"en_US":"Muzzles"}|product|True
10141611|{"en_US":"Leash holders"}|product|True
10150000|{"en_US":"Seeds and bulbs and seedlings and cuttings"}|product|True
10151500|{"en_US":"Vegetable seeds and seedlings"}|product|False
10151501|{"en_US":"Bean seeds or seedlings"}|product|True
10151502|{"en_US":"Carrot seeds or seedlings"}|product|True
10151503|{"en_US":"Celery seeds or seedlings"}|product|True
10151504|{"en_US":"Chili seeds or seedlings"}|product|True
10151505|{"en_US":"Courgette seeds or seedlings"}|product|True
10151506|{"en_US":"Pea seeds or seedlings"}|product|True
10151507|{"en_US":"Cucumber seeds or seedlings"}|product|True
10151508|{"en_US":"Eggplant seeds or seedlings"}|product|True
10151509|{"en_US":"Endive seeds or seedlings"}|product|True
10151510|{"en_US":"Garlic seeds or seedlings"}|product|True
10151511|{"en_US":"Leek seeds or seedlings"}|product|True
10151512|{"en_US":"Lettuce seeds or seedlings"}|product|True
10151513|{"en_US":"Corn seeds or seedlings"}|product|True
10151514|{"en_US":"Melon seeds or seedlings"}|product|True
10151515|{"en_US":"Onion seeds or seedlings"}|product|True
10151516|{"en_US":"Soybean seeds or seedlings"}|product|True
10151517|{"en_US":"Spinach seeds or seedlings"}|product|True
10151518|{"en_US":"Tomato seeds or seedlings"}|product|True
10151519|{"en_US":"Turnip seeds or seedlings"}|product|True
10151520|{"en_US":"Chard seeds or seedlings"}|product|True
10151521|{"en_US":"Sweet pepper seeds or seedlings"}|product|True
10151522|{"en_US":"Beet seeds or seedlings"}|product|True
10151523|{"en_US":"Cauliflower seeds or seedlings"}|product|True
10151524|{"en_US":"Parsley seeds or seedlings"}|product|True
10151525|{"en_US":"Broccoli seeds or seedlings"}|product|True
10151526|{"en_US":"Cabbage seeds or seedlings"}|product|True
10151527|{"en_US":"Potato seeds or seedlings"}|product|True
10151528|{"en_US":"Sweet potato seeds or seedlings"}|product|True
10151529|{"en_US":"Pumpkin seeds or seedlings"}|product|True
10151530|{"en_US":"Radish seeds or seedlings"}|product|True
10151531|{"en_US":"Brussel sprout seeds or seedlings"}|product|True
10151532|{"en_US":"Squash seeds or seedlings"}|product|True
10151533|{"en_US":"Okra seeds or seedlings"}|product|True
10151534|{"en_US":"Cantaloupe seeds or seedlings"}|product|True
10151535|{"en_US":"Peanut seeds or seedlings"}|product|True
10151536|{"en_US":"Caigua seeds or seedlings"}|product|True
10151537|{"en_US":"Asparagus seeds or seedlings"}|product|True
10151538|{"en_US":"Chickpea seeds or seedlings"}|product|True
10151539|{"en_US":"Fava or broad bean seeds or seedlings"}|product|True
10151540|{"en_US":"Centrocema or butterfly pea seed or seedlings"}|product|True
10151541|{"en_US":"Nettle seed or seedlings"}|product|True
10151600|{"en_US":"Cereal seeds"}|product|False
10151601|{"en_US":"Wheat seeds"}|product|True
10151602|{"en_US":"Colza seeds"}|product|True
10151603|{"en_US":"Barley seeds"}|product|True
10151604|{"en_US":"Millet seeds"}|product|True
10151605|{"en_US":"Oat seeds"}|product|True
10151606|{"en_US":"Sesame seeds"}|product|True
10151607|{"en_US":"Linseed seeds"}|product|True
10151608|{"en_US":"Castor oil seeds"}|product|True
10151609|{"en_US":"Maize seeds"}|product|True
10151610|{"en_US":"Rye seeds"}|product|True
10151611|{"en_US":"Sorghum seeds"}|product|True
10151612|{"en_US":"Kiwicha seeds or seedlings"}|product|True
10151613|{"en_US":"Quinoa seeds or seedlings"}|product|True
10151614|{"en_US":"Rice seeds or seedlings"}|product|True
10151616|{"en_US":"Teff seed"}|product|True
10151700|{"en_US":"Grass and forage seeds and seedlings"}|product|False
10151701|{"en_US":"Rice seeds or seedlings"}|product|True
10151702|{"en_US":"Clover seeds or seedling"}|product|True
10151703|{"en_US":"Alfalfa seeds or seedlings"}|product|True
10151704|{"en_US":"Grass seeds or seedlings"}|product|True
10151705|{"en_US":"Crown vetch seeds or seedlings"}|product|True
10151706|{"en_US":"Guar seeds or seedlings"}|product|True
10151800|{"en_US":"Spice crop seeds and seedlings"}|product|False
10151801|{"en_US":"Pepper seeds or seedlings"}|product|True
10151802|{"en_US":"Vanilla seeds or seedlings"}|product|True
10151803|{"en_US":"Cinnamon seeds or seedlings"}|product|True
10151804|{"en_US":"Clove seeds or seedlings"}|product|True
10151805|{"en_US":"Coriander seeds or seedlings"}|product|True
10151806|{"en_US":"Ginger seeds or seedlings"}|product|True
10151807|{"en_US":"Saffron seeds or seedlings"}|product|True
10151808|{"en_US":"Thyme seeds or seedlings"}|product|True
10151809|{"en_US":"Curry seeds or seedlings"}|product|True
10151810|{"en_US":"Mustard seeds or seedlings"}|product|True
10151811|{"en_US":"Ginseng roots or seedlings"}|product|True
10151812|{"en_US":"Mushroom seeds or seedlings"}|product|True
10151813|{"en_US":"Sacha inchi seeds or seedlings"}|product|True
10151814|{"en_US":"Achiote seeds or seedlings"}|product|True
10151815|{"en_US":"Kudzu seeds or seedlings"}|product|True
10151816|{"en_US":"Basil seeds or seedlings"}|product|True
10151817|{"en_US":"Anise seeds or seedlings"}|product|True
10151900|{"en_US":"Flower seeds and bulbs and seedlings and cuttings"}|product|False
10151901|{"en_US":"Tulip seeds or bulbs or seedlings or cuttings"}|product|True
10151902|{"en_US":"Rose seeds or seedlings or cuttings"}|product|True
10151903|{"en_US":"Daffodil seeds or bulbs or seedlings or cuttings"}|product|True
10151904|{"en_US":"Sunflower seeds"}|product|True
10151905|{"en_US":"Hyacinth bulbs or shoots"}|product|True
10151906|{"en_US":"Lily Bulbs"}|product|True
10151907|{"en_US":"Vetch seeds or seedlings"}|product|True
10152000|{"en_US":"Tree and shrub seeds and cuttings"}|product|False
10152001|{"en_US":"Fruit tree seeds or cuttings"}|product|True
10152002|{"en_US":"Conifer tree seeds or cuttings"}|product|True
10152003|{"en_US":"Nut tree seeds or cuttings"}|product|True
10152004|{"en_US":"Latifoliate tree seedling"}|product|True
10152005|{"en_US":"Conifer tree seedling"}|product|True
10152006|{"en_US":"Pine tree seeds or budwood"}|product|True
10152007|{"en_US":"Carob tree seeds or budwood"}|product|True
10152008|{"en_US":"Coffee seed or seedlings"}|product|True
10152048|{"en_US":"Castor oil bush seed or cutting"}|product|True
10152055|{"en_US":"Date palm cutting"}|product|True
10152056|{"en_US":"Oil palm seed"}|product|True
10152057|{"en_US":"Cassava seed or cutting"}|product|True
10152100|{"en_US":"Residues other than animal feed"}|product|False
10152101|{"en_US":"Residues babool seed extraction"}|product|True
10152102|{"en_US":"Residues of rape seeds"}|product|True
10152103|{"en_US":"Residue of linseed"}|product|True
10152104|{"en_US":"Oil cake of neem"}|product|True
10152200|{"en_US":"Fibrous crop seeds and seedlings"}|product|False
10152201|{"en_US":"Cotton seeds or seedlings"}|product|True
10152202|{"en_US":"Flax seeds or seedlings"}|product|True
10152300|{"en_US":"Legume seeds and seedlings"}|product|False
10152301|{"en_US":"Bean seeds or seedlings"}|product|True
10152302|{"en_US":"Soya seeds or seedlings"}|product|True
10152400|{"en_US":"Tuber seeds and seedlings"}|product|False
10152401|{"en_US":"Potato seeds or seedlings"}|product|True
10152402|{"en_US":"Turnip seeds or seedlings"}|product|True
10152403|{"en_US":"Sweet potato seeds or seedlings"}|product|True
10152404|{"en_US":"Carrot seeds or seedlings"}|product|True
10152405|{"en_US":"Radish seeds or seedlings"}|product|True
10160000|{"en_US":"Floriculture and silviculture products"}|product|True
10161500|{"en_US":"Trees and shrubs"}|product|False
10161501|{"en_US":"Olive trees"}|product|True
10161502|{"en_US":"Coffee shrubs"}|product|True
10161503|{"en_US":"Cocoa trees"}|product|True
10161504|{"en_US":"Apple trees"}|product|True
10161505|{"en_US":"Peach trees"}|product|True
10161506|{"en_US":"Orange trees"}|product|True
10161507|{"en_US":"Rhododendron shrubs"}|product|True
10161508|{"en_US":"Tea shrubs"}|product|True
10161509|{"en_US":"Conifer trees"}|product|True
10161510|{"en_US":"Spruce trees"}|product|True
10161511|{"en_US":"Pine trees"}|product|True
10161512|{"en_US":"Fir trees"}|product|True
10161513|{"en_US":"Palm trees"}|product|True
10161514|{"en_US":"Casuarina tree"}|product|True
10161515|{"en_US":"Cypress tree"}|product|True
10161516|{"en_US":"Eucalyptus tree"}|product|True
10161517|{"en_US":"Quinoa tree"}|product|True
10161518|{"en_US":"Magnolia tree"}|product|True
10161519|{"en_US":"Mioporo bush"}|product|True
10161520|{"en_US":"Acalypha bush"}|product|True
10161521|{"en_US":"Tecomaria capensis or cape honeysuckle bush"}|product|True
10161522|{"en_US":"Croton bolaina bush"}|product|True
10161523|{"en_US":"Abutilon bush"}|product|True
10161524|{"en_US":"Ficus or fig bush"}|product|True
10161525|{"en_US":"Eggfruit tree"}|product|True
10161526|{"en_US":"Avocado tree"}|product|True
10161527|{"en_US":"Guanabanillo tree"}|product|True
10161528|{"en_US":"Star fruit tree"}|product|True
10161529|{"en_US":"Plum tree"}|product|True
10161530|{"en_US":"Quince tree"}|product|True
10161600|{"en_US":"Floral plants"}|product|False
10161602|{"en_US":"Poinsettias plants"}|product|True
10161604|{"en_US":"Azaleas plants"}|product|True
10161605|{"en_US":"Cactus plants"}|product|True
10161606|{"en_US":"Purple ageratum"}|product|True
10161800|{"en_US":"Non flowering plants"}|product|False
10161801|{"en_US":"Ferns"}|product|True
10161802|{"en_US":"Ivies"}|product|True
10161803|{"en_US":"Philodendrons"}|product|True
10161804|{"en_US":"Lichens"}|product|True
10161805|{"en_US":"Grape plant"}|product|True
10161900|{"en_US":"Dried floral products"}|product|False
10161901|{"en_US":"Dried pods"}|product|True
10161902|{"en_US":"Dried leafy greenery"}|product|True
10161903|{"en_US":"Dried fern greenery"}|product|True
10161905|{"en_US":"Dried twigs or sticks"}|product|True
10161906|{"en_US":"Dried grass plumes"}|product|True
10161907|{"en_US":"Dried pressed flowers"}|product|True
10161908|{"en_US":"Dried flower petals"}|product|True
10170000|{"en_US":"Fertilizers and plant nutrients and herbicides"}|product|True
10171500|{"en_US":"Organic fertilizers and plant nutrients"}|product|False
10171501|{"en_US":"Manure or guano"}|product|True
10171502|{"en_US":"Plant hormones"}|product|True
10171503|{"en_US":"Fish meal"}|product|True
10171504|{"en_US":"Compost"}|product|True
10171505|{"en_US":"Foliar nutrient"}|product|True
10171506|{"en_US":"Humus"}|product|True
10171507|{"en_US":"Urea fertilizer"}|product|True
10171600|{"en_US":"Chemical fertilizers and plant nutrients"}|product|False
10171601|{"en_US":"Ammonium nitrate fertilizer"}|product|True
10171602|{"en_US":"Potassic fertilizer"}|product|True
10171603|{"en_US":"Phosphatic fertilizer"}|product|True
10171604|{"en_US":"Sulphuric fertilizer"}|product|True
10171605|{"en_US":"Nitrogen Phosphorous Potassium Mixtures NPK"}|product|True
10171606|{"en_US":"Pure silica fertilizer"}|product|True
10171607|{"en_US":"Magnesium fertilizer"}|product|True
10171608|{"en_US":"Micro element fertilizer"}|product|True
10171609|{"en_US":"Silica phosphate fertilizer"}|product|True
10171610|{"en_US":"Silica potassium fertilizer"}|product|True
10171611|{"en_US":"Calcium fertilizer"}|product|True
10171612|{"en_US":"Superphosphate fertilizer"}|product|True
10171613|{"en_US":"Ammonium nitrate mixed with calcium carbonate fertilizer"}|product|True
10171616|{"en_US":"Diammonium hydrogenorthophosphate fertilizer"}|product|True
10171700|{"en_US":"Herbicides"}|product|False
10171701|{"en_US":"Weed killer"}|product|True
10171702|{"en_US":"Fungicides"}|product|True
10171800|{"en_US":"Soil conditioners"}|product|False
10171801|{"en_US":"Organic soil conditioner"}|product|True
10171802|{"en_US":"Inorganic soil conditioner"}|product|True
10190000|{"en_US":"Pest control products"}|product|True
10191500|{"en_US":"Pesticides or pest repellents"}|product|False
10191506|{"en_US":"Rodenticides"}|product|True
10191507|{"en_US":"Bird repellents"}|product|True
10191508|{"en_US":"Termite shields"}|product|True
10191509|{"en_US":"Insecticides"}|product|True
10191510|{"en_US":"Abamectin"}|product|True
10191511|{"en_US":"Fipronil"}|product|True
10191513|{"en_US":"Deltamethrin"}|product|True
10191514|{"en_US":"Fenitrothion"}|product|True
10191515|{"en_US":"Chlorphyriphos"}|product|True
10191516|{"en_US":"Malathion"}|product|True
10191519|{"en_US":"Telfubenzuron"}|product|True
10191520|{"en_US":"Non-chemical biological pest control solution"}|product|True
10191700|{"en_US":"Pest control devices"}|product|False
10191701|{"en_US":"Animal control traps"}|product|True
10191703|{"en_US":"Flying insect control traps"}|product|True
10191704|{"en_US":"Fly swatters"}|product|True
10191705|{"en_US":"Lariats"}|product|True
10191706|{"en_US":"Leghold traps"}|product|True
10191707|{"en_US":"Ultrasonic pest repeller"}|product|True
10191708|{"en_US":"Fumigation backpack"}|product|True
10200000|{"en_US":"Live rose bushes"}|product|True
10201500|{"en_US":"Live blue or lavender or purple rose bushes"}|product|False
10201501|{"en_US":"Live allure or sterling 95 rose bush"}|product|True
10201502|{"en_US":"Live amnesia rose bush"}|product|True
10201503|{"en_US":"Live augusta louise rose bush"}|product|True
10201504|{"en_US":"Live avant garde rose bush"}|product|True
10201505|{"en_US":"Live blue bird rose bush"}|product|True
10201506|{"en_US":"Live blue curiosa rose bush"}|product|True
10201507|{"en_US":"Live cool water rose bush"}|product|True
10201508|{"en_US":"Live delilah rose bush"}|product|True
10201509|{"en_US":"Live double party rose bush"}|product|True
10201510|{"en_US":"Live faith rose bush"}|product|True
10201511|{"en_US":"Live mami blue or mammy blue rose bush"}|product|True
10201512|{"en_US":"Live maritime rose bush"}|product|True
10201513|{"en_US":"Live milano rose bush"}|product|True
10201514|{"en_US":"Live mystery rose bush"}|product|True
10201515|{"en_US":"Live ocean song or boyfriend rose bush"}|product|True
10201516|{"en_US":"Live purple cezanne rose bush"}|product|True
10201517|{"en_US":"Live purple fragrance rose bush"}|product|True
10201518|{"en_US":"Live sanaa rose bush"}|product|True
10201519|{"en_US":"Live silverstone rose bush"}|product|True
10201520|{"en_US":"Live soulmate rose bush"}|product|True
10201521|{"en_US":"Live stranger rose bush"}|product|True
10201522|{"en_US":"Live tinted blue rose bush"}|product|True
10201523|{"en_US":"Live two faces rose bush"}|product|True
10201600|{"en_US":"Live chocolate or brown rose bushes"}|product|False
10201601|{"en_US":"Live black lava rose bush"}|product|True
10201602|{"en_US":"Live cimarron rose bush"}|product|True
10201603|{"en_US":"Live coffee break rose bush"}|product|True
10201604|{"en_US":"Live estelle rose bush"}|product|True
10201605|{"en_US":"Live gypsy leonidas rose bush"}|product|True
10201606|{"en_US":"Live leonidas rose bush"}|product|True
10201607|{"en_US":"Live matilda rose bush"}|product|True
10201608|{"en_US":"Live sunny leonidas rose bush"}|product|True
10201609|{"en_US":"Live terra nostra rose bush"}|product|True
10201610|{"en_US":"Live terracotta rose bush"}|product|True
10201700|{"en_US":"Live cream rose bushes"}|product|False
10201701|{"en_US":"Live advenire rose bush"}|product|True
10201702|{"en_US":"Live alex rose bush"}|product|True
10201703|{"en_US":"Live antique brass rose bush"}|product|True
10201704|{"en_US":"Live aubade rose bush"}|product|True
10201705|{"en_US":"Live beach rose bush"}|product|True
10201706|{"en_US":"Live belle pearl rose bush"}|product|True
10201707|{"en_US":"Live blush or blush de los andesrose bush"}|product|True
10201708|{"en_US":"Live camel rose bush"}|product|True
10201709|{"en_US":"Live caramel antike or caramel antique rose bush"}|product|True
10201710|{"en_US":"Live champagne rose bush"}|product|True
10201711|{"en_US":"Live clear ocean rose bush"}|product|True
10201712|{"en_US":"Live combo rose bush"}|product|True
10201713|{"en_US":"Live creme de la creme rose bush"}|product|True
10201714|{"en_US":"Live emanuella rose bush"}|product|True
10201715|{"en_US":"Live evolution rose bush"}|product|True
10201716|{"en_US":"Live fedora rose bush"}|product|True
10201717|{"en_US":"Live fenice rose bush"}|product|True
10201718|{"en_US":"Live french vanilla rose bush"}|product|True
10201719|{"en_US":"Live hollywood rose bush"}|product|True
10201720|{"en_US":"Live ilios rose bush"}|product|True
10201721|{"en_US":"Live jelena rose bush"}|product|True
10201722|{"en_US":"Live kameleon rose bush"}|product|True
10201723|{"en_US":"Live kentucky rose bush"}|product|True
10201724|{"en_US":"Live kings pride rose bush"}|product|True
10201725|{"en_US":"Live latin fusion rose bush"}|product|True
10201726|{"en_US":"Live lemon dream rose bush"}|product|True
10201727|{"en_US":"Live magic moka rose bush"}|product|True
10201728|{"en_US":"Live mamamia rose bush"}|product|True
10201729|{"en_US":"Live message rose bush"}|product|True
10201730|{"en_US":"Live muneca or munieca rose bush"}|product|True
10201731|{"en_US":"Live parfum de rosas rose bush"}|product|True
10201732|{"en_US":"Live porcelina rose bush"}|product|True
10201733|{"en_US":"Live privilege rose bush"}|product|True
10201734|{"en_US":"Live quicksand rose bush"}|product|True
10201735|{"en_US":"Live rollercoaster rose bush"}|product|True
10201736|{"en_US":"Live romantic curiosa rose bush"}|product|True
10201737|{"en_US":"Live safari rose bush"}|product|True
10201738|{"en_US":"Live sahara rose bush"}|product|True
10201739|{"en_US":"Live sandy femma rose bush"}|product|True
10201740|{"en_US":"Live talea rose bush"}|product|True
10201741|{"en_US":"Live timeless rose bush"}|product|True
10201742|{"en_US":"Live transition rose bush"}|product|True
10201743|{"en_US":"Live trump rose bush"}|product|True
10201744|{"en_US":"Live twin rose bush"}|product|True
10201745|{"en_US":"Live vendela rose bush"}|product|True
10201746|{"en_US":"Live virginia rose bush"}|product|True
10201800|{"en_US":"Live green or lime rose bushes"}|product|False
10201801|{"en_US":"Live amandine rose bush"}|product|True
10201802|{"en_US":"Live caipirinha rose bush"}|product|True
10201803|{"en_US":"Live green fashion rose bush"}|product|True
10201804|{"en_US":"Live green tea rose bush"}|product|True
10201805|{"en_US":"Live jade rose bush"}|product|True
10201806|{"en_US":"Live limbo rose bush"}|product|True
10201807|{"en_US":"Live limena or limenia rose bush"}|product|True
10201808|{"en_US":"Live limona rose bush"}|product|True
10201809|{"en_US":"Live old dutch rose bush"}|product|True
10201810|{"en_US":"Live super green rose bush"}|product|True
10201811|{"en_US":"Live sweet green rose bush"}|product|True
10201812|{"en_US":"Live viva rose bush"}|product|True
10201813|{"en_US":"Live zazu rose bush"}|product|True
10201900|{"en_US":"Live light pink rose bushes"}|product|False
10201901|{"en_US":"Live anna rose bush"}|product|True
10201902|{"en_US":"Live bella vita rose bush"}|product|True
10201903|{"en_US":"Live bridal dream rose bush"}|product|True
10201904|{"en_US":"Live candy bianca rose bush"}|product|True
10201905|{"en_US":"Live caress rose bush"}|product|True
10201906|{"en_US":"Live carolina rose bush"}|product|True
10201907|{"en_US":"Live climax rose bush"}|product|True
10201908|{"en_US":"Live danny rose bush"}|product|True
10201909|{"en_US":"Live dolce vita rose bush"}|product|True
10201910|{"en_US":"Live elite rose bush"}|product|True
10201911|{"en_US":"Live emma rose bush"}|product|True
10201912|{"en_US":"Live engagement rose bush"}|product|True
10201913|{"en_US":"Live esther rose bush"}|product|True
10201914|{"en_US":"Live excalibur rose bush"}|product|True
10201915|{"en_US":"Live exciting rose bush"}|product|True
10201916|{"en_US":"Live first lady rose bush"}|product|True
10201917|{"en_US":"Live geraldine rose bush"}|product|True
10201918|{"en_US":"Live gotcha rose bush"}|product|True
10201919|{"en_US":"Live harmonie rose bush"}|product|True
10201920|{"en_US":"Live heaven rose bush"}|product|True
10201921|{"en_US":"Live high and elegant rose bush"}|product|True
10201922|{"en_US":"Live katherine rose bush"}|product|True
10201923|{"en_US":"Live king kong rose bush"}|product|True
10201924|{"en_US":"Live livia rose bush"}|product|True
10201925|{"en_US":"Live lorena rose bush"}|product|True
10201926|{"en_US":"Live lovely amazon rose bush"}|product|True
10201927|{"en_US":"Live maaike rose bush"}|product|True
10201928|{"en_US":"Live marilyn rose bush"}|product|True
10201929|{"en_US":"Live marlise rose bush"}|product|True
10201930|{"en_US":"Live miranda or ausimmon rose bush"}|product|True
10201931|{"en_US":"Live mona lisa rose bush"}|product|True
10201932|{"en_US":"Live nirvana rose bush"}|product|True
10201933|{"en_US":"Live o hara rose bush"}|product|True
10201934|{"en_US":"Live ole rose bush"}|product|True
10201935|{"en_US":"Live olga rose bush"}|product|True
10201936|{"en_US":"Live pacifica rose bush"}|product|True
10201937|{"en_US":"Live party mix rose bush"}|product|True
10201938|{"en_US":"Live peckoubo or pekcoubo rose bush"}|product|True
10201939|{"en_US":"Live phoebe or ausnotice rose bush"}|product|True
10201940|{"en_US":"Live pink farfalla rose bush"}|product|True
10201941|{"en_US":"Live pink finess rose bush"}|product|True
10201942|{"en_US":"Live pink magic rose bush"}|product|True
10201943|{"en_US":"Live pink osiana rose bush"}|product|True
10201944|{"en_US":"Live pretty woman rose bush"}|product|True
10201945|{"en_US":"Live romance rose bush"}|product|True
10201946|{"en_US":"Live romantic antike or antique rose bush"}|product|True
10201947|{"en_US":"Live rosalind or austew rose bush"}|product|True
10201948|{"en_US":"Live rosita vendela rose bush"}|product|True
10201949|{"en_US":"Live secret garden rose bush"}|product|True
10201950|{"en_US":"Live solaire rose bush"}|product|True
10201951|{"en_US":"Live sophie rose bush"}|product|True
10201952|{"en_US":"Live sweet akito rose bush"}|product|True
10201953|{"en_US":"Live sweet avalanche rose bush"}|product|True
10201954|{"en_US":"Live sweet elegance rose bush"}|product|True
10201955|{"en_US":"Live sweet pink rose bush"}|product|True
10201956|{"en_US":"Live titanic rose bush"}|product|True
10201957|{"en_US":"Live toscanini rose bush"}|product|True
10201958|{"en_US":"Live vania rose bush"}|product|True
10201959|{"en_US":"Live vanity rose bush"}|product|True
10201960|{"en_US":"Live vision rose bush"}|product|True
10201961|{"en_US":"Live vivaldi rose bush"}|product|True
