"id","name","description"
"l10n_be_intrastat.intrastat_category_2014_25132000","25132000","Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated"
"l10n_be_intrastat.intrastat_category_2014_25140000","25140000","Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape; slate powder and slate refuse"
"l10n_be_intrastat.intrastat_category_2014_25151100","25151100","Marble and travertine, crude or roughly trimmed"
"l10n_be_intrastat.intrastat_category_2014_25151200","25151200","Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape"
"l10n_be_intrastat.intrastat_category_2014_25152000","25152000","Ecaussine and other calcareous monumental or building stone of an apparent specific gravity of >= 2,5, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. in the form of granules, chippings or powder, and marble and travertine)"
"l10n_be_intrastat.intrastat_category_2014_25161100","25161100","Granite, crude or roughly trimmed (excl. already with the characteristics of setts, curbstones and flagstones)"
"l10n_be_intrastat.intrastat_category_2014_25161200","25161200","Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. already with the characteristics of setts, curbstones and flagstones)"
"l10n_be_intrastat.intrastat_category_2014_25162000","25162000","Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. already with the characteristics of setts, curbstones and flagstones)"
"l10n_be_intrastat.intrastat_category_2014_25169000","25169000","Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. in the form of granules, chippings or powder, or already with the characteristics of setts, curbstones and flagstones, monumental or building stone of an apparent specific gravity of >= 2,5, granite and sandstone)"
"l10n_be_intrastat.intrastat_category_2014_25171010","25171010","Pebbles and gravel for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated"
"l10n_be_intrastat.intrastat_category_2014_25171020","25171020","Broken or crushed dolomite and limestone flux, for concrete aggregates, for road metalling or for railway or other ballast"
"l10n_be_intrastat.intrastat_category_2014_25171080","25171080","Broken or crushed stone, for concrete aggregates, for road metalling or for railway or other ballast, whether or not heat-treated (excl. pebbles, gravel, flint and shingle, broken or crushed dolomite and limestone flux)"
"l10n_be_intrastat.intrastat_category_2014_25172000","25172000","Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, shingle and flint for concrete aggregates, for road metalling or for railway or other ballast"
"l10n_be_intrastat.intrastat_category_2014_25173000","25173000","Tarred macadam"
"l10n_be_intrastat.intrastat_category_2014_25174100","25174100","Marble granules, chippings and powder, whether or not heat-treated"
"l10n_be_intrastat.intrastat_category_2014_25174900","25174900","Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, basalt, granite, sandstone, porphyry, syenite, lava, gneiss, trachyte and other rocks of heading 2515 and 2516 (excl. marble)"
"l10n_be_intrastat.intrastat_category_2014_25181000","25181000","Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular ""incl. square"" shape (excl. broken or crushed dolomite for concrete aggregates, road metalling or railway or other ballast)"
"l10n_be_intrastat.intrastat_category_2014_25182000","25182000","Calcined or sintered dolomite (excl. broken or crushed dolomite for concrete aggregates, road metalling or railway or other ballast)"
"l10n_be_intrastat.intrastat_category_2014_25183000","25183000","Dolomite ramming mix"
"l10n_be_intrastat.intrastat_category_2014_25191000","25191000","Natural magnesium carbonate ""magnesite"""
"l10n_be_intrastat.intrastat_category_2014_25199010","25199010","Magnesium oxide, whether or not pure (excl. calcined natural magnesium carbonate)"
"l10n_be_intrastat.intrastat_category_2014_25199030","25199030","Dead-burned ""sintered"" magnesia, whether or not containing small quantities of other oxides added before sintering"
"l10n_be_intrastat.intrastat_category_2014_25199090","25199090","Fused magnesia"
"l10n_be_intrastat.intrastat_category_2014_25201000","25201000","Gypsum; anhydrite"
"l10n_be_intrastat.intrastat_category_2014_25202000","25202000","Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or without small quantities of accelerators or retarders"
"l10n_be_intrastat.intrastat_category_2014_25210000","25210000","Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement"
"l10n_be_intrastat.intrastat_category_2014_25221000","25221000","Quicklime"
"l10n_be_intrastat.intrastat_category_2014_25222000","25222000","Slaked lime"
"l10n_be_intrastat.intrastat_category_2014_25223000","25223000","Hydraulic lime (excl. pure calcium oxide and calcium hydroxide)"
"l10n_be_intrastat.intrastat_category_2014_25231000","25231000","Cement clinkers"
"l10n_be_intrastat.intrastat_category_2014_25232100","25232100","White portland cement, whether or not artificially coloured"
"l10n_be_intrastat.intrastat_category_2014_25232900","25232900","Portland cement (excl. white, whether or not artificially coloured)"
"l10n_be_intrastat.intrastat_category_2014_25233000","25233000","Aluminous cement"
"l10n_be_intrastat.intrastat_category_2014_25239000","25239000","Cement, whether or not coloured (excl. portland cement and aluminous cement)"
"l10n_be_intrastat.intrastat_category_2014_25241000","25241000","Crocidolite asbestos (excl. products made from crocidolite)"
"l10n_be_intrastat.intrastat_category_2014_25249000","25249000","Asbestos (excl. crocidolite and products made from asbestos)"
"l10n_be_intrastat.intrastat_category_2014_25251000","25251000","Crude mica and mica rifted into sheets or splittings"
"l10n_be_intrastat.intrastat_category_2014_25252000","25252000","Mica powder"
"l10n_be_intrastat.intrastat_category_2014_25253000","25253000","Mica waste"
"l10n_be_intrastat.intrastat_category_2014_25261000","25261000","Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape, and talc, uncrushed or unpowdered"
"l10n_be_intrastat.intrastat_category_2014_25262000","25262000","Natural steatite and talc, crushed or powdered"
"l10n_be_intrastat.intrastat_category_2014_25280000","25280000","Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids containing <= 85% of H3BO3 calculated on the dry weight (excl. borates separated from natural brine)"
"l10n_be_intrastat.intrastat_category_2014_25291000","25291000","Feldspar"
"l10n_be_intrastat.intrastat_category_2014_25292100","25292100","Fluorspar containing by weight <= 97% calcium fluoride"
"l10n_be_intrastat.intrastat_category_2014_25292200","25292200","Fluorspar containing by weight > 97% calcium fluoride"
"l10n_be_intrastat.intrastat_category_2014_25293000","25293000","Leucite, nepheline and nepheline syenite"
"l10n_be_intrastat.intrastat_category_2014_25301000","25301000","Vermiculite, perlite and chlorites, unexpanded"
"l10n_be_intrastat.intrastat_category_2014_25302000","25302000","Kieserite and epsomite ""natural magnesium sulphates"""
"l10n_be_intrastat.intrastat_category_2014_25309000","25309000","Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s."
"l10n_be_intrastat.intrastat_category_2014_26011100","26011100","Non-agglomerated iron ores and concentrates (excl. roasted iron pyrites)"
"l10n_be_intrastat.intrastat_category_2014_26011200","26011200","Agglomerated iron ores and concentrates (excl. roasted iron pyrites)"
"l10n_be_intrastat.intrastat_category_2014_26012000","26012000","Roasted iron pyrites"
"l10n_be_intrastat.intrastat_category_2014_26020000","26020000","Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a manganese content of >= 20%, calculated on the dry weight"
"l10n_be_intrastat.intrastat_category_2014_26030000","26030000","Copper ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26040000","26040000","Nickel ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26050000","26050000","Cobalt ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26060000","26060000","Aluminium ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26070000","26070000","Lead ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26080000","26080000","Zinc ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26090000","26090000","Tin ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26100000","26100000","Chromium ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26110000","26110000","Tungsten ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26121010","26121010","Uranium ores and pitchblende, with a uranium content of > 5% by weight [Euratom]"
"l10n_be_intrastat.intrastat_category_2014_26121090","26121090","Uranium ores and concentrates (excl. uranium ores and pitchblende, with a uranium content of > 5% by weight)"
"l10n_be_intrastat.intrastat_category_2014_26122010","26122010","Monazite; urano-thorianite and other thorium ores, with a thorium content of > 20% by weight [Euratom]"
"l10n_be_intrastat.intrastat_category_2014_26122090","26122090","Thorium ores and concentrates (excl. monazite, urano-thorianite and other thorium ores and concentrates, with a thorium content of > 20% by weight)"
"l10n_be_intrastat.intrastat_category_2014_26131000","26131000","Roasted molybdenum ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26139000","26139000","Molybdenum ores and concentrates (excl. roasted)"
"l10n_be_intrastat.intrastat_category_2014_26140000","26140000","Titanium ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26151000","26151000","Zirconium ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26159000","26159000","Niobium, tantalum or vanadium ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26161000","26161000","Silver ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26169000","26169000","Precious-metal ores and concentrates (excl. silver ores and oncentrates)"
"l10n_be_intrastat.intrastat_category_2014_26171000","26171000","Antimony ores and concentrates"
"l10n_be_intrastat.intrastat_category_2014_26179000","26179000","Ores and concentrates (excl. iron, manganese, copper, nickel, cobalt, aluminium, lead, zinc, tin, chromium, tungsten, uranium, thorium, molybdenum, titanium, niobium, tantalum, vanadium, zirconium, precious-metal or antimony ores and concentrates)"
