"id","code","account_type","reconcile","name"
"kp_rrif0232","0232","asset_non_current","","Zgrade trgovine, hotela, motela, restorana"
"kp_rrif0233","0233","asset_non_current","","Skladišta, silosi, nadstrešnice i garaže, staklenici, sušionice, hladnjače"
"kp_rrif0234","0234","asset_non_current","","Zgrade montažne, barake, mostovi, drvene konstrukcije i sl."
"kp_rrif0235","0235","asset_non_current","","Ograde, izlozi, potporni zidovi -brane, športski tereni,šatori,žičare i sl."
"kp_rrif0236","0236","asset_non_current","","Putovi, parkirališta, staze i dr. građevine (rampe i sl.), nadvožnjaci i dr. bet. ili met. konstruk."
"kp_rrif0237","0237","asset_non_current","","Cjevovodi, vodospremnici, utvrđene obale, kanali, kanalizacija, dalekovodi"
"kp_rrif0238","0238","asset_non_current","","Objekti poljoprivrede i ribarstva"
"kp_rrif0239","0239","asset_non_current","","Ostali nespomenuti građevinski objekti (rudnici, brane) i objekti izvan uporabe"
"kp_rrif0240","0240","asset_non_current","","Stanovi za vlastite zaposlenike-a1"
"kp_rrif0260","0260","asset_non_current","","Predujmovi za nabavu zemljišta"
"kp_rrif0261","0261","asset_non_current","","Predujmovi za građevine u nabavi"
"kp_rrif0270","0270","asset_non_current","","Zemljišta u pripremi"
"kp_rrif0271","0271","asset_non_current","","Građevine u pripremi"
"kp_rrif0280","0280","asset_non_current","","Vrijednosno usklađenje zemljišta"
"kp_rrif0281","0281","asset_non_current","","Vrijednosno usklađenje građevina"
"kp_rrif0290","0290","asset_non_current","","Akumulirana amortizacija građevina (analitika prema pojedinim građevinama)"
"kp_rrif0291","0291","asset_non_current","","Akumulirana amortizacija odlagališta otpada, kamenoloma i sl. (MRS 16. t. 58.)"
"kp_rrif0300","0300","asset_non_current","","Tehnička postrojenja, uređaji, spremnici, pogonski motori, platforme i dr."
"kp_rrif0301","0301","asset_non_current","","Strojevi i alati u svezi sa strojevima u pogonima i radionicama za obradu i preradu"
"kp_rrif0302","0302","asset_non_current","","Energetska postrojenja (kotlovnice, generatori,solarne ćelije, vjetro-elektrane, toplinske crpke i dr.)"
"kp_rrif0303","0303","asset_non_current","","Rashladna postrojenja"
"kp_rrif0304","0304","asset_non_current","","Prijenosna postrojenja (dizala, pokretne stepenice, elevatori, pokretne trake i sl.)"
"kp_rrif0305","0305","asset_non_current","","Poboljšanje na postrojenjima"
"kp_rrif0306","0306","asset_non_current","","Mlinska postrojenja"
"kp_rrif0307","0307","asset_non_current","","Postrojenje za pakiranje, ambalažu i sl."
"kp_rrif0309","0309","asset_non_current","","Ostala postrojenja i postrojenja izvan uporabe"
"kp_rrif0310","0310","asset_non_current","","Uredska oprema (fotokopirni, telefoni, telefaxi, blagajne, alarmi, klima, hladnjaci, televizori, i dr.)"
"kp_rrif0311","0311","asset_non_current","","Računalna oprema"
"kp_rrif0312","0312","asset_non_current","","Telekomunikacijska oprema (mobiteli, tel. centrale, antene i sl.)"
"kp_rrif0313","0313","asset_non_current","","Oprema trgovine (police, blagajne, hladnjaci, i dr.)"
"kp_rrif0314","0314","asset_non_current","","Oprema ugostiteljstva, hotela i sl. (aparati, štednjaci, hladnjaci, pokućstvo i sl.)"
"kp_rrif0315","0315","asset_non_current","","Oprema servisa (dizalice, ispitni uređaji, aparati i dr.)"
"kp_rrif0316","0316","asset_non_current","","Oprema za graditeljstvo i montažu(kranovi, bageri, skele, oplate, mješalice, dizalice, valjci i sl.)"
"kp_rrif0317","0317","asset_non_current","","Oprema grijanja i hlađenja"
"kp_rrif0318","0318","asset_non_current","","Oprema zaštite na radu i protupožarne zaštite"
"kp_rrif0319","0319","asset_non_current","","Ostala oprema i oprema izvan uporabe"
"kp_rrif03200","03200","asset_non_current","","Putnička vozila (osobna i putnički kombi) i motor kotači"
"kp_rrif03201","03201","asset_non_current","","Teretna i vučna vozila, tegljači i kamioni"
"kp_rrif03202","03202","asset_non_current","","Priključna transportna sredstva (prikolice)"
"kp_rrif03203","03203","asset_non_current","","Teretna vozila (dostavna i kombi) i hladnjače, cisterne"
"kp_rrif03204","03204","asset_non_current","","Auto mješalice, auto crpke za beton, auto dizalice i sl."
"kp_rrif03205","03205","asset_non_current","","Autobusi"
"kp_rrif03206","03206","asset_non_current","","Zrakoplovi"
"kp_rrif03207","03207","asset_non_current","","Brodovi (veći od 1000 BRT)"
"kp_rrif03208","03208","asset_non_current","","Brodice, jahte i ost. plovila"
"kp_rrif03209","03209","asset_non_current","","Ostala transportna sredstva i uređaji (gusjeničari, el. vozila, viljuškari, vagoni bicikli i dr.)"
"kp_rrif03210","03210","asset_non_current","","Uredsko pokućstvo, sagovi, zavjese i sl."
"kp_rrif03211","03211","asset_non_current","","Inventar trgovine (police, pregrade, pultovi)"
"kp_rrif03212","03212","asset_non_current","","Ugostiteljsko i hotelsko pokućstvo i inventar"
"kp_rrif03213","03213","asset_non_current","","Ostalo pokućstvo i inventar"
"kp_rrif0322","0322","asset_non_current","","Pogonski i skladišni inventar (stalaže, zatvoreni ormari, skele, oplate, protupožarni aparati i sl.)"
"kp_rrif0323","0323","asset_non_current","","Alati, mjerni i kontrolni instrumenti i pomoćna oprema"
"kp_rrif0324","0324","asset_non_current","","Audio i video aparati, kamere, parkir. rampe i sl."
"kp_rrif0325","0325","asset_non_current","","Reklame (svjetleće), stupovi i sl."
"kp_rrif0326","0326","asset_non_current","","Inventar ustanova (aparati, kreveti i sl.)"
"kp_rrif0327","0327","asset_non_current","","Ostali pogonski inventar,"
"kp_rrif0328","0328","asset_non_current","","Višegodišnja ambalaža"
"kp_rrif0329","0329","asset_non_current","","Alati, inventar i vozila izvan uporabe"
"kp_rrif0330","0330","asset_non_current","","30% pretporeza od osobnih automobila (n. v. do 400.000,00 kn)"
"kp_rrif0331","0331","asset_non_current","","30% i 100% pretporeza od osobnih automobila (n. v. veće od 400.000,00 kn)"
"kp_rrif0332","0332","asset_non_current","","30% pretporeza od brodova, jahti i dr. (n.v. do 400.000,00 kn)"
"kp_rrif0333","0333","asset_non_current","","30% i 100% pretporeza od brodova, jahti i dr. (n.v. veće od 400.000,00 kn)"
"kp_rrif0340","0340","asset_non_current","","Traktori, kombajni, prikolice, kosilice i sl."
"kp_rrif0341","0341","asset_non_current","","Radni priključci (plugovi, beračice, freze, prskalice, sabirače i sl.)"
"kp_rrif0342","0342","asset_non_current","","Oprema za mljekarstvo (muzilice, separatori, police, spremnici i sl.)"
"kp_rrif0343","0343","asset_non_current","","Oprema ribarstva (kavezi, mreže, čamci i brodovi, pakirnice)"
"kp_rrif0344","0344","asset_non_current","","Oprema vinogradarstva (bačve, filteri, preše, punionica)"
"kp_rrif0345","0345","asset_non_current","","Oprema vočarstva i maslinarstva"
"kp_rrif0346","0346","asset_non_current","","Oprema stočarstva i pćelarstva"
"kp_rrif0347","0347","asset_non_current","","Oprema mlinova"
"kp_rrif0349","0349","asset_non_current","","Ostala oprema poljoprivrede, stočarstva i ribarstva"
"kp_rrif0350","0350","asset_non_current","","Umjetnine, slike i sl."
"kp_rrif0351","0351","asset_non_current","","Arhivski predmeti, makete i sl."
"kp_rrif0352","0352","asset_non_current","","Knjige, karte, fotografije i sl."
"kp_rrif0353","0353","asset_non_current","","Oldtimeri (automobili, brodovi i dr.)"
"kp_rrif0354","0354","asset_non_current","","Ostala materijalna imovina"
"kp_rrif0360","0360","asset_non_current","","Predujmovi za postrojenja i opremu"
"kp_rrif0361","0361","asset_non_current","","Predujmovi za alate, pogonski inventar i transportnu imovinu"
"kp_rrif0367","0367","asset_non_current","","Predujam za ostalu imovinu"
"kp_rrif0370","0370","asset_non_current","","Postrojenja u pripremi"
"kp_rrif0371","0371","asset_non_current","","Oprema u pripremi"
"kp_rrif0372","0372","asset_non_current","","Alati, pogonski inventar u pripremi"
"kp_rrif0373","0373","asset_non_current","","Osobni automobili i transportna sredstva u pripremi"
"kp_rrif0374","0374","asset_non_current","","Poljoprivredna oprema u pripremi"
"kp_rrif0375","0375","asset_non_current","","Ostala imovina u pripremi"
"kp_rrif0380","0380","asset_non_current","","Vrijednosno usklađenje postrojenja"
"kp_rrif0381","0381","asset_non_current","","Vrijednosno usklađenje opreme"
"kp_rrif0382","0382","asset_non_current","","Vrijednosno usklađenje alata, pogonskog inventara i transportne imovine"
"kp_rrif0383","0383","asset_non_current","","Vrijednosno usklađenje ostale mat. imovine"
"kp_rrif0384","0384","asset_non_current","","Vrijednosno usklađenje poljoprivredne opreme"
"kp_rrif0390","0390","asset_non_current","","Akumulirana amortiz. postrojenja"
"kp_rrif0391","0391","asset_non_current","","Akumulirana amortiz. opreme"
"kp_rrif0392","0392","asset_non_current","","Akumulirana amortiz. alata, pogonskog inventara i transportne imovine"
"kp_rrif0393","0393","asset_non_current","","Akumulirana amortiz. ostale mat. imovine"
"kp_rrif0394","0394","asset_non_current","","Akumulirana amortiz. poljoprivredne opreme"
"kp_rrif0395","0395","asset_non_current","","Akumulirana amortiz. 30% pretporeza od osob. automobila"
"kp_rrif0396","0396","asset_non_current","","Akumulirana amortiz. 30% i 100% pretporeza od osob. automobila (n. v. veće od 400.000,00 kn)"
"kp_rrif0397","0397","asset_non_current","","Akumulirana amortiz. 30% od pretporeza od brodova, jahti i dr. sred. za osobni prijevoz"
"kp_rrif0398","0398","asset_non_current","","Akum. amortiz.30% i 100% pretporeza od brodova, jahti i dr. sred. za os. prijevoz(NV preko 400000,00kn)"
"kp_rrif0399","0399","asset_non_current","","Ostala akumulirana amortizacija"
"kp_rrif0400","0400","asset_non_current","","Voćnjaci"
"kp_rrif0401","0401","asset_non_current","","Vinogradi"
"kp_rrif0402","0402","asset_non_current","","Maslinici"
"kp_rrif0403","0403","asset_non_current","","Plantaže drveća i bilja (šume)"
"kp_rrif0404","0404","asset_non_current","","Parkovi, zelenila, nasadi i cvijeće"
"kp_rrif0405","0405","asset_non_current","","Ulaganja u ostale višegodišnje nasade"
"kp_rrif0410","0410","asset_non_current","","Goveda"
"kp_rrif0411","0411","asset_non_current","","Konji"
"kp_rrif0412","0412","asset_non_current","","Mazge, magarci i mule"
"kp_rrif0413","0413","asset_non_current","","Svinje"
"kp_rrif0414","0414","asset_non_current","","Ovce i koze"
"kp_rrif0415","0415","asset_non_current","","Perad"
"kp_rrif0416","0416","asset_non_current","","Ribe"
"kp_rrif0417","0417","asset_non_current","","Pčelinja društva"
"kp_rrif0418","0418","asset_non_current","","Stado divljači"
"kp_rrif0419","0419","asset_non_current","","Ostale nespomenute životinje (psi, ptice i dr.)"
"kp_rrif0460","0460","asset_non_current","","Predujmovi za višegodišnje nasade"
"kp_rrif0461","0461","asset_non_current","","Predujmovi na nabavu životinja"
"kp_rrif0470","0470","asset_non_current","","Višegodišnji nasadi u pripremi"
"kp_rrif0471","0471","asset_non_current","","Životinje (osnovno stado) u nabavi"
"kp_rrif0480","0480","asset_non_current","","Vrijednosno usklađenje višegodišnjih nasada"
"kp_rrif0481","0481","asset_non_current","","Vrijednosno usklađenje životinja (osnovnog stada)"
"kp_rrif0490","0490","asset_non_current","","Akumulirana amortiz. višegodišnjih nasada"
"kp_rrif0491","0491","asset_non_current","","Akumulirana amortiz. životinja (osnovnog stada)"
"kp_rrif0500","0500","asset_non_current","","Ulaganja u nekretnine - zemljišta-a1"
"kp_rrif0510","0510","asset_non_current","","Građevine u najmovima (poslovne zgrade, stanovi, apartmani, kuće)"
"kp_rrif0511","0511","asset_non_current","","Građevine izvan uporabe (zgrade, stanovi, apartmani, kuće)"
"kp_rrif0560","0560","asset_non_current","","Predujam za ulaganja u zemljište"
"kp_rrif0561","0561","asset_non_current","","Predujam za ulaganje u građevine"
"kp_rrif0570","0570","asset_non_current","","Ulaganja u zemljišta u nabavi"
"kp_rrif0571","0571","asset_non_current","","Ulaganja u građevine u nabavi"
"kp_rrif0572","0572","asset_non_current","","Ulaganja u građevine u izgradnji"
"kp_rrif0580","0580","asset_non_current","","Vrijednosno usklađenje ulaganja u zemljište"
"kp_rrif0581","0581","asset_non_current","","Vrijednosno usklađenje ulaganja u građevine"
"kp_rrif0590","0590","asset_non_current","","Akumulirana amortizacija ulaganja u građevine-a1"
"kp_rrif0600","0600","asset_non_current","","Udjel u dionicama (s više od 20%)"
"kp_rrif0601","0601","asset_non_current","","Udjel u kapitalu d.o.o.-a (s više od 20%)"
"kp_rrif0602","0602","asset_non_current","","Udjeli u komanditnom društvu"
"kp_rrif0603","0603","asset_non_current","","Udjeli u društvima u inozemstvu (s više od 20%)"
"kp_rrif0604","0604","asset_non_current","","Osnivački udjeli u ustanovama"
"kp_rrif0605","0605","asset_non_current","","Udjeli u zadrugama"
"kp_rrif0606","0606","asset_non_current","","Udio u društvu s uzajamnim udjelima"
"kp_rrif0607","0607","asset_non_current","","Ulaganje u kapitalne pričuve (neupisani kapital)"
"kp_rrif0610","0610","asset_non_current","","Dani zajmovi povezanim poduzetnicima (analitika po društvima u kojima se ima više od 20% udjela)-a1"
"kp_rrif0620","0620","asset_non_current","","Udjel u dioničkom kapitalu (do 20% udjela - analitika po društvima)"
"kp_rrif0621","0621","asset_non_current","","Udjel u kapitalu d.o.o. (do 20% udjela)"
"kp_rrif0622","0622","asset_non_current","","Udjeli u društvima u inozemstvu (do 20% udjela)"
"kp_rrif0623","0623","asset_non_current","","Ulaganje u dionice i udjele radi preprodaje"
"kp_rrif0624","0624","asset_non_current","","Potraživanja za udio u dobitku (analitika po udjelima)"
"kp_rrif0630","0630","asset_non_current","","Zajmovi dani poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela u T.K.)-a1"
"kp_rrif0640","0640","asset_non_current","","Ulaganja u mjenice, zadužnice (kupljene)"
"kp_rrif0641","0641","asset_non_current","","Ulaganja u državne obveznice"
"kp_rrif0642","0642","asset_non_current","","Dugotrajna ulaganja u obveznice društva"
"kp_rrif0643","0643","asset_non_current","","Dugotrajna ulaganja u blagajničke zapise"
"kp_rrif0644","0644","asset_non_current","","Dugotrajna ulaganja u opcije, certifikate i sl."
"kp_rrif0645","0645","asset_non_current","","Ulaganja u robne ugovore"
"kp_rrif06460","06460","asset_non_current","","Ulaganja u vrijednosne papire po fer vrijednosti"
"kp_rrif06461","06461","asset_non_current","","Vrijednosni papiri namijenjeni prodaji (do dospijeća)"
"kp_rrif0648","0648","asset_non_current","","Ulaganje u vrijed. pap. raspoložive za prodaju"
"kp_rrif0649","0649","asset_non_current","","Nezarađeni prihodi u financijskim instrumentima"
"kp_rrif06500","06500","asset_non_current","","Dani zajmovi vanjskim pravnim osobama (nepovezanim)"
"kp_rrif06501","06501","asset_non_current","","Dani zajmovi vanjskim fizičkim osobama - obrtnicima"
"kp_rrif06502","06502","asset_non_current","","Dani zajmovi kooperantima"
"kp_rrif06503","06503","asset_non_current","","Dani zajmovi direktoru, ortacima, menadžerima, zaposlenicima"
"kp_rrif06504","06504","asset_non_current","","Oročenja u bankama"
"kp_rrif06505","06505","asset_non_current","","Financijski zajmovi dani u inozemstvo"
"kp_rrif06509","06509","asset_non_current","","Ostali dugotrajni zajmovi"
"kp_rrif06510","06510","asset_non_current","","Depoziti iz poslovnih aktivnosti"
"kp_rrif06511","06511","asset_non_current","","Depoziti kod osiguravajućih društava"
"kp_rrif06512","06512","asset_non_current","","Depoziti u poslovnim bankama"
"kp_rrif06513","06513","asset_non_current","","Depoziti na carini (garancija špeditera)"
"kp_rrif06514","06514","asset_non_current","","Sudski depoziti"
"kp_rrif06520","06520","asset_non_current","","Kaucije za obveze"
"kp_rrif06521","06521","asset_non_current","","Kaucije iz kupoprodajnih poslova"
"kp_rrif06522","06522","asset_non_current","","Kaucije za plaćanja"
"kp_rrif06523","06523","asset_non_current","","Dane kapare i osiguranja"
"kp_rrif0660","0660","asset_non_current","","Ulaganja (udjeli) koji su raspoloživi za prodaju (dugotrajno ulaganje -MRS28.t.11. i 13. te MRS39.t.9.)"
"kp_rrif0670","0670","asset_non_current","","Ulaganja u investicijske fondove (s rokom dužim od 1 god.)"
"kp_rrif0672","0672","asset_non_current","","Ostala nespomenuta dugoročna ulaganja"
"kp_rrif0680","0680","asset_non_current","","Vrijednosno usklađenje financijske imovine - dugotrajne (analitika prema oblicima imovine u usklađenju)-a1"
"kp_rrif0690","0690","asset_non_current","","Nezarađene kamate u kreditima i sl.-a1"
"kp_rrif0700","0700","asset_non_current","","Potraživanja od povezanih društava za isporuke dobara i usluga"
"kp_rrif0701","0701","asset_non_current","","Potraživanja od povezanih društava za dana sredstva na dugoročnu posudbu (osim novca)"
"kp_rrif0702","0702","asset_non_current","","Potraživanja od zadrugara, kooperanata i sl."
"kp_rrif0710","0710","asset_non_current","","Potraživanja s osnove prodaje na robni kredit"
"kp_rrif0711","0711","asset_non_current","","Potraživanja s osnove prodaje na robni kredit u inozemstvu"
"kp_rrif0712","0712","asset_non_current","","Potraživanja za prodane usluge na kredit"
"kp_rrif0713","0713","asset_non_current","","Potraživanje za dugotr. imovinu prodanu na kredit"
"kp_rrif0714","0714","asset_non_current","","Potraživanja za prodaju u financijskom lizingu"
"kp_rrif0715","0715","asset_non_current","","Potraživanja za prodani udjel na kredit"
"kp_rrif0716","0716","asset_non_current","","Potraživanja za prodaju na potrošački kredit"
"kp_rrif0717","0717","asset_non_current","","Ostala potraživanja iz prodaje na kredit"
"kp_rrif0720","0720","asset_non_current","","Potraživanja iz faktoringa-a1"
"kp_rrif0730","0730","asset_non_current","","Potraživanja za jamčevine iz operativnog lizinga"
"kp_rrif0731","0731","asset_non_current","","Jamstvo za dobro izvedene radove"
"kp_rrif0732","0732","asset_non_current","","Jamčevine iz natječaja"
"kp_rrif0733","0733","asset_non_current","","Jamčevine za štete"
"kp_rrif0740","0740","asset_non_current","","Potraživanja u sporu i rizična potraživanja-a1"
"kp_rrif0750","0750","asset_non_current","","Potraživanja za predujmove za usluge-a1"
"kp_rrif0760","0760","asset_non_current","","Potraživanja od radnika"
"kp_rrif0761","0761","asset_non_current","","Potraživanja od članova društva"
"kp_rrif0762","0762","asset_non_current","","Potraživanja iz ortaštva"
"kp_rrif0780","0780","asset_non_current","","Vrijednosno usklađivanje dugotrajnih potraživanja-a1"
"kp_rrif0790","0790","asset_non_current","","Potraživanja za nezarađenu kamatu-a1"
"kp_rrif08000","08000","asset_non_current","","Odgođena porezna imovina s osnove poreznog gubitka-a1"
"kp_rrif08010","08010","asset_non_current","","Odgođena porezna imovina s osnove povećane amortizacije-a1"
"kp_rrif0810","0810","asset_non_current","","Ostala odgođena porezna imovina-a1"
"kp_rrif1007","1007","asset_current","","Podračun društva"
"kp_rrif1008","1008","asset_current","","Račun društva u osnivanju"
"kp_rrif1030","1030","asset_current","","Devizni račun u domaćoj banci (analitika po devizama)"
"kp_rrif1031","1031","asset_current","","Devizni račun u inozemnoj banci (u EU)"
"kp_rrif1032","1032","asset_current","","Devizni račun reeksportnih poslova"
"kp_rrif1034","1034","asset_current","","Devizni račun investicijskih radova"
"kp_rrif1035","1035","asset_current","","Devizni račun poslovne jedinice u inozemstvu"
"kp_rrif1036","1036","asset_current","","Devizni račun u slobodnoj zoni"
"kp_rrif1037","1037","asset_current","","Nerezidentski devizni račun"
"kp_rrif1038","1038","asset_current","","Devizni račun terminskih poslova"
"kp_rrif1039","1039","asset_current","","Prijelazni devizni račun"
"kp_rrif1040","1040","asset_current","","Otvoreni devizni akreditiv u domaćoj banci"
"kp_rrif1041","1041","asset_current","","Otvoreni akreditiv u inozemnoj banci"
"kp_rrif1042","1042","asset_current","","Ecsrow račun"
"kp_rrif1050","1050","asset_current","","Glavna devizna blagajna"
"kp_rrif1051","1051","asset_current","","Devizna blagajna za službena putovanja u inozemstvo"
"kp_rrif1052","1052","asset_current","","Devizna blagajna za troškove prijevoza robe u inozemstvo"
"kp_rrif1053","1053","asset_current","","Devizna blagajna za mjenjačke poslove"
"kp_rrif1055","1055","asset_current","","Devizna blagajna za razne isplate"
"kp_rrif1060","1060","asset_current","","Novac za kupnju deviza-a1"
"kp_rrif1080","1080","asset_current","","Ostala novčana sredstva-a1"
"kp_rrif1090","1090","asset_current","","Vrijednosno usklađenje depozita u bankama-a1"
"kp_rrif1100","1100","asset_current","","Udjeli u povezanim društvima (s više od 20%)"
"kp_rrif1101","1101","asset_current","","Dionički udio u d.d. (s više od 20%)"
"kp_rrif1102","1102","asset_current","","Ulaganje u dionice radi preprodaje (iz udjela više od 20%)"
"kp_rrif1110","1110","asset_current","","Kratkoročni zajam povezanom društvu"
"kp_rrif1111","1111","asset_current","","Kratkoročni zajam povezanom društvu u inozemstvu"
"kp_rrif1112","1112","asset_current","","Zajmovi dani vlastitim podružnicama"
"kp_rrif1113","1113","asset_current","","Zajmovi dani ustanovama i školama (kojih je društvo osnivač)"
"kp_rrif1120","1120","asset_current","","Udjeli (do 20%) u društvima kapitala"
"kp_rrif1121","1121","asset_current","","Udjeli - dionice u bankama"
"kp_rrif1122","1122","asset_current","","Udjeli (do 20%) u ustanovama, zadrugama i dr."
"kp_rrif1130","1130","asset_current","","Zajmovi u novcu"
"kp_rrif1131","1131","asset_current","","Zajmovi iz preuzetog duga"
"kp_rrif1132","1132","asset_current","","Zajmovi iz dospjelih anuiteta u razdoblju do 12 mj. od dospijeća"
"kp_rrif1133","1133","asset_current","","Ostali zajmovi društvima u kojima se drži udjel do 20%"
"kp_rrif1140","1140","asset_current","","Čekovi"
"kp_rrif11410","11410","asset_current","","Mjenice u portfelju"
"kp_rrif11411","11411","asset_current","","Mjenice na naplati"
"kp_rrif11412","11412","asset_current","","Mjenice u protestu"
"kp_rrif11413","11413","asset_current","","Utužene mjenice"
"kp_rrif1142","1142","asset_current","","Komercijalni zapisi"
"kp_rrif1143","1143","asset_current","","Kratkotrajne obveze poduzetnika"
"kp_rrif1144","1144","asset_current","","Blagajnički zapisi (izdani od banaka)"
"kp_rrif1145","1145","asset_current","","Ulaganje u obveznice"
"kp_rrif1146","1146","asset_current","","Zadužnice (iskupljene)-trađbina s temelja jamstva"
"kp_rrif1147","1147","asset_current","","Ulaganje u vrijednosne papire (namjenjene za trgovanje)"
"kp_rrif1148","1148","asset_current","","Ostali brzounovčivi vrijednosni papiri (robni papiri, ostale obveznice)"
"kp_rrif1149","1149","asset_current","","Predani vrijednosni papiri na naplatu"
"kp_rrif11500","11500","asset_current","","Zajmovi poduzetnicima"
"kp_rrif11501","11501","asset_current","","Zajmovi ortacima"
