year,date,holiday
2032,2032-12-25,Christmas Day
2032,2032-12-26,Day of Goodwill
2032,2032-12-27,Day of Goodwill observed
2033,2033-01-01,New Year's Day
2033,2033-03-21,Human Rights Day
2033,2033-04-15,Good Friday
2033,2033-04-18,Family Day
2033,2033-04-27,Freedom Day
2033,2033-05-01,Workers' Day
2033,2033-05-02,Day off for Workers' Day
2033,2033-06-16,Youth Day
2033,2033-08-09,National Women's Day
2033,2033-09-24,Heritage Day
2033,2033-12-16,Day of Reconciliation
2033,2033-12-25,Christmas Day
2033,2033-12-26,Day of Goodwill
2034,2034-01-01,New Year's Day
2034,2034-01-02,Day off for New Year's Day
2034,2034-03-21,Human Rights Day
2034,2034-04-07,Good Friday
2034,2034-04-10,Family Day
2034,2034-04-27,Freedom Day
2034,2034-05-01,Workers' Day
2034,2034-06-16,Youth Day
2034,2034-08-09,National Women's Day
2034,2034-09-24,Heritage Day
2034,2034-09-25,Day off for Heritage Day
2034,2034-12-16,Day of Reconciliation
2034,2034-12-25,Christmas Day
2034,2034-12-26,Day of Goodwill
2035,2035-01-01,New Year's Day
2035,2035-03-21,Human Rights Day
2035,2035-03-23,Good Friday
2035,2035-03-26,Family Day
2035,2035-04-27,Freedom Day
2035,2035-05-01,Workers' Day
2035,2035-06-16,Youth Day
2035,2035-08-09,National Women's Day
2035,2035-09-24,Heritage Day
2035,2035-12-16,Day of Reconciliation
2035,2035-12-17,Day off for Day of Reconciliation
2035,2035-12-25,Christmas Day
2035,2035-12-26,Day of Goodwill
2036,2036-01-01,New Year's Day
2036,2036-03-21,Human Rights Day
2036,2036-04-11,Good Friday
2036,2036-04-14,Family Day
2036,2036-04-27,Freedom Day
2036,2036-04-28,Freedom Day observed
2036,2036-05-01,Workers' Day
2036,2036-06-16,Youth Day
2036,2036-08-09,National Women's Day
2036,2036-09-24,Heritage Day
2036,2036-12-16,Day of Reconciliation
2036,2036-12-25,Christmas Day
2036,2036-12-26,Day of Goodwill
2037,2037-01-01,New Year's Day
2037,2037-03-21,Human Rights Day
2037,2037-04-03,Good Friday
2037,2037-04-06,Family Day
2037,2037-04-27,Freedom Day
2037,2037-05-01,Workers' Day
2037,2037-06-16,Youth Day
2037,2037-08-09,National Women's Day
2037,2037-08-10,Day off for National Women's Day
2037,2037-09-24,Heritage Day
2037,2037-12-16,Day of Reconciliation
2037,2037-12-25,Christmas Day
2037,2037-12-26,Day of Goodwill
2038,2038-01-01,New Year's Day
2038,2038-03-21,Human Rights Day
2038,2038-03-22,Day off for Human Rights Day
2038,2038-04-23,Good Friday
2038,2038-04-26,Family Day
2038,2038-04-27,Freedom Day
2038,2038-05-01,Workers' Day
2038,2038-06-16,Youth Day
2038,2038-08-09,National Women's Day
2038,2038-09-24,Heritage Day
2038,2038-12-16,Day of Reconciliation
2038,2038-12-25,Christmas Day
2038,2038-12-26,Day of Goodwill
2038,2038-12-27,Day of Goodwill observed
2039,2039-01-01,New Year's Day
2039,2039-03-21,Human Rights Day
2039,2039-04-08,Good Friday
2039,2039-04-11,Family Day
2039,2039-04-27,Freedom Day
2039,2039-05-01,Workers' Day
2039,2039-05-02,Day off for Workers' Day
2039,2039-06-16,Youth Day
2039,2039-08-09,National Women's Day
2039,2039-09-24,Heritage Day
2039,2039-12-16,Day of Reconciliation
2039,2039-12-25,Christmas Day
2039,2039-12-26,Day of Goodwill
2040,2040-01-01,New Year's Day
2040,2040-01-02,Day off for New Year's Day
2040,2040-03-21,Human Rights Day
2040,2040-03-30,Good Friday
2040,2040-04-02,Family Day
2040,2040-04-27,Freedom Day
2040,2040-05-01,Workers' Day
2040,2040-06-16,Youth Day
2040,2040-08-09,National Women's Day
2040,2040-09-24,Heritage Day
2040,2040-12-16,Day of Reconciliation
2040,2040-12-17,Day off for Day of Reconciliation
2040,2040-12-25,Christmas Day
2040,2040-12-26,Day of Goodwill
