year,date,holiday
2040,2040-06-04,Day off for Queen Suthida's Birthday
2040,2040-07-28,King Vajiralongkorn's Birthday
2040,2040-07-30,Day off for King Vajiralongkorn's Birthday
2040,2040-08-12,The Queen Mother's Birthday
2040,2040-08-13,Day off for The Queen Mother's Birthday
2040,2040-10-13,Anniversary of the Death of King Bhumibol
2040,2040-10-15,Day off for Anniversary of the Death of King Bhumibol
2040,2040-10-23,Chulalongkorn Day
2040,2040-12-05,King Bhumibol's Birthday
2040,2040-12-10,Constitution Day
2040,2040-12-31,New Year's Eve
