year,date,holiday
2032,2032-03-22,Hari Raya Haji (Tentative Date)
2032,2032-03-26,Good Friday
2032,2032-05-01,Labour Day
2032,2032-08-09,National Day
2032,2032-12-25,Christmas Day
2033,2033-01-01,New Year's Day
2033,2033-01-03,Hari Raya Puasa (Tentative Date)
2033,2033-01-31,Chinese New Year's Day
2033,2033-02-01,Second Day of Chinese New Year
2033,2033-03-12,Hari Raya Haji (Tentative Date)
2033,2033-04-15,Good Friday
2033,2033-05-01,Labour Day
2033,2033-05-02,Day off for Labour Day
2033,2033-08-09,National Day
2033,2033-12-23,Hari Raya Puasa (Tentative Date)
2033,2033-12-25,Christmas Day
2033,2033-12-26,Day off for Christmas Day
2034,2034-01-01,New Year's Day
2034,2034-01-02,New Year's Day observed
2034,2034-02-20,Chinese New Year's Day
2034,2034-02-20,Second Day of Chinese New Year
2034,2034-03-01,Hari Raya Haji (Tentative Date)
2034,2034-04-07,Good Friday
2034,2034-05-01,Labour Day
2034,2034-08-09,National Day
2034,2034-12-12,Hari Raya Puasa (Tentative Date)
2034,2034-12-25,Christmas Day
2035,2035-01-01,New Year's Day
2035,2035-02-08,Chinese New Year's Day
2035,2035-02-09,Second Day of Chinese New Year
2035,2035-02-18,Hari Raya Haji (Tentative Date)
2035,2035-03-23,Good Friday
2035,2035-05-01,Labour Day
2035,2035-08-09,National Day
2035,2035-12-02,Hari Raya Puasa (Tentative Date)
2035,2035-12-25,Christmas Day
2036,2036-01-01,New Year's Day
2036,2036-01-28,Chinese New Year's Day
2036,2036-01-29,Second Day of Chinese New Year
2036,2036-02-08,Hari Raya Haji (Tentative Date)
2036,2036-04-11,Good Friday
2036,2036-05-01,Labour Day
2036,2036-08-09,National Day
2036,2036-11-20,Hari Raya Puasa (Tentative Date)
2036,2036-12-25,Christmas Day
2037,2037-01-01,New Year's Day
2037,2037-01-27,Hari Raya Haji (Tentative Date)
2037,2037-02-16,Chinese New Year's Day
2037,2037-02-16,Second Day of Chinese New Year
2037,2037-04-03,Good Friday
2037,2037-05-01,Labour Day
2037,2037-08-09,National Day
2037,2037-08-10,National Day observed
2037,2037-11-10,Hari Raya Puasa (Tentative Date)
2037,2037-12-25,Christmas Day
2038,2038-01-01,New Year's Day
2038,2038-01-17,Hari Raya Haji (Tentative Date)
2038,2038-02-04,Chinese New Year's Day
2038,2038-02-05,Second Day of Chinese New Year
2038,2038-04-23,Good Friday
2038,2038-05-01,Labour Day
2038,2038-08-09,National Day
2038,2038-10-30,Hari Raya Puasa (Tentative Date)
2038,2038-12-25,Christmas Day
2039,2039-01-01,New Year's Day
2039,2039-01-06,Hari Raya Haji (Tentative Date)
2039,2039-01-24,Chinese New Year's Day
2039,2039-01-25,Second Day of Chinese New Year
2039,2039-04-08,Good Friday
2039,2039-05-01,Labour Day
2039,2039-05-02,Day off for Labour Day
2039,2039-08-09,National Day
2039,2039-10-19,Hari Raya Puasa (Tentative Date)
2039,2039-12-25,Christmas Day
2039,2039-12-26,Day off for Christmas Day
2039,2039-12-26,Hari Raya Haji (Tentative Date)
2040,2040-01-01,New Year's Day
2040,2040-01-02,New Year's Day observed
2040,2040-02-13,Chinese New Year's Day
2040,2040-02-13,Second Day of Chinese New Year
2040,2040-03-30,Good Friday
2040,2040-05-01,Labour Day
2040,2040-08-09,National Day
2040,2040-10-08,Hari Raya Puasa (Tentative Date)
2040,2040-12-15,Hari Raya Haji (Tentative Date)
2040,2040-12-25,Christmas Day
