year,date,holiday
2034,2034-05-01,Labor Day
2034,2034-05-08,WWII Victory Day
2034,2034-05-18,Ascension Day
2034,2034-05-29,Whit Monday
2034,2034-07-14,Bastille Day
2034,2034-08-15,Assumption of Mary
2034,2034-11-01,All Saints' Day
2034,2034-11-11,Armistice Day
2034,2034-12-25,Christmas Day
2035,2035-01-01,New Year's Day
2035,2035-03-26,Easter Monday
2035,2035-05-01,Labor Day
2035,2035-05-03,Ascension Day
2035,2035-05-08,WWII Victory Day
2035,2035-05-14,Whit Monday
2035,2035-07-14,Bastille Day
2035,2035-08-15,Assumption of Mary
2035,2035-11-01,All Saints' Day
2035,2035-11-11,Armistice Day
2035,2035-12-25,Christmas Day
2036,2036-01-01,New Year's Day
2036,2036-04-14,Easter Monday
2036,2036-05-01,Labor Day
2036,2036-05-08,WWII Victory Day
2036,2036-05-22,Ascension Day
2036,2036-06-02,Whit Monday
2036,2036-07-14,Bastille Day
2036,2036-08-15,Assumption of Mary
2036,2036-11-01,All Saints' Day
2036,2036-11-11,Armistice Day
2036,2036-12-25,Christmas Day
2037,2037-01-01,New Year's Day
2037,2037-04-06,Easter Monday
2037,2037-05-01,Labor Day
2037,2037-05-08,WWII Victory Day
2037,2037-05-14,Ascension Day
2037,2037-05-25,Whit Monday
2037,2037-07-14,Bastille Day
2037,2037-08-15,Assumption of Mary
2037,2037-11-01,All Saints' Day
2037,2037-11-11,Armistice Day
2037,2037-12-25,Christmas Day
2038,2038-01-01,New Year's Day
2038,2038-04-26,Easter Monday
2038,2038-05-01,Labor Day
2038,2038-05-08,WWII Victory Day
2038,2038-06-03,Ascension Day
2038,2038-06-14,Whit Monday
2038,2038-07-14,Bastille Day
2038,2038-08-15,Assumption of Mary
2038,2038-11-01,All Saints' Day
2038,2038-11-11,Armistice Day
2038,2038-12-25,Christmas Day
2039,2039-01-01,New Year's Day
2039,2039-04-11,Easter Monday
2039,2039-05-01,Labor Day
2039,2039-05-08,WWII Victory Day
2039,2039-05-19,Ascension Day
2039,2039-05-30,Whit Monday
2039,2039-07-14,Bastille Day
2039,2039-08-15,Assumption of Mary
2039,2039-11-01,All Saints' Day
2039,2039-11-11,Armistice Day
2039,2039-12-25,Christmas Day
2040,2040-01-01,New Year's Day
2040,2040-04-02,Easter Monday
2040,2040-05-01,Labor Day
2040,2040-05-08,WWII Victory Day
2040,2040-05-10,Ascension Day
2040,2040-05-21,Whit Monday
2040,2040-07-14,Bastille Day
2040,2040-08-15,Assumption of Mary
2040,2040-11-01,All Saints' Day
2040,2040-11-11,Armistice Day
2040,2040-12-25,Christmas Day
