"id","country_id:id","state_id:id","name","name@es_GT","zipcode"
"city_gt_1016","base.gt","base.state_gt_suc","San Juan Bautista","San Juan Bautista","1016"
"city_gt_1017","base.gt","base.state_gt_suc","Santo Tomás La Unión","Santo Tomás La Unión","1017"
"city_gt_1018","base.gt","base.state_gt_suc","Zunilito","Zunilito","1018"
"city_gt_1019","base.gt","base.state_gt_suc","Pueblo Nuevo","Pueblo Nuevo","1019"
"city_gt_1020","base.gt","base.state_gt_suc","Río Bravo","Río Bravo","1020"
"city_gt_1101","base.gt","base.state_gt_ret","Retalhuleu","Retalhuleu","1101"
"city_gt_1102","base.gt","base.state_gt_ret","San Sebastián","San Sebastián","1102"
"city_gt_1103","base.gt","base.state_gt_ret","Santa Cruz Muluá","Santa Cruz Muluá","1103"
"city_gt_1104","base.gt","base.state_gt_ret","San Martín Zapotitlán","San Martín Zapotitlán","1104"
"city_gt_1105","base.gt","base.state_gt_ret","San Felipe Retalhuleu","San Felipe Retalhuleu","1105"
"city_gt_1106","base.gt","base.state_gt_ret","San Andrés Villa Seca","San Andrés Villa Seca","1106"
"city_gt_1107","base.gt","base.state_gt_ret","Champerico","Champerico","1107"
"city_gt_1108","base.gt","base.state_gt_ret","Nuevo San Carlos","Nuevo San Carlos","1108"
"city_gt_1109","base.gt","base.state_gt_ret","El Asintal","El Asintal","1109"
"city_gt_1201","base.gt","base.state_gt_sma","San Marcos","San Marcos","1201"
"city_gt_1202","base.gt","base.state_gt_sma","San Pedro Sacatepéquez","San Pedro Sacatepéquez","1202"
"city_gt_1203","base.gt","base.state_gt_sma","San Antonio Sacatepéquez","San Antonio Sacatepéquez","1203"
"city_gt_1204","base.gt","base.state_gt_sma","Comitancillo","Comitancillo","1204"
"city_gt_1205","base.gt","base.state_gt_sma","San Miguel Ixtahuacán","San Miguel Ixtahuacán","1205"
"city_gt_1206","base.gt","base.state_gt_sma","Concepción Tutuapa","Concepción Tutuapa","1206"
"city_gt_1207","base.gt","base.state_gt_sma","Tacaná","Tacaná","1207"
"city_gt_1208","base.gt","base.state_gt_sma","Sibinal","Sibinal","1208"
"city_gt_1209","base.gt","base.state_gt_sma","Tajumulco","Tajumulco","1209"
"city_gt_1210","base.gt","base.state_gt_sma","Tejutla","Tejutla","1210"
"city_gt_1211","base.gt","base.state_gt_sma","San Rafael Pie de la Cuesta","San Rafael Pie de la Cuesta","1211"
"city_gt_1212","base.gt","base.state_gt_sma","Nuevo Progreso","Nuevo Progreso","1212"
"city_gt_1213","base.gt","base.state_gt_sma","El Tumbador","El Tumbador","1213"
"city_gt_1214","base.gt","base.state_gt_sma","El Rodeo","El Rodeo","1214"
"city_gt_1215","base.gt","base.state_gt_sma","Malacatán","Malacatán","1215"
"city_gt_1216","base.gt","base.state_gt_sma","Catarina","Catarina","1216"
"city_gt_1217","base.gt","base.state_gt_sma","Ayutla","Ayutla","1217"
"city_gt_1218","base.gt","base.state_gt_sma","Ocós","Ocós","1218"
"city_gt_1219","base.gt","base.state_gt_sma","San Pablo","San Pablo","1219"
"city_gt_1220","base.gt","base.state_gt_sma","El Quetzal","El Quetzal","1220"
"city_gt_1221","base.gt","base.state_gt_sma","La Reforma","La Reforma","1221"
"city_gt_1222","base.gt","base.state_gt_sma","Pajapita","Pajapita","1222"
"city_gt_1223","base.gt","base.state_gt_sma","Ixchiguán","Ixchiguán","1223"
"city_gt_1224","base.gt","base.state_gt_sma","San José Ojetenam","San José Ojetenam","1224"
"city_gt_1225","base.gt","base.state_gt_sma","San Cristóbal Cucho","San Cristóbal Cucho","1225"
"city_gt_1226","base.gt","base.state_gt_sma","Sipacapa","Sipacapa","1226"
"city_gt_1227","base.gt","base.state_gt_sma","Esquipulas Palo Gordo","Esquipulas Palo Gordo","1227"
"city_gt_1228","base.gt","base.state_gt_sma","Río Blanco","Río Blanco","1228"
"city_gt_1229","base.gt","base.state_gt_sma","San Lorenzo","San Lorenzo","1229"
"city_gt_1301","base.gt","base.state_gt_hue","Huehuetenango","Huehuetenango","1301"
"city_gt_1302","base.gt","base.state_gt_hue","Chiantla","Chiantla","1302"
"city_gt_1303","base.gt","base.state_gt_hue","Malacatancito","Malacatancito","1303"
"city_gt_1304","base.gt","base.state_gt_hue","Cuilco","Cuilco","1304"
"city_gt_1305","base.gt","base.state_gt_hue","Nentón","Nentón","1305"
"city_gt_1306","base.gt","base.state_gt_hue","San Pedro Necta","San Pedro Necta","1306"
"city_gt_1307","base.gt","base.state_gt_hue","Jacaltenango","Jacaltenango","1307"
"city_gt_1308","base.gt","base.state_gt_hue","Soloma","Soloma","1308"
"city_gt_1309","base.gt","base.state_gt_hue","San Idelfonso Ixtahuacán","San Idelfonso Ixtahuacán","1309"
"city_gt_1310","base.gt","base.state_gt_hue","Santa Bárbara","Santa Bárbara","1310"
"city_gt_1311","base.gt","base.state_gt_hue","La Libertad","La Libertad","1311"
"city_gt_1312","base.gt","base.state_gt_hue","La Democracia","La Democracia","1312"
"city_gt_1313","base.gt","base.state_gt_hue","San Miguel Acatán","San Miguel Acatán","1313"
"city_gt_1314","base.gt","base.state_gt_hue","San Rafael La Indepencia","San Rafael La Indepencia","1314"
"city_gt_1315","base.gt","base.state_gt_hue","Todos Santos Cuchumatán","Todos Santos Cuchumatán","1315"
"city_gt_1316","base.gt","base.state_gt_hue","San Juan Atitán","San Juan Atitán","1316"
"city_gt_1317","base.gt","base.state_gt_hue","Santa Eulalia","Santa Eulalia","1317"
"city_gt_1318","base.gt","base.state_gt_hue","San Mateo Ixtatán","San Mateo Ixtatán","1318"
"city_gt_1319","base.gt","base.state_gt_hue","Colotenango","Colotenango","1319"
"city_gt_1320","base.gt","base.state_gt_hue","San Sebastián Huehuetenango","San Sebastián Huehuetenango","1320"
"city_gt_1321","base.gt","base.state_gt_hue","Tectitán","Tectitán","1321"
"city_gt_1322","base.gt","base.state_gt_hue","Concepción Huista","Concepción Huista","1323"
"city_gt_1323","base.gt","base.state_gt_hue","San Juan Ixcoy","San Juan Ixcoy","1324"
"city_gt_1324","base.gt","base.state_gt_hue","San Antonio Huista","San Antonio Huista","1325"
"city_gt_1325","base.gt","base.state_gt_hue","San Sebastián Coatán","San Sebastián Coatán","1326"
"city_gt_1326","base.gt","base.state_gt_hue","Barillas","Barillas","1327"
"city_gt_1327","base.gt","base.state_gt_hue","Aguacatán","Aguacatán","1328"
"city_gt_1328","base.gt","base.state_gt_hue","San Rafael Pétzal","San Rafael Pétzal","1329"
"city_gt_1329","base.gt","base.state_gt_hue","San Gaspar Ixchil","San Gaspar Ixchil","1330"
"city_gt_1330","base.gt","base.state_gt_hue","Santiago Chimaltenango","Santiago Chimaltenango","1331"
"city_gt_1331","base.gt","base.state_gt_hue","Santa Ana Huista","Santa Ana Huista","1332"
"city_gt_1401","base.gt","base.state_gt_qui","Santa Cruz del Quiché","Santa Cruz del Quiché","1401"
"city_gt_1402","base.gt","base.state_gt_qui","Chiché","Chiché","1402"
"city_gt_1403","base.gt","base.state_gt_qui","Chinique","Chinique","1403"
"city_gt_1404","base.gt","base.state_gt_qui","Zacualpa","Zacualpa","1404"
"city_gt_1405","base.gt","base.state_gt_qui","Chajul","Chajul","1405"
"city_gt_1406","base.gt","base.state_gt_qui","Chichicastenango","Chichicastenango","1406"
"city_gt_1407","base.gt","base.state_gt_qui","Patzité","Patzité","1407"
"city_gt_1408","base.gt","base.state_gt_qui","San Antonio Ilotenango","San Antonio Ilotenango","1408"
"city_gt_1409","base.gt","base.state_gt_qui","San Pedro Jocopilas","San Pedro Jocopilas","1409"
"city_gt_1410","base.gt","base.state_gt_qui","Cunén","Cunén","1410"
"city_gt_1411","base.gt","base.state_gt_qui","San Juan Cotzal","San Juan Cotzal","1411"
"city_gt_1412","base.gt","base.state_gt_qui","Joyabaj","Joyabaj","1412"
"city_gt_1413","base.gt","base.state_gt_qui","Nebaj","Nebaj","1413"
"city_gt_1414","base.gt","base.state_gt_qui","San Andrés Sajcabajá","San Andrés Sajcabajá","1414"
"city_gt_1415","base.gt","base.state_gt_qui","Uspantán","Uspantán","1415"
"city_gt_1416","base.gt","base.state_gt_qui","Sacapulas","Sacapulas","1416"
"city_gt_1417","base.gt","base.state_gt_qui","San Bartolomé Jocotenango","San Bartolomé Jocotenango","1417"
"city_gt_1418","base.gt","base.state_gt_qui","Canillá","Canillá","1418"
"city_gt_1419","base.gt","base.state_gt_qui","Chicamán","Chicamán","1419"
"city_gt_1420","base.gt","base.state_gt_qui","Playa Grande -Ixcán","Playa Grande -Ixcán","1420"
"city_gt_1421","base.gt","base.state_gt_qui","Pachalum","Pachalum","1421"
"city_gt_1501","base.gt","base.state_gt_bve","Salamá","Salamá","1501"
"city_gt_1502","base.gt","base.state_gt_bve","San Miguel Chicaj","San Miguel Chicaj","1502"
"city_gt_1503","base.gt","base.state_gt_bve","Rabinal","Rabinal","1503"
"city_gt_1504","base.gt","base.state_gt_bve","Cubulco","Cubulco","1504"
"city_gt_1505","base.gt","base.state_gt_bve","Granados","Granados","1505"
"city_gt_1506","base.gt","base.state_gt_bve","El Chol","El Chol","1506"
"city_gt_1507","base.gt","base.state_gt_bve","San Jerónimo","San Jerónimo","1507"
"city_gt_1508","base.gt","base.state_gt_bve","Purulhá","Purulhá","1508"
"city_gt_1601","base.gt","base.state_gt_ave","Cobán","Cobán","1601"
"city_gt_1602","base.gt","base.state_gt_ave","Santa Cruz Verapaz","Santa Cruz Verapaz","1602"
"city_gt_1603","base.gt","base.state_gt_ave","San Cristóbal Verapaz","San Cristóbal Verapaz","1603"
"city_gt_1604","base.gt","base.state_gt_ave","Tactic","Tactic","1604"
"city_gt_1605","base.gt","base.state_gt_ave","Tamahú","Tamahú","1605"
"city_gt_1606","base.gt","base.state_gt_ave","Tucurú","Tucurú","1606"
"city_gt_1607","base.gt","base.state_gt_ave","Panzós","Panzós","1607"
"city_gt_1608","base.gt","base.state_gt_ave","Senahú","Senahú","1608"
"city_gt_1609","base.gt","base.state_gt_ave","San Pedro Carchá","San Pedro Carchá","1609"
"city_gt_1610","base.gt","base.state_gt_ave","San Juan Chamelco","San Juan Chamelco","1610"
"city_gt_1611","base.gt","base.state_gt_ave","Lanquín","Lanquín","1611"
"city_gt_1612","base.gt","base.state_gt_ave","Cahabón","Cahabón","1612"
"city_gt_1613","base.gt","base.state_gt_ave","Chisec","Chisec","1613"
"city_gt_1614","base.gt","base.state_gt_ave","Chahal","Chahal","1614"
"city_gt_1615","base.gt","base.state_gt_ave","Fray Bartolomé de las Casas","Fray Bartolomé de las Casas","1615"
"city_gt_1616","base.gt","base.state_gt_ave","La Tinta","La Tinta","1616"
"city_gt_1701","base.gt","base.state_gt_pet","Flores","Flores","1701"
"city_gt_1702","base.gt","base.state_gt_pet","San José","San José","1702"
"city_gt_1703","base.gt","base.state_gt_pet","San Benito","San Benito","1703"
"city_gt_1704","base.gt","base.state_gt_pet","San Andrés","San Andrés","1704"
"city_gt_1705","base.gt","base.state_gt_pet","La Libertad","La Libertad","1705"
"city_gt_1706","base.gt","base.state_gt_pet","San Francisco","San Francisco","1706"
"city_gt_1707","base.gt","base.state_gt_pet","Santa Ana","Santa Ana","1707"
"city_gt_1708","base.gt","base.state_gt_pet","Dolores","Dolores","1708"
"city_gt_1709","base.gt","base.state_gt_pet","San Luis","San Luis","1709"
"city_gt_1710","base.gt","base.state_gt_pet","Sayaxché","Sayaxché","1710"
"city_gt_1711","base.gt","base.state_gt_pet","Melchor de Mencos","Melchor de Mencos","1711"
"city_gt_1712","base.gt","base.state_gt_pet","Poptún","Poptún","1712"
"city_gt_1801","base.gt","base.state_gt_iza","Puerto Barrios","Puerto Barrios","1801"
"city_gt_1802","base.gt","base.state_gt_iza","Livingston","Livingston","1802"
"city_gt_1803","base.gt","base.state_gt_iza","El Estor","El Estor","1803"
"city_gt_1804","base.gt","base.state_gt_iza","Morales","Morales","1804"
"city_gt_1805","base.gt","base.state_gt_iza","Los Amates","Los Amates","1805"
"city_gt_1901","base.gt","base.state_gt_zac","Zacapa","Zacapa","1901"
"city_gt_1902","base.gt","base.state_gt_zac","Estanzuela","Estanzuela","1902"
"city_gt_1903","base.gt","base.state_gt_zac","Río Hondo","Río Hondo","1903"
"city_gt_1904","base.gt","base.state_gt_zac","Gualán","Gualán","1904"
"city_gt_1905","base.gt","base.state_gt_zac","Teculután","Teculután","1905"
"city_gt_1906","base.gt","base.state_gt_zac","Usumatlán","Usumatlán","1906"
"city_gt_1907","base.gt","base.state_gt_zac","Cabañas","Cabañas","1907"
"city_gt_1908","base.gt","base.state_gt_zac","San Diego","San Diego","1908"
"city_gt_1909","base.gt","base.state_gt_zac","La Unión","La Unión","1909"
"city_gt_1910","base.gt","base.state_gt_zac","Huité","Huité","1910"
"city_gt_2001","base.gt","base.state_gt_cqm","Chiquimula","Chiquimula","2001"
"city_gt_2002","base.gt","base.state_gt_cqm","San José La Arada","San José La Arada","2002"
"city_gt_2003","base.gt","base.state_gt_cqm","San Juan Ermita","San Juan Ermita","2003"
"city_gt_2004","base.gt","base.state_gt_cqm","Jocotán","Jocotán","2004"
"city_gt_2005","base.gt","base.state_gt_cqm","Camotán","Camotán","2005"
"city_gt_2006","base.gt","base.state_gt_cqm","Olopa","Olopa","2006"
"city_gt_2007","base.gt","base.state_gt_cqm","Esquipulas","Esquipulas","2007"
"city_gt_2008","base.gt","base.state_gt_cqm","Concepción Las Minas","Concepción Las Minas","2008"
"city_gt_2009","base.gt","base.state_gt_cqm","Quetzaltepeque","Quetzaltepeque","2009"
"city_gt_2010","base.gt","base.state_gt_cqm","San Jacinto","San Jacinto","2010"
"city_gt_2011","base.gt","base.state_gt_cqm","Ipala","Ipala","2011"
"city_gt_2101","base.gt","base.state_gt_jal","Jalapa","Jalapa","2101"
"city_gt_2102","base.gt","base.state_gt_jal","San Pedro Pinula","San Pedro Pinula","2102"
"city_gt_2103","base.gt","base.state_gt_jal","San Luis Jilotepeque","San Luis Jilotepeque","2103"
"city_gt_2104","base.gt","base.state_gt_jal","San Manuel Chaparrón","San Manuel Chaparrón","2104"
"city_gt_2105","base.gt","base.state_gt_jal","San Carlos Alzatate","San Carlos Alzatate","2105"
"city_gt_2106","base.gt","base.state_gt_jal","Monjas","Monjas","2106"
"city_gt_2107","base.gt","base.state_gt_jal","Mataquescuintla","Mataquescuintla","2107"
"city_gt_2201","base.gt","base.state_gt_jut","Jutiapa","Jutiapa","2201"
"city_gt_2202","base.gt","base.state_gt_jut","El Progreso","El Progreso","2202"
"city_gt_2203","base.gt","base.state_gt_jut","Santa Catarina Mita","Santa Catarina Mita","2203"
