"id","code_bc","name","short_name","bic","country:id","ispb_number","compe_member"
"res_bank_064","064","GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.","GOLDMAN SACHS DO BRASIL BM S.A",,"base.br","04332281","0"
"res_bank_065","065","Banco AndBank (Brasil) S.A.","BCO ANDBANK S.A.",,"base.br","48795256","1"
"res_bank_066","066","BANCO MORGAN STANLEY S.A.","BCO MORGAN STANLEY S.A.","MSDWBRSP","base.br","02801938","0"
"res_bank_069","069","Banco Crefisa S.A.","BCO CREFISA S.A.","BPBMBRSP","base.br","61033106","1"
"res_bank_070","070","BRB - BANCO DE BRASILIA S.A.","BRB - BCO DE BRASILIA S.A.","BRBSBRDF","base.br","00000208","1"
"res_bank_074","074","Banco J. Safra S.A.","BCO. J.SAFRA S.A.","SAFRBRSP","base.br","03017677","1"
"res_bank_075","075","Banco ABN Amro S.A.","BCO ABN AMRO S.A.",,"base.br","03532415","0"
"res_bank_076","076","Banco KDB do Brasil S.A.","BCO KDB BRASIL S.A.","KODBBRSP","base.br","07656500","0"
"res_bank_077","077","Banco Inter S.A.","BANCO INTER","ITEMBRSP","base.br","00416968","1"
"res_bank_078","078","Haitong Banco de Investimento do Brasil S.A.","HAITONG BI DO BRASIL S.A.","BESBBRSP","base.br","34111187","0"
"res_bank_079","079","Banco Original do Agronegócio S.A.","BCO ORIGINAL DO AGRO S/A",,"base.br","09516419","0"
"res_bank_080","080","B&T CORRETORA DE CAMBIO LTDA.","B&T CC LTDA.",,"base.br","73622748","0"
"res_bank_081","081","BancoSeguro S.A.","BANCOSEGURO S.A.","CNCVBRR1","base.br","10264663","0"
"res_bank_082","082","BANCO TOPÁZIO S.A.","BANCO TOPÁZIO S.A.","TOPZBRRS","base.br","07679404","0"
"res_bank_083","083","Banco da China Brasil S.A.","BCO DA CHINA BRASIL S.A.","BKCHBRSP","base.br","10690848","1"
"res_bank_084","084","UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA","UNIPRIME NORTE DO PARANÁ - CC",,"base.br","02398976","1"
"res_bank_085","085","Cooperativa Central de Crédito - Ailos","COOP CENTRAL AILOS",,"base.br","05463212","1"
"res_bank_089","089","CREDISAN COOPERATIVA DE CRÉDITO","CREDISAN CC",,"base.br","62109566","1"
"res_bank_091","091","CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO S","CCCM UNICRED CENTRAL RS",,"base.br","01634601","0"
"res_bank_092","092","BRK S.A. Crédito, Financiamento e Investimento","BRK S.A. CFI",,"base.br","12865507","0"
"res_bank_093","093","PÓLOCRED SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORT","POLOCRED SCMEPP LTDA.",,"base.br","07945233","0"
"res_bank_094","094","Banco Finaxis S.A.","BANCO FINAXIS",,"base.br","11758741","1"
"res_bank_095","095","Travelex Banco de Câmbio S.A.","TRAVELEX BANCO DE CÂMBIO S.A.",,"base.br","11703662","0"
"res_bank_096","096","Banco B3 S.A.","BCO B3 S.A.","BBMFBRSP","base.br","00997185","0"
"res_bank_097","097","Credisis - Central de Cooperativas de Crédito Ltda.","CREDISIS CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.",,"base.br","04632856","1"
"res_bank_098","098","Credialiança Cooperativa de Crédito Rural","CREDIALIANÇA CCR",,"base.br","78157146","1"
"res_bank_099","099","UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.","UNIPRIME CENTRAL CCC LTDA.",,"base.br","03046391","1"
"res_bank_100","100","Planner Corretora de Valores S.A.","PLANNER CV S.A.",,"base.br","00806535","0"
"res_bank_101","101","RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA","RENASCENCA DTVM LTDA",,"base.br","62287735","0"
"res_bank_102","102","XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A","XP INVESTIMENTOS CCTVM S/A",,"base.br","02332886","0"
"res_bank_104","104","CAIXA ECONOMICA FEDERAL","CAIXA ECONOMICA FEDERAL","CEFXBRSP","base.br","00360305","1"
"res_bank_105","105","Lecca Crédito, Financiamento e Investimento S/A","LECCA CFI S.A.",,"base.br","07652226","0"
"res_bank_107","107","Banco Bocom BBM S.A.","BCO BOCOM BBM S.A.","BBINBRRJ","base.br","15114366","1"
"res_bank_108","108","PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO","PORTOCRED S.A. - CFI",,"base.br","01800019","0"
"res_bank_111","111","OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A.","OLIVEIRA TRUST DTVM S.A.",,"base.br","36113876","0"
"res_bank_113","113","Magliano S.A. Corretora de Cambio e Valores Mobiliarios","MAGLIANO S.A. CCVM",,"base.br","61723847","0"
"res_bank_114","114","Central Cooperativa de Crédito no Estado do Espírito Santo - CECOOP","CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO",,"base.br","05790149","1"
"res_bank_117","117","ADVANCED CORRETORA DE CÂMBIO LTDA","ADVANCED CC LTDA",,"base.br","92856905","0"
"res_bank_119","119","Banco Western Union do Brasil S.A.","BCO WESTERN UNION",,"base.br","13720915","0"
"res_bank_120","120","BANCO RODOBENS S.A.","BCO RODOBENS S.A.",,"base.br","33603457","1"
"res_bank_121","121","Banco Agibank S.A.","BCO AGIBANK S.A.",,"base.br","10664513","1"
"res_bank_122","122","Banco Bradesco BERJ S.A.","BCO BRADESCO BERJ S.A.",,"base.br","33147315","1"
"res_bank_124","124","Banco Woori Bank do Brasil S.A.","BCO WOORI BANK DO BRASIL S.A.",,"base.br","15357060","1"
"res_bank_125","125","Plural S.A. Banco Múltiplo","PLURAL BCO BM",,"base.br","45246410","1"
"res_bank_126","126","BR Partners Banco de Investimento S.A.","BR PARTNERS BI",,"base.br","13220493","0"
"res_bank_127","127","Codepe Corretora de Valores e Câmbio S.A.","CODEPE CVC S.A.",,"base.br","09512542","0"
"res_bank_128","128","MS Bank S.A. Banco de Câmbio","MS BANK S.A. BCO DE CÂMBIO",,"base.br","19307785","0"
"res_bank_129","129","UBS Brasil Banco de Investimento S.A.","UBS BRASIL BI S.A.",,"base.br","18520834","0"
"res_bank_130","130","CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO","CARUANA SCFI",,"base.br","09313766","0"
"res_bank_131","131","TULLETT PREBON BRASIL CORRETORA DE VALORES E CÂMBIO LTDA","TULLETT PREBON BRASIL CVC LTDA",,"base.br","61747085","0"
"res_bank_132","132","ICBC do Brasil Banco Múltiplo S.A.","ICBC DO BRASIL BM S.A.",,"base.br","17453575","0"
"res_bank_133","133","CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E","CRESOL CONFEDERAÇÃO",,"base.br","10398952","1"
"res_bank_134","134","BGC LIQUIDEZ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA","BGC LIQUIDEZ DTVM LTDA",,"base.br","33862244","0"
"res_bank_136","136","CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASI","UNICRED",,"base.br","00315557","1"
"res_bank_138","138","Get Money Corretora de Câmbio S.A.","GET MONEY CC LTDA",,"base.br","10853017","0"
"res_bank_139","139","Intesa Sanpaolo Brasil S.A. - Banco Múltiplo","INTESA SANPAOLO BRASIL S.A. BM",,"base.br","55230916","0"
"res_bank_140","140","Easynvest - Título Corretora de Valores SA","EASYNVEST - TÍTULO CV SA",,"base.br","62169875","0"
"res_bank_142","142","Broker Brasil Corretora de Câmbio Ltda.","BROKER BRASIL CC LTDA.",,"base.br","16944141","0"
"res_bank_143","143","Treviso Corretora de Câmbio S.A.","TREVISO CC S.A.",,"base.br","02992317","0"
"res_bank_144","144","BEXS BANCO DE CÂMBIO S/A","BEXS BCO DE CAMBIO S.A.",,"base.br","13059145","0"
"res_bank_145","145","LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.","LEVYCAM CCV LTDA",,"base.br","50579044","0"
"res_bank_146","146","GUITTA CORRETORA DE CAMBIO LTDA.","GUITTA CC LTDA",,"base.br","24074692","0"
"res_bank_149","149","Facta Financeira S.A. - Crédito Financiamento e Investimento","FACTA S.A. CFI",,"base.br","15581638","0"
"res_bank_157","157","ICAP do Brasil Corretora de Títulos e Valores Mobiliários Ltda.","ICAP DO BRASIL CTVM LTDA.",,"base.br","09105360","0"
"res_bank_159","159","Casa do Crédito S.A. Sociedade de Crédito ao Microempreendedor","CASA CREDITO S.A. SCM",,"base.br","05442029","0"
"res_bank_163","163","Commerzbank Brasil S.A. - Banco Múltiplo","COMMERZBANK BRASIL S.A. - BCO MÚLTIPLO",,"base.br","23522214","0"
"res_bank_169","169","Banco Olé Bonsucesso Consignado S.A.","BCO OLÉ BONSUCESSO CONSIGNADO S.A.",,"base.br","71371686","0"
"res_bank_173","173","BRL Trust Distribuidora de Títulos e Valores Mobiliários S.A.","BRL TRUST DTVM SA",,"base.br","13486793","0"
"res_bank_174","174","PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","PERNAMBUCANAS FINANC S.A. CFI",,"base.br","43180355","0"
"res_bank_177","177","Guide Investimentos S.A. Corretora de Valores","GUIDE",,"base.br","65913436","0"
"res_bank_180","180","CM CAPITAL MARKETS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA","CM CAPITAL MARKETS CCTVM LTDA",,"base.br","02685483","0"
"res_bank_183","183","SOCRED S.A. - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO P","SOCRED SA - SCMEPP",,"base.br","09210106","0"
"res_bank_184","184","Banco Itaú BBA S.A.","BCO ITAÚ BBA S.A.","CBBABRSP","base.br","17298092","0"
"res_bank_188","188","ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES","ATIVA S.A. INVESTIMENTOS CCTVM",,"base.br","33775974","0"
"res_bank_189","189","HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS","HS FINANCEIRA",,"base.br","07512441","0"
"res_bank_190","190","SERVICOOP - COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS ESTADUAIS DO RIO GRAN","SERVICOOP",,"base.br","03973814","0"
"res_bank_191","191","Nova Futura Corretora de Títulos e Valores Mobiliários Ltda.","NOVA FUTURA CTVM LTDA.",,"base.br","04257795","0"
"res_bank_194","194","PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA","PARMETAL DTVM LTDA",,"base.br","20155248","0"
"res_bank_196","196","FAIR CORRETORA DE CAMBIO S.A.","FAIR CC S.A.",,"base.br","32648370","0"
"res_bank_197","197","Stone Pagamentos S.A.","STONE PAGAMENTOS S.A.",,"base.br","16501555","0"
"res_bank_208","208","Banco BTG Pactual S.A.","BANCO BTG PACTUAL S.A.","BOMGBRS1","base.br","30306294","1"
"res_bank_212","212","Banco Original S.A.","BANCO ORIGINAL",,"base.br","92894922","1"
"res_bank_213","213","Banco Arbi S.A.","BCO ARBI S.A.","ARBBBRS1","base.br","54403563","1"
"res_bank_217","217","Banco John Deere S.A.","BANCO JOHN DEERE S.A.",,"base.br","91884981","1"
"res_bank_218","218","Banco BS2 S.A.","BCO BS2 S.A.","BBONBRSP","base.br","71027866","1"
"res_bank_222","222","BANCO CRÉDIT AGRICOLE BRASIL S.A.","BCO CRÉDIT AGRICOLE BR S.A.",,"base.br","75647891","1"
"res_bank_224","224","Banco Fibra S.A.","BCO FIBRA S.A.","FIBIBRSP","base.br","58616418","1"
"res_bank_233","233","Banco Cifra S.A.","BANCO CIFRA",,"base.br","62421979","0"
"res_bank_237","237","Banco Bradesco S.A.","BCO BRADESCO S.A.","BBDEBRSP","base.br","60746948","1"
"res_bank_241","241","BANCO CLASSICO S.A.","BCO CLASSICO S.A.",,"base.br","31597552","1"
"res_bank_243","243","Banco Máxima S.A.","BCO MÁXIMA S.A.","BMAXBRRJ","base.br","33923798","1"
"res_bank_246","246","Banco ABC Brasil S.A.","BCO ABC BRASIL S.A.","ABCBBRSP","base.br","28195667","1"
"res_bank_249","249","Banco Investcred Unibanco S.A.","BANCO INVESTCRED UNIBANCO S.A.",,"base.br","61182408","1"
"res_bank_250","250","BCV - BANCO DE CRÉDITO E VAREJO S.A.","BCV","SCHABRSP","base.br","50585090","0"
"res_bank_253","253","Bexs Corretora de Câmbio S/A","BEXS CC S.A.",,"base.br","52937216","0"
"res_bank_254","254","PARANÁ BANCO S.A.","PARANA BCO S.A.",,"base.br","14388334","1"
"res_bank_259","259","MONEYCORP BANCO DE CÂMBIO S.A.","MONEYCORP BCO DE CÂMBIO S.A.",,"base.br","08609934","0"
"res_bank_260","260","Nu Pagamentos S.A.","NU PAGAMENTOS S.A.",,"base.br","18236120","0"
"res_bank_265","265","Banco Fator S.A.","BCO FATOR S.A.",,"base.br","33644196","1"
"res_bank_266","266","BANCO CEDULA S.A.","BCO CEDULA S.A.",,"base.br","33132044","1"
"res_bank_268","268","BARI COMPANHIA HIPOTECÁRIA","BARI CIA HIPOTECÁRIA",,"base.br","14511781","0"
"res_bank_269","269","BANCO HSBC S.A.","BCO HSBC S.A.",,"base.br","53518684","0"
"res_bank_270","270","Sagitur Corretora de Câmbio Ltda.","SAGITUR CC LTDA",,"base.br","61444949","0"
"res_bank_271","271","IB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.","IB CCTVM S.A.",,"base.br","27842177","0"
"res_bank_272","272","AGK CORRETORA DE CAMBIO S.A.","AGK CC S.A.",,"base.br","00250699","0"
"res_bank_273","273","Cooperativa de Crédito Rural de São Miguel do Oeste - Sulcredi/São Miguel","CCR DE SÃO MIGUEL DO OESTE",,"base.br","08253539","0"
"res_bank_274","274","MONEY PLUS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORT","MONEY PLUS SCMEPP LTDA",,"base.br","11581339","0"
"res_bank_276","276","Senff S.A. - Crédito, Financiamento e Investimento","SENFF S.A. - CFI",,"base.br","11970623","0"
"res_bank_278","278","Genial Investimentos Corretora de Valores Mobiliários S.A.","GENIAL INVESTIMENTOS CVM S.A.",,"base.br","27652684","0"
"res_bank_279","279","COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE","CCR DE PRIMAVERA DO LESTE",,"base.br","26563270","1"
"res_bank_280","280","Avista S.A. Crédito, Financiamento e Investimento","AVISTA S.A. CFI",,"base.br","23862762","0"
"res_bank_281","281","Cooperativa de Crédito Rural Coopavel","CCR COOPAVEL",,"base.br","76461557","1"
"res_bank_283","283","RB CAPITAL INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LIMITADA","RB CAPITAL INVESTIMENTOS DTVM LTDA.",,"base.br","89960090","0"
"res_bank_285","285","Frente Corretora de Câmbio Ltda.","FRENTE CC LTDA.",,"base.br","71677850","0"
"res_bank_286","286","COOPERATIVA DE CRÉDITO RURAL DE OURO SULCREDI/OURO","CCR DE OURO",,"base.br","07853842","0"
"res_bank_288","288","CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.","CAROL DTVM LTDA.",,"base.br","62237649","0"
"res_bank_289","289","DECYSEO CORRETORA DE CAMBIO LTDA.","DECYSEO CC LTDA.",,"base.br","94968518","0"
"res_bank_290","290","Pagseguro Internet S.A.","PAGSEGURO",,"base.br","08561701","0"
"res_bank_292","292","BS2 Distribuidora de Títulos e Valores Mobiliários S.A.","BS2 DTVM S.A.",,"base.br","28650236","0"
"res_bank_293","293","Lastro RDV Distribuidora de Títulos e Valores Mobiliários Ltda.","LASTRO RDV DTVM LTDA",,"base.br","71590442","0"
"res_bank_296","296","VISION S.A. CORRETORA DE CAMBIO","VISION S.A. CC",,"base.br","04062902","0"
"res_bank_298","298","Vip's Corretora de Câmbio Ltda.","VIPS CC LTDA.",,"base.br","17772370","0"
"res_bank_299","299","SOROCRED CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.","SOROCRED CFI S.A.",,"base.br","04814563","0"
"res_bank_300","300","Banco de la Nacion Argentina","BCO LA NACION ARGENTINA","NACNBRSP","base.br","33042151","1"
"res_bank_301","301","BPP Instituição de Pagamento S.A.","BPP IP S.A.",,"base.br","13370835","0"
"res_bank_306","306","PORTOPAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.","PORTOPAR DTVM LTDA",,"base.br","40303299","0"
"res_bank_307","307","Terra Investimentos Distribuidora de Títulos e Valores Mobiliários Ltda.","TERRA INVESTIMENTOS DTVM",,"base.br","03751794","0"
"res_bank_309","309","CAMBIONET CORRETORA DE CÂMBIO LTDA.","CAMBIONET CC LTDA",,"base.br","14190547","0"
"res_bank_310","310","VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.","VORTX DTVM LTDA.",,"base.br","22610500","0"
"res_bank_315","315","PI Distribuidora de Títulos e Valores Mobiliários S.A.","PI DTVM S.A.",,"base.br","03502968","0"
"res_bank_318","318","Banco BMG S.A.","BCO BMG S.A.","BMBCBRSP","base.br","61186680","1"
"res_bank_319","319","OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA","OM DTVM LTDA",,"base.br","11495073","0"
"res_bank_320","320","China Construction Bank (Brasil) Banco Múltiplo S/A","BCO CCB BRASIL S.A.","BICBBRSP","base.br","07450604","1"
"res_bank_321","321","CREFAZ SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LT","CREFAZ SCMEPP LTDA",,"base.br","18188384","0"
"res_bank_322","322","Cooperativa de Crédito Rural de Abelardo Luz - Sulcredi/Crediluz","CCR DE ABELARDO LUZ",,"base.br","01073966","0"
"res_bank_323","323","MERCADOPAGO.COM REPRESENTACOES LTDA.","MERCADO PAGO",,"base.br","10573521","0"
"res_bank_325","325","Órama Distribuidora de Títulos e Valores Mobiliários S.A.","ÓRAMA DTVM S.A.",,"base.br","13293225","0"
"res_bank_326","326","PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.","PARATI - CFI S.A.",,"base.br","03311443","0"
"res_bank_329","329","QI Sociedade de Crédito Direto S.A.","QI SCD S.A.",,"base.br","32402502","0"
"res_bank_330","330","BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.","BANCO BARI S.A.",,"base.br","00556603","0"
"res_bank_331","331","Fram Capital Distribuidora de Títulos e Valores Mobiliários S.A.","FRAM CAPITAL DTVM S.A.",,"base.br","13673855","0"
"res_bank_332","332","Acesso Soluções de Pagamento S.A.","ACESSO SOLUCOES PAGAMENTO SA",,"base.br","13140088","0"
"res_bank_335","335","Banco Digio S.A.","BANCO DIGIO",,"base.br","27098060","0"
"res_bank_336","336","Banco C6 S.A.","BCO C6 S.A.",,"base.br","31872495","0"
"res_bank_340","340","Super Pagamentos e Administração de Meios Eletrônicos S.A.","SUPER PAGAMENTOS E ADMINISTRACAO DE MEIOS ELETRONICOS S.A.",,"base.br","09554480","0"
"res_bank_341","341","ITAÚ UNIBANCO S.A.","ITAÚ UNIBANCO S.A.","ITAUBRSP","base.br","60701190","1"
"res_bank_342","342","Creditas Sociedade de Crédito Direto S.A.","CREDITAS SCD",,"base.br","32997490","0"
"res_bank_343","343","FFA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.","FFA SCMEPP LTDA.",,"base.br","24537861","0"
"res_bank_348","348","Banco XP S.A.","BCO XP S.A.",,"base.br","33264668","0"
"res_bank_349","349","AMAGGI S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","AMAGGI S.A. CFI",,"base.br","27214112","0"
"res_bank_350","350","COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CE","CREHNOR LARANJEIRAS",,"base.br","01330387","0"
"res_bank_352","352","TORO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA","TORO CTVM LTDA",,"base.br","29162769","0"
"res_bank_354","354","NECTON INVESTIMENTOSS.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES","NECTON INVESTIMENTOS S.A CVM",,"base.br","52904364","0"
"res_bank_355","355","ÓTIMO SOCIEDADE DE CRÉDITO DIRETO S.A.","ÓTIMO SCD S.A.",,"base.br","34335592","0"
"res_bank_359","359","ZEMA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A","ZEMA CFI S/A",,"base.br","05351887","0"
"res_bank_363","363","SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.","SOCOPA SC PAULISTA S.A.",,"base.br","62285390","0"
"res_bank_364","364","GERENCIANET PAGAMENTOS DO BRASIL LTDA","GERENCIANET PAGTOS BRASIL LTDA",,"base.br","09089356","0"
"res_bank_365","365","SOLIDUS S.A. CORRETORA DE CAMBIO E VALORES MOBILIARIOS","SOLIDUS S.A. CCVM",,"base.br","68757681","0"
"res_bank_366","366","BANCO SOCIETE GENERALE BRASIL S.A.","BCO SOCIETE GENERALE BRASIL","BSOGBRSP","base.br","61533584","1"
"res_bank_367","367","VITREO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.","VITREO DTVM S.A.",,"base.br","34711571","0"
"res_bank_368","368","Banco CSF S.A.","BCO CSF S.A.",,"base.br","08357240","0"
"res_bank_370","370","Banco Mizuho do Brasil S.A.","BCO MIZUHO S.A.","WELABRSP","base.br","61088183","0"
"res_bank_371","371","WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.","WARREN CVMC LTDA",,"base.br","92875780","0"
"res_bank_373","373","UP.P SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.","UP.P SEP S.A.",,"base.br","35977097","0"
"res_bank_376","376","BANCO J.P. MORGAN S.A.","BCO J.P. MORGAN S.A.","CHASBRSP","base.br","33172537","1"
"res_bank_381","381","BANCO MERCEDES-BENZ DO BRASIL S.A.","BCO MERCEDES-BENZ S.A.",,"base.br","60814191","0"
"res_bank_389","389","Banco Mercantil do Brasil S.A.","BCO MERCANTIL DO BRASIL S.A.","BMBRBRRB","base.br","17184037","1"
"res_bank_394","394","Banco Bradesco Financiamentos S.A.","BCO BRADESCO FINANC. S.A.",,"base.br","07207996","1"
"res_bank_399","399","Kirton Bank S.A. - Banco Múltiplo","KIRTON BANK","BCBBBRPR","base.br","01701201","0"
"res_bank_412","412","BANCO CAPITAL S.A.","BCO CAPITAL S.A.",,"base.br","15173776","1"
"res_bank_422","422","Banco Safra S.A.","BCO SAFRA S.A.","SAFRBRSP","base.br","58160789","1"
"res_bank_456","456","Banco MUFG Brasil S.A.","BCO MUFG BRASIL S.A.","BOTKBRSX","base.br","60498557","1"
"res_bank_464","464","Banco Sumitomo Mitsui Brasileiro S.A.","BCO SUMITOMO MITSUI BRASIL S.A.","SUBRBRSP","base.br","60518222","1"
"res_bank_473","473","Banco Caixa Geral - Brasil S.A.","BCO CAIXA GERAL BRASIL S.A.","CGDIBRSP","base.br","33466988","1"
"res_bank_477","477","Citibank N.A.","CITIBANK N.A.","CITIBRSP","base.br","33042953","1"
"res_bank_479","479","Banco ItauBank S.A.","BCO ITAUBANK S.A.","FNBBBRB1","base.br","60394079","0"
"res_bank_487","487","DEUTSCHE BANK S.A. - BANCO ALEMAO","DEUTSCHE BANK S.A.BCO ALEMAO","DEUTBRSP","base.br","62331228","1"
"res_bank_488","488","JPMorgan Chase Bank, National Association","JPMORGAN CHASE BANK",,"base.br","46518205","0"
"res_bank_492","492","ING Bank N.V.","ING BANK N.V.","INGBBRSP","base.br","49336860","0"
"res_bank_495","495","Banco de La Provincia de Buenos Aires","BCO LA PROVINCIA B AIRES BCE","PRBAARBA","base.br","44189447","0"
"res_bank_505","505","Banco Credit Suisse (Brasil) S.A.","BCO CREDIT SUISSE S.A.","BIGABRRJ","base.br","32062580","1"
"res_bank_545","545","SENSO CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A","SENSO CCVM S.A.",,"base.br","17352220","0"
