"id","code","name","small_name","type_in_out","type_move","stock_move","finance_move","account_move","assent_move","ind_nfe","ind_cte","ind_comunica","ind_transp","ind_devol","ind_retor","ind_anula","ind_remes","ind_comb"
"cfop_2931","2931","Lançamento efetuado pelo tomador do serviço de transporte quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço. (ajuste sinief 03/04)","Lançamento efetuado pelo tomador do serviço de transporte quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço. (ajuste sinief 03/04)","in","other","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2932","2932","Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador. (ajuste sinief 03/04)","Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador. (ajuste sinief 03/04)","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2933","2933","Aquisição de serviço tributado pelo ISSQN. (ajuste sinief 03/04)","Aquisição de serviço tributado pelo ISSQN. (ajuste sinief 03/04)","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2934","2934","Entrada simbólica de mercadoria recebida para depósito fechado ou armazém geral","Entrada simbólica de mercadoria recebida para depósito fechado ou armazém geral","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2949","2949","Outra entrada de mercadoria ou prestação de serviço não especificado","Outra entrada de mercadoria ou prestação de serviço não especificado","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3101","3101","Compra para industrialização","Compra para industrialização","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3102","3102","Compra para comercialização","Compra para comercialização","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3126","3126","Compra para utilização na prestação de serviço","Compra para utilização na prestação de serviço","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3127","3127","Compra para industrialização sob o regime de drawback","Compra para industrialização sob o regime de drawback","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3128","3128","Compra para utilização na prestação de serviço sujeita ao ISSQN","Compra para utilização na prestação de serviço sujeita ao ISSQN","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3129","3129","Compra para industrialização sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped)","Compra para industrialização sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped)","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3201","3201","Devolução de venda de produção do estabelecimento","Devolução de venda de produção do estabelecimento","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_3202","3202","Devolução de venda de mercadoria adquirida ou recebida de terceiros","Devolução de venda de mercadoria adquirida ou recebida de terceiros","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_3205","3205","Anulação de valor relativo à prestação de serviço de comunicação","Anulação de valor relativo à prestação de serviço de comunicação","in","sale_refund","1","1","1","0","1","0","0","0","0","0","1","0","0"
"cfop_3206","3206","Anulação de valor relativo à prestação de serviço de transporte","Anulação de valor relativo à prestação de serviço de transporte","in","sale_refund","1","1","1","0","1","0","0","0","0","0","1","0","0"
"cfop_3207","3207","Anulação de valor relativo à venda de energia elétrica","Anulação de valor relativo à venda de energia elétrica","in","sale_refund","1","1","1","0","1","0","0","0","0","0","1","0","0"
"cfop_3211","3211","Devolução de venda de produção do estabelecimento sob o regime de drawback","Devolução de venda de produção do estabelecimento sob o regime de drawback","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_3212","3212","Devolução de venda no mercado externo de mercadoria industrializada sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped)","Devolução de venda no mercado externo de mercadoria industrializada sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped)","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_3251","3251","Compra de energia elétrica para distribuição ou comercialização","Compra de energia elétrica para distribuição ou comercialização","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3301","3301","Aquisição de serviço de comunicação para execução de serviço da mesma natureza","Aquisição de serviço de comunicação para execução de serviço da mesma natureza","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3351","3351","Aquisição de serviço de transporte para execução de serviço da mesma natureza","Aquisição de serviço de transporte para execução de serviço da mesma natureza","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3352","3352","Aquisição de serviço de transporte por estabelecimento industrial","Aquisição de serviço de transporte por estabelecimento industrial","in","purchase_industry","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3353","3353","Aquisição de serviço de transporte por estabelecimento comercial","Aquisição de serviço de transporte por estabelecimento comercial","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3354","3354","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3355","3355","Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica","Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3356","3356","Aquisição de serviço de transporte por estabelecimento de produtor rural","Aquisição de serviço de transporte por estabelecimento de produtor rural","in","purchase_industry","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3503","3503","Devolução de mercadoria exportada que tenha sido recebida com fim específico de exportação","Devolução de mercadoria exportada que tenha sido recebida com fim específico de exportação","in","return_in","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_3551","3551","Compra de bem para o ativo imobilizado","Compra de bem para o ativo imobilizado","in","purchase_asset","1","1","1","1","1","0","0","0","0","0","0","0","0"
"cfop_3552","3552","Entrada de produtos destinados ao uso ou consumo de bordo, em embarcações ou aeronaves exclusivamente em tráfego internacional com destino ao exterior","Entrada de produtos destinados ao uso ou consumo de bordo, em embarcações ou aeronaves exclusivamente em tráfego internacional com destino ao exterior","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3553","3553","Devolução de venda de bem do ativo imobilizado","Devolução de venda de bem do ativo imobilizado","in","sale_refund","1","1","1","1","1","0","0","0","1","0","0","0","0"
"cfop_3556","3556","Compra de material para uso ou consumo","Compra de material para uso ou consumo","in","purchase_ownuse","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3651","3651","Compra de combustível ou lubrificante para industrialização subseqüente","Compra de combustível ou lubrificante para industrialização subseqüente","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","1"
"cfop_3652","3652","Compra de combustível ou lubrificante para comercialização","Compra de combustível ou lubrificante para comercialização","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","1"
"cfop_3653","3653","Compra de combustível ou lubrificante por consumidor ou usuário final","Compra de combustível ou lubrificante por consumidor ou usuário final","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","1"
"cfop_3667","3667","Entrada de combustível ou lubrificante para consumo final, em embarcações ou aeronaves exclusivamente em tráfego internacional com destino ao exterior","Entrada de combustível ou lubrificante para consumo final, em embarcações ou aeronaves exclusivamente em tráfego internacional com destino ao exterior","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","2"
"cfop_3930","3930","Lançamento efetuado a título de entrada de bem sob amparo de regime especial aduaneiro de admissão temporária","Lançamento efetuado a título de entrada de bem sob amparo de regime especial aduaneiro de admissão temporária","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_3949","3949","Outra entrada de mercadoria ou prestação de serviço não especificado","Outra entrada de mercadoria ou prestação de serviço não especificado","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5101","5101","Venda de produção do estabelecimento","Venda de produção do estabelecimento","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5102","5102","Venda de mercadoria adquirida ou recebida de terceiros","Venda de mercadoria adquirida ou recebida de terceiros","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5103","5103","Venda de produção do estabelecimento, efetuada fora do estabelecimento","Venda de produção do estabelecimento, efetuada fora do estabelecimento","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5104","5104","Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento","Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5105","5105","Venda de produção do estabelecimento que não deva por ele transitar","Venda de produção do estabelecimento que não deva por ele transitar","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5106","5106","Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5109","5109","Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5110","5110","Venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5111","5111","Venda de produção do estabelecimento remetida anteriormente em consignação industrial","Venda de produção do estabelecimento remetida anteriormente em consignação industrial","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5112","5112","Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação industrial","Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação industrial","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5113","5113","Venda de produção do estabelecimento remetida anteriormente em consignação mercantil","Venda de produção do estabelecimento remetida anteriormente em consignação mercantil","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5114","5114","Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação mercantil","Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação mercantil","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5115","5115","Venda de mercadoria adquirida ou recebida de terceiros, recebida anteriormente em consignação mercantil","Venda de mercadoria adquirida ou recebida de terceiros, recebida anteriormente em consignação mercantil","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5116","5116","Venda de produção do estabelecimento originada de encomenda para entrega futura","Venda de produção do estabelecimento originada de encomenda para entrega futura","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5117","5117","Venda de mercadoria adquirida ou recebida de terceiros, originada de encomenda para entrega futura","Venda de mercadoria adquirida ou recebida de terceiros, originada de encomenda para entrega futura","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5118","5118","Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem","Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5119","5119","Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem","Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5120","5120","Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem","Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5122","5122","Venda de produção do estabelecimento remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente","Venda de produção do estabelecimento remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5123","5123","Venda de mercadoria adquirida ou recebida de terceiros remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente","Venda de mercadoria adquirida ou recebida de terceiros remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5124","5124","Industrialização efetuada para outra empresa","Industrialização efetuada para outra empresa","out","return_out","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5125","5125","Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria","Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria","out","return_out","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5129","5129","Venda de insumo importado e de mercadoria industrializada sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped","Venda de insumo importado e de mercadoria industrializada sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5131","5131","Remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo.","Remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo.","out","return_out","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5132","5132","Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo.","Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo.","out","other","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5151","5151","Transferência de produção do estabelecimento","Transferência de produção do estabelecimento","out","return_out","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5152","5152","Transferência de mercadoria adquirida ou recebida de terceiros","Transferência de mercadoria adquirida ou recebida de terceiros","out","return_out","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5153","5153","Transferência de energia elétrica","Transferência de energia elétrica","out","return_out","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5155","5155","Transferência de produção do estabelecimento, que não deva por ele transitar","Transferência de produção do estabelecimento, que não deva por ele transitar","out","return_out","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5156","5156","Transferência de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","Transferência de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","out","return_out","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5159","5159","Fornecimento de produção do estabelecimento de ato cooperativo","Fornecimento de produção do estabelecimento de ato cooperativo","out","sale_industry","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5160","5160","Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo","Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo","out","sale_industry","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5201","5201","Devolução de compra para industrialização","Devolução de compra para industrialização","out","purchase_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5202","5202","Devolução de compra para comercialização","Devolução de compra para comercialização","out","purchase_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5205","5205","Anulação de valor relativo a aquisição de serviço de comunicação","Anulação de valor relativo a aquisição de serviço de comunicação","out","purchase_refund","1","1","1","0","1","0","0","0","0","0","1","0","0"
"cfop_5206","5206","Anulação de valor relativo a aquisição de serviço de transporte","Anulação de valor relativo a aquisição de serviço de transporte","out","purchase_refund","1","1","1","0","1","0","0","0","0","0","1","0","0"
"cfop_5207","5207","Anulação de valor relativo à compra de energia elétrica","Anulação de valor relativo à compra de energia elétrica","out","purchase_refund","1","1","1","0","1","0","0","0","0","0","1","0","0"
"cfop_5208","5208","Devolução de mercadoria recebida em transferência para industrialização","Devolução de mercadoria recebida em transferência para industrialização","out","return_out","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5209","5209","Devolução de mercadoria recebida em transferência para comercialização","Devolução de mercadoria recebida em transferência para comercialização","out","return_out","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5210","5210","Devolução de compra para utilização na prestação de serviço","Devolução de compra para utilização na prestação de serviço","out","purchase_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5213","5213","Devolução de entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, em ato cooperativo.","Devolução de entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, em ato cooperativo.","out","return_out","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5214","5214","Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização.","Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização.","out","return_out","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5215","5215","Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização.","Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização.","out","return_out","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5216","5216","Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo","Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo","out","return_out","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5251","5251","Venda de energia elétrica para distribuição ou comercialização","Venda de energia elétrica para distribuição ou comercialização","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5252","5252","Venda de energia elétrica para estabelecimento industrial","Venda de energia elétrica para estabelecimento industrial","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5253","5253","Venda de energia elétrica para estabelecimento comercial","Venda de energia elétrica para estabelecimento comercial","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5254","5254","Venda de energia elétrica para estabelecimento prestador de serviço de transporte","Venda de energia elétrica para estabelecimento prestador de serviço de transporte","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5255","5255","Venda de energia elétrica para estabelecimento prestador de serviço de comunicação","Venda de energia elétrica para estabelecimento prestador de serviço de comunicação","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5256","5256","Venda de energia elétrica para estabelecimento de produtor rural","Venda de energia elétrica para estabelecimento de produtor rural","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5257","5257","Venda de energia elétrica para consumo por demanda contratada","Venda de energia elétrica para consumo por demanda contratada","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5258","5258","Venda de energia elétrica a não contribuinte","Venda de energia elétrica a não contribuinte","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5301","5301","Prestação de serviço de comunicação para execução de serviço da mesma natureza","Prestação de serviço de comunicação para execução de serviço da mesma natureza","out","sale_commerce","0","1","1","0","0","0","1","0","0","0","0","0","0"
"cfop_5302","5302","Prestação de serviço de comunicação a estabelecimento industrial","Prestação de serviço de comunicação a estabelecimento industrial","out","sale_commerce","0","1","1","0","0","0","1","0","0","0","0","0","0"
"cfop_5303","5303","Prestação de serviço de comunicação a estabelecimento comercial","Prestação de serviço de comunicação a estabelecimento comercial","out","sale_commerce","0","1","1","0","0","0","1","0","0","0","0","0","0"
"cfop_5304","5304","Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte","Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte","out","sale_commerce","0","1","1","0","0","0","1","0","0","0","0","0","0"
"cfop_5305","5305","Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica","Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica","out","sale_commerce","0","1","1","0","0","0","1","0","0","0","0","0","0"
"cfop_5306","5306","Prestação de serviço de comunicação a estabelecimento de produtor rural","Prestação de serviço de comunicação a estabelecimento de produtor rural","out","sale_commerce","0","1","1","0","0","0","1","0","0","0","0","0","0"
"cfop_5307","5307","Prestação de serviço de comunicação a não contribuinte","Prestação de serviço de comunicação a não contribuinte","out","sale_commerce","0","1","1","0","0","0","1","0","0","0","0","0","0"
"cfop_5351","5351","Prestação de serviço de transporte para execução de serviço da mesma natureza","Prestação de serviço de transporte para execução de serviço da mesma natureza","out","sale_commerce","0","1","1","0","0","1","0","1","0","0","0","0","0"
"cfop_5352","5352","Prestação de serviço de transporte a estabelecimento industrial","Prestação de serviço de transporte a estabelecimento industrial","out","sale_commerce","0","1","1","0","0","1","0","1","0","0","0","0","0"
"cfop_5353","5353","Prestação de serviço de transporte a estabelecimento comercial","Prestação de serviço de transporte a estabelecimento comercial","out","sale_commerce","0","1","1","0","0","1","0","1","0","0","0","0","0"
"cfop_5354","5354","Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação","Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação","out","sale_commerce","0","1","1","0","0","1","0","1","0","0","0","0","0"
"cfop_5355","5355","Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica","Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica","out","sale_commerce","0","1","1","0","0","1","0","1","0","0","0","0","0"
"cfop_5356","5356","Prestação de serviço de transporte a estabelecimento de produtor rural","Prestação de serviço de transporte a estabelecimento de produtor rural","out","sale_commerce","0","1","1","0","0","1","0","1","0","0","0","0","0"
"cfop_5357","5357","Prestação de serviço de transporte a não contribuinte","Prestação de serviço de transporte a não contribuinte","out","sale_commerce","0","1","1","0","0","1","0","1","0","0","0","0","0"
"cfop_5359","5359","Prestação de serviço de transporte a contribuinte ou a não contribuinte quando a mercadoria transportada está dispensada de emissão de nota fiscal. (ajuste sinief 03/04)","Prestação de serviço de transporte a contribuinte ou a não contribuinte quando a mercadoria transportada está dispensada de emissão de nota fiscal. (ajuste sinief 03/04)","out","sale_commerce","0","1","1","0","0","1","0","1","0","0","0","0","0"
"cfop_5360","5360","Prestação de serviço de transporte a contribuinte substituto em relação ao serviço de transporte.","Prestação de serviço de transporte a contribuinte substituto em relação ao serviço de transporte.","out","sale_commerce","0","1","1","0","0","1","0","1","0","0","0","0","0"
"cfop_5401","5401","Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto","Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5402","5402","Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto","Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto","out","sale_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5403","5403","Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substituição tributária, na condição de contribuinte-substituto","Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substituição tributária, na condição de contribuinte-substituto","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5405","5405","Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substituição tributária, na condição de contribuinte-substituído","Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substituição tributária, na condição de contribuinte-substituído","out","sale_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5408","5408","Transferência de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Transferência de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária","out","return_out","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5409","5409","Transferência de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária","Transferência de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária","out","return_out","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_5410","5410","Devolução de compra para industrialização em operação com mercadoria sujeita ao regime de substituição tributária","Devolução de compra para industrialização em operação com mercadoria sujeita ao regime de substituição tributária","out","purchase_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5411","5411","Devolução de compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","Devolução de compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","out","purchase_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5412","5412","Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária","Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária","out","purchase_refund","1","0","1","1","1","0","0","0","1","0","0","0","0"
"cfop_5413","5413","Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária.","Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária.","out","purchase_refund","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_5414","5414","Remessa de produção do estabelecimento para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Remessa de produção do estabelecimento para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária","out","return_out","1","0","1","0","1","0","0","0","0","0","0","1","0"
"cfop_5415","5415","Remessa de mercadoria adquirida ou recebida de terceiros para venda fora do estabelecimento, em operação com mercadoria sujeita ao regime de substituição tributária","Remessa de mercadoria adquirida ou recebida de terceiros para venda fora do estabelecimento, em operação com mercadoria sujeita ao regime de substituição tributária","out","return_out","1","0","1","0","1","0","0","0","0","0","0","1","0"
"cfop_5451","5451","Remessa de animal - Sistema de Integração e Parceria Rural","Remessa de animal - Sistema de Integração e Parceria Rural","out","return_out","1","0","1","0","1","0","0","0","0","0","0","1","0"
"cfop_5452","5452","Remessa de insumo - Sistema de Integração e Parceria Rural","Remessa de insumo - Sistema de Integração e Parceria Rural","out","return_out","1","0","1","0","1","0","0","0","0","0","0","1","0"
"cfop_5453","5453","Retorno de animal ou da produção - Sistema de Integração e Parceria Rural","Retorno de animal ou da produção - Sistema de Integração e Parceria Rural","out","return_out","1","0","1","0","1","0","0","0","0","1","0","0","0"
