id,bic,name,country:id
bank_50,,Cooperativa De Ahorro Y Credito Santa Ana Ltda,base.ec
bank_51,,Financiera - Diners Club Del Ecuador,base.ec
bank_52,,Mutualista Ambato,base.ec
bank_53,,Mutualista Azuay,base.ec
bank_54,,Mutualista Imbabura,base.ec
bank_55,,Mutualista Pichincha,base.ec
bank_56,,Coop De A. Y C. Corporacion Centro Ltda.,base.ec
bank_57,,Coop. De A. Y C. Cordillera De Los Andes Ltda.,base.ec
bank_58,,Coop. De A. Y C. Puerto Francisco De Orellana,base.ec
bank_59,,Coop. De A Y C. Luz Del Valle,base.ec
bank_60,,Coop. De A Y C. Esperanza Y Progreso Del Valle,base.ec
bank_61,,Coop. De A. Y C. Choco Tungurahua Runa Ltda,base.ec
bank_62,,Coop. De A. Y C. Coopartamos Ltda,base.ec
bank_63,,Coop. De A. Y C. Emprendedores Coopemprender Ltda.,base.ec
bank_64,,Coop. De A. Y C. Nueva Loja Ltda.,base.ec
bank_65,,Coop. De A. Y C. Pichncha Ltda.,base.ec
bank_66,,Coop. Credito Y Ahorro San Francisco De Asis,base.ec
bank_67,,Coop.De Ahorro Y Credito Cacec Ltda. (Cotopaxi),base.ec
bank_68,,Coop.De A. Y C. Vencedores De Pichincha Ltda.,base.ec
bank_69,,Cooperativa De Ahorro Y Credito San Bartolo Ltda,base.ec
bank_70,,Coop. De A. Y C. Del Emigrante Ecuatoriano Y Su Fa,base.ec
bank_71,,Coop. Ahorro Y Credito La Libertad Ltda,base.ec
bank_72,,Coac Cuna De La Nacionalidad Ltda.,base.ec
bank_73,,Cooperativa De Ahorro Y Credito Macodes Ltda,base.ec
bank_74,,Cooperativa De Ahorro Y Credito Santa Isabel Ltda.,base.ec
bank_75,,Cooperativa De Ahorro Y Credito Ganansol Ltda,base.ec
bank_76,,Cooperativa De Ahorro Y Credito Del Azuay,base.ec
bank_77,,Cooperativa De Ahorro Y Credito Del Colegio De Arq,base.ec
bank_78,,Cooperativa De Ahorro Y Credito Nukanchik,base.ec
bank_79,,Coop De Ahorro Y Credito Santa Ana Cuenca,base.ec
bank_80,,Cooperativa De Ahorro Y Credito Multiempresarial L,base.ec
bank_81,,Coac Del Sindicato De Choferes Profesionales Del A,base.ec
bank_82,,Coop. Ahorro Y Credito Juan De Salinas Ltda.,base.ec
bank_83,,Coop. Ahorro Y Credito Puellaro Ltda,base.ec
bank_84,,Coop. Ahorro Y Credito Nueva Jerusalen,base.ec
bank_85,,Coop. Ahorro Y Credito Malchingui Ltda.,base.ec
bank_86,,Coop. De Ahorro Y Credito Chola Cuencana Ltda.,base.ec
bank_87,,Coop. Ahorro Y Credito Tena Ltda.,base.ec
bank_88,,Coop. Ahorro Y Credito De La Pequena Empresa Guala,base.ec
bank_89,,Coop. Ahorro Y Credito Alianza Minas Ltda.,base.ec
bank_90,,Coop. De Ahorro Y Credito Pedro Moncayo Ltda.,base.ec
bank_91,,Cooperativa De Ahorro Y Credito Provida,base.ec
bank_92,,Cooperativa De Ahorro Y Credito San Jose S.J.,base.ec
bank_93,,Coop. Ahorro Y Credito Senor De Giron,base.ec
bank_94,,Coop. De Ahorro Y Credito Educ.Del Tungurahua Ltda,base.ec
bank_95,,Cooperativa 15 De Agosto Pilacoto,base.ec
bank_96,,Coop. De Ahorro Y Credito Cristo Rey,base.ec
bank_97,,Coop. De Ahorro Y Credito Educadores De Chimborazo,base.ec
bank_98,,Cooperativa De Ahorro Y Credito Minga Ltda.,base.ec
bank_99,,Coop. De Ahorro Y Credito 4 De Octubre Ltda.,base.ec
bank_100,,Coop. De Ahorro Y Credito Credi Facil Ltda.,base.ec
bank_101,,Coop. De Ahorro Y Credito Alfonso Jaramillo C.C.C.,base.ec
bank_102,,Coop. De A. Y C. Indigena Sac Pelileo,base.ec
bank_103,,Coop. De A. Y C. Intercultural Tawantinsuyu Ltda.,base.ec
bank_104,,Coop. De A. Y C. Ocipsa,base.ec
bank_105,,Coop. De A. Y C. 21 De Noviembre Ltda.,base.ec
bank_106,,Coop. De A. Y C. La Floresta Ltda.,base.ec
bank_107,,Coop. De A. Y C. Corp. Org. Campesinas De Quisapin,base.ec
bank_108,,Coop. De A. Y C. Multicultural Banco Indigena Ltda,base.ec
bank_109,,Coop De A. Y C. Crecer Winari Ltda.,base.ec
bank_110,,Coop. De A. Y C. Banos De Agua Santa Ltda.,base.ec
bank_111,,Coop. De Ahorro Y Credito 1 De Julio,base.ec
bank_112,,Coop. De A. Y C. Sumak Nan Ltda.,base.ec
bank_113,,Cooperativa De Ahorro Y Credito Canar Ltda.,base.ec
bank_114,,Cooperativa De Ahorro Y Credito San Antonio Ltda.,base.ec
bank_115,,Coop. De Ahorro Y Credito Fundar,base.ec
bank_116,,Coop. Ahorro Y Credito Metropolis Ltda.,base.ec
bank_117,,Coop. De Ahorro Y Credito El Cafetal,base.ec
bank_118,,Coop.De Ahorro Y Credito Microempresarial Sucre,base.ec
bank_119,,Coop. De A. Y C. Afroecuatoriana De La Peq. Emp. L,base.ec
bank_120,,Cooperativa De Ahorro Y Credito Joyocoto Ltda.,base.ec
bank_121,,Coop. Ahorro Y Credito San Antonio Ltda.,base.ec
bank_122,,Coop. De A. Y C. Uniotavalo Ltda.,base.ec
bank_123,,Coop. De A. Y C. Union El Ejido,base.ec
bank_124,,Coop. De A. Y C. Genesis Ltda.,base.ec
bank_125,,Coop. De A Y C. Maria Auxiliadora De Quiroga Ltda,base.ec
bank_126,,Coop. De A. Y C. Fortaleza,base.ec
bank_127,,Banco Para La Asistencia Comunitaria Finca S.A.,base.ec
bank_128,,Coop. Calceta Ltda,base.ec
bank_129,,Coop. Ahorro Y Credito 9 De Octubre Ltda,base.ec
bank_130,,Coop. Ahorro Y Credito D La Peq Empr Cacpe Biblian,base.ec
bank_131,,Coop. Ahorro Y Credito San Gabriel Ltda.,base.ec
bank_132,,Coop. Ahorro Y Credito San Jose Ltda,base.ec
bank_133,,Coop. Ahorro Y Credito San Miguel De Los Bancos,base.ec
bank_134,,Coop. Ahorro Y Credito Semilla Del Progreso Ltda,base.ec
bank_135,,Coop. Ahorro. Y Credi. Mujeres Unidas Tantanakushk,base.ec
bank_136,,Coop. De Ahorro Y Cred. Santa Rosa Ltda,base.ec
bank_137,,Coop. De Ahorro Y Credito Once De Junio,base.ec
bank_138,,Coop. De A. Y C. Pujili Ltda,base.ec
bank_139,,Coop. De A. Y C. Credil Ltda.,base.ec
bank_140,,Coop. De A. Y C. Mushuk Pakari Ltda.,base.ec
bank_141,,Coop. De A. Y C. Uniblock Y Servicios Ltda.,base.ec
bank_142,,Coop. De A. Y C. San Fernando Limitada,base.ec
bank_143,,Coop. De A. Y C. Futuro Lamanense,base.ec
bank_144,,Coop. De A. Y C. Saquisili Ltda.,base.ec
bank_145,,Coop. De A. Y C. Innovacion Andina Ltda.,base.ec
bank_146,,Coop.De A.Y C. El Comerciante Ltda (Mies),base.ec
bank_147,,Coop. De A. Y C. Mushuk Wasi Ltda ( Mies ),base.ec
bank_148,,Cooperativa De Ahorro Y Credito Solidaria Ltda,base.ec
bank_149,,Cooperativa De Ahorro Y Credito Llanganates,base.ec
bank_150,,Interdin S.A.,base.ec
bank_151,,Coop.Aho Y Credito De La Peq. Emp. De Loja Cacpe,base.ec
bank_152,,Cooperativa De Ahorro Y Credito Economia Del Sur C,base.ec
bank_153,,Cooperativa De Ahorro Y Credito Migrantes Y Empren,base.ec
bank_154,,Cooperativa De Ahorro Y Credito San Sebastian,base.ec
bank_155,,Coop. De A. Y C. Del Sindicato De Choferes Profesi,base.ec
bank_156,,Coop.De Ahorro Y Credito 29 De Enero,base.ec
bank_157,,Coop. Ahorro Y Credito Agraria Mushuk Kawsay Ltda.,base.ec
bank_158,,Cooperativa De Ahorro Y Credito Runa Shungo Ltda.,base.ec
bank_159,,Coop. De A. Y C. San Marcos,base.ec
bank_160,,Coop. De A. Y C. Antorcha Ltda.,base.ec
bank_161,,Cooperativa De Ahorro Y Credito Socio Amigo,base.ec
bank_162,,Coop. De A. Y C. Indigenas Galapagos Ltda.,base.ec
bank_163,,Coop. Ahorro Y Credito Camara De Comercio Del Cant,base.ec
bank_164,,Cooperativa De Ahorro Y Credito La Benefica Ltda.,base.ec
bank_165,,Coop.De Ahorro Y Credito Abdon Calderon Ltda.,base.ec
bank_166,,Coop. A Y C Camara De Comercio Canton -El Carmen L,base.ec
bank_167,,Coop.De Ahorro Y Credito Agroproductiva Manabi Ltd,base.ec
bank_168,,Coop. De Ahorro Y Cred. La Inmaculada De San Placi,base.ec
bank_169,,Coop. Ahorro Y Credito Cacpe Manabi,base.ec
bank_170,,Coop.Ahorro Y Credito Magisterio Manabita Limitada,base.ec
bank_171,,Coac Tienda De Dinero Ltda.,base.ec
bank_172,,Coop.A.Y C. Santa Maria De La Manga Del Cura Ltda.,base.ec
bank_173,,Coop. Ahorro Y Credito Camara De Comercio Indigena,base.ec
bank_174,,Coop. De A. Y C. Guamote Ltda.,base.ec
bank_175,,Coop. De A.Y C. Produc. Ahorro Invers. Servicio P.,base.ec
bank_176,,Coop. De A. Y C. Frandesc Ltda.,base.ec
bank_177,,Coop. De A. Y C. Nuka Llakta Ltda.,base.ec
bank_178,,Coop. De A Y C. Camara De Comercio Riobamba,base.ec
bank_179,,Coop. De A. Y C. Bashalan Ltda.,base.ec
bank_180,,Coop. De A. Y C. Camara De Comercio Santo Domingo,base.ec
bank_181,,Coop. De A. Y C. Educadores Tulcan Ltda.,base.ec
bank_182,,Coop. Warmikunapak Rikchari,base.ec
bank_183,,Coop Ahorro Y Credito Mi Tierra,base.ec
bank_184,,Coop Ahorro Y Credito De La Peq Emp Cacpe Yanzatza,base.ec
bank_185,,Coop Ahorro Y Credito Fundesarrollo,base.ec
bank_186,,Caja Ecuaespana,base.ec
bank_187,,Coop De Ahorro Y Credito Nueva Huancavilca,base.ec
bank_188,,Coop De Ahorro Y Credito Erco Ltda,base.ec
bank_189,,Coop Ahorro Y Credito Camara Comercio De Ambato,base.ec
bank_190,,Coop Ahorro Y Credito Mushuc Runa Ltda,base.ec
bank_191,,Coop De Ahorro Y Credito Ambato Ltda,base.ec
bank_192,,Coop De Ahorro Y Credito Dorado Ltda,base.ec
bank_193,,Coop De Ahorro Y Credito Nuestros Abuelos Ltda,base.ec
bank_194,,Coop De Ahorro Y Credito Artesanos Ltda,base.ec
bank_195,,Coop De Ahorro Y Credito Santa Anita Ltda,base.ec
bank_196,,Coop De Ahorro Y Credito Huayco Pungo Ltda,base.ec
bank_197,,Coop Manuel Esteban Godoy Ortega Ltda Coopmego,base.ec
bank_198,,Coop Ahorro Y Credito Padre Julian Lorente Ltda,base.ec
bank_199,,Coop Ahorro Y Credito Cariamanga Ltda,base.ec
bank_200,,Coop De Ahorro Y Credito Marcabeli Ltda,base.ec
bank_201,,Coop De Ahorro Y Credito Agricola Junin Ltda,base.ec
bank_202,,Coop De Ahorro Y Credito Puerto Lopez Ltda,base.ec
bank_203,,Coop De Ahorro Y Credito Nueva Esperanza,base.ec
bank_204,,Coop De Ahorro Y Credito San Jorge Ltda,base.ec
bank_205,,Coop De Ahorro Y Credito Fernando Daquilema,base.ec
bank_206,,Coop De A Y C Educadores De Pastaza Ltda,base.ec
bank_207,,Coop. A. Y C. De La Peq. Emp. Cacpe Zamora Ltda,base.ec
bank_208,,Coop. De A. Y C. Desarrollo Integral Ltda,base.ec
bank_209,,Coop. De Ahorro Y Credito El Calvario Ltda,base.ec
bank_210,,Coop. De A. Y C. Juan Pio De Mora Ltda,base.ec
bank_211,,Coop. De Ahorro Y Credito Pilahuin,base.ec
bank_212,,Coop. De Ahorro Y Credito Pucara Ltda,base.ec
bank_213,,Coop. A. Y C. Camara De Comercio De Pindal Cadecop,base.ec
bank_214,,Banco Del Instituto Ecuatoriano De Seguridad Social,base.ec
bank_215,,Coop De A Y C De Serv Publ Del Min Educacion Y Cul,base.ec
bank_216,,Coop De A Y C 23 De Mayo Ltda,base.ec
bank_217,,Coop De A Y C Coca Ltda,base.ec
bank_218,,Coop De Ahorro Y Credito Pilahuin Tio Ltda,base.ec
bank_219,,Coop De Ahorro Y Credito Huaicana Ltda,base.ec
bank_220,,Coop De A Y C Credisur Ltda,base.ec
bank_221,,Fondo De Cesantia Del Magisterio Ecuat Fcme-Fcpc,base.ec
bank_222,,Coop De Ahorro Y Credito Huaquillas Ltda,base.ec
bank_223,,Coop De A Y C Banos Ltda,base.ec
bank_224,,Coop De Ahorro Y Credito Cac-Cica Mies,base.ec
bank_225,,Coop De A Y C Vencedores De Tungurahua,base.ec
bank_226,,Coop A Y C Ecuafuturo Ltda,base.ec
bank_227,,Coop De A Y C Maquita Cushun Ltda,base.ec
bank_228,,Coop De A Y C Valles Del Lirio,base.ec
bank_229,,Coop Esfuerzo Unido Para El Desarr Del Chilco,base.ec
bank_230,,Coop A Y C Carroceros De Tungurahua,base.ec
bank_231,,Coop De Ahorro Y Credito Simiatug Ltda,base.ec
bank_232,,Coop De A Y C Sinchi Runa Ltda,base.ec
bank_233,,Coop De A Y C Santa Rosa De Pautan Ltda,base.ec
bank_234,,Coop De Ahorro Y Credito San Miguel De Sigchos,base.ec
bank_235,,Coop De A Y C Sierra Centro Ltda,base.ec
bank_236,,Coop De A Y C Gonzanama Mies,base.ec
bank_237,,Coop De Ahorro Y Credito Quilanga Ltda,base.ec
bank_238,,Coop De Ahorro Y Credito 27 De Abril Loja,base.ec
bank_239,,Coop De A Y C Crediamigo Ltda Loja Mies,base.ec
bank_240,,Coop De Ahorro Y Credito Fortuna Mies,base.ec
bank_241,,Coop A Y C Profesionales Del Volante Union Ltda,base.ec
bank_242,,Coop De Ahorro Y Credito Cacpe Celica,base.ec
bank_243,,Coop De A Y C Futuro Y Progreso De Galapagos Ltda,base.ec
bank_244,,Coop De A Y C Sumac Llacta Ltda,base.ec
bank_245,,Coop De A Y C Lucha Campesina Ltda,base.ec
bank_246,,Coop De A Y C Maquita Cushunchic Ltda,base.ec
bank_247,,Coop A Y C Focla,base.ec
bank_248,,Coop De A Y C Casag Ltda,base.ec
bank_249,,Banco D Miro Sa,base.ec
bank_250,,Coop De A Y C General Ruminahui,base.ec
bank_251,,Coop De A Y C Financiera Indigena Ltda,base.ec
bank_252,,Coop A Y C 20 Febrero Ltda,base.ec
bank_253,,Coop De A Y C Del Col. Fisc. Vicente Rocafuerte,base.ec
bank_254,,Coop De A Y C Jadan Ltda (Mies),base.ec
bank_255,,Coop De A Y C Inka Kipu Ltda,base.ec
bank_256,,Coop De A Y C Accion Tungurahua Ltda,base.ec
bank_257,,Coop De A Y C Pijal,base.ec
bank_258,,Coop De A Y C Escencia Indigena Ltda,base.ec
bank_259,,Coop De A Y C Union Mercedaria Ltda,base.ec
bank_260,,Coop De A Y C Catamayo Ltda,base.ec
bank_261,,Coop De A Y C De La Peq Empresa Cacpe Macara,base.ec
bank_262,,Coop A Y C Nuevos Horizontes El Oro Ltda,base.ec
bank_263,,Banco Coopnacional Sa,base.ec
bank_264,,Coop De A Y C 16 De Junio,base.ec
bank_265,,Coop A Y C Esc Sup Politec Agrop De Manabi Manuel,base.ec
bank_266,,Coop De Ahorro Y Credito Fasaynan Ltda,base.ec
bank_267,,Coop Cacique Guritave,base.ec
bank_268,,Coop Solidaridad Y Progreso Oriental,base.ec
bank_269,,Coop. De Aho Y Cred Los Andes Latinos Ltda.,base.ec
bank_270,,C. De A. Y C Coopac Austro Ltda (Miess),base.ec
bank_271,,Coop. De A. Y C. Salasaca,base.ec
bank_272,,Coop. De A. Y C. Sumak Samy Ltda.,base.ec
bank_273,,C. A. Y C. Intercult. Tarpuk Runa Ltda.,base.ec
bank_274,,Coop. De A. Y C. Virgen Del Cisne,base.ec
bank_275,,C. De A Y C Educad. De Zamora Chinchipe,base.ec
bank_276,,C. De Ah. Y Credito Las Lagunas (Miess),base.ec
bank_277,,C. De A Y C. Educadores De El Oro Ltd,base.ec
bank_278,,C De A Y C Emplead Bancar Del Oro Ltda,base.ec
bank_279,,Cooperativa De Ah. Y Credito Riochico,base.ec
bank_280,,C. De A. Y C. San Martin De Tisaleo Ltda.,base.ec
bank_281,,Coop. De A. Y C. Alli Tarpuc Ltda.,base.ec
bank_282,,C. De A Y C. San Miguel De Pallatanga,base.ec
bank_283,,Coop De A Y C Fenix,base.ec
bank_284,,Coop.De Ahorro Y Credito Camara De Comercio De Loj,base.ec
bank_285,,Coop.De A. Y C. De Crecimiento Economico Rentable,base.ec
bank_286,,Cooperativa De Ahorro Y Credito Santiago Ltda,base.ec
bank_287,,Coop.De A. Y C. Popular Y Solidaria,base.ec
bank_288,,Coop.De Ahorro Y Credito San Placido Ltda.,base.ec
bank_289,,Coop.De Ahorro Y Credito Ciudad De Zamora,base.ec
bank_290,,Coop. De A Y C De La Pequena Empresa De Palora,base.ec
bank_291,,Coop. De A. Y C. Indigena Alfa Y Omega Ltda,base.ec
bank_292,,Cooperativa De Ahorro Y Credito Crea Ltda ( Mies),base.ec
bank_293,,Coop. De A. Y C. Chibuleo Ltda.,base.ec
bank_294,,Coop. De A. Y C. El Tesoro Pillareno,base.ec
bank_295,,Coop. De A. Y C. Kisapincha Ltda.,base.ec
bank_296,,Coop. De A. Y C. Juventud Unida Ltda.,base.ec
bank_297,,Coop. De A. Y C. Union Quisapincha Ltda.,base.ec
bank_298,,Coop. De A. Y C. 13 De Abril Ltda,base.ec
bank_299,,Coop. De A. Y C. Salinas Ltda.,base.ec
bank_300,,Coop. De A. Y C. San Pedro Ltda.,base.ec
bank_301,,Coop. De A. Y C. Los Chasquis Pastocalle Ltda.,base.ec
bank_302,,Coop. De A. Y C. Coopindigena Ltda.,base.ec
bank_303,,Coop. De A. Y C. La Union Ltda.,base.ec
bank_304,,Coop. De A. Y C. Padre Vicente Ponce Rubio,base.ec
bank_305,,Coop. De A. Y C. Mushug Causay Ltda.,base.ec
bank_306,,Coop. De A. Y C. 29 De Agosto,base.ec
bank_307,,Coop. De A. Y C. Credisocio,base.ec
bank_308,,Coop. De A. Y C. Fondo Para El Desarrollo Y La Vid,base.ec
bank_309,,Cooperativa De A Y C Nueva Vision,base.ec
bank_310,,Coop. De Ahorro Y Credito Focash Ltda.,base.ec
bank_311,,Coop. De A. Y C. San Vicente Del Sur Ltda.,base.ec
bank_312,,Coop. De A. Y C. Para La Vivienda Orden Y Segurida,base.ec
bank_313,,Coop De A. Y C. Camara De Comercio Joya De Los Sac,base.ec
bank_314,,Coop. De A. Y C. Focap,base.ec
bank_315,,Coop. De A. Y C. 18 De Noviembre,base.ec
bank_316,,Cooperativa De Ahorro Y Credito Dr. Cornelio Saenz,base.ec
bank_317,,Coop De A. Y C. Educadores Del Azuay,base.ec
bank_318,,Coop. De A. Y C. Indigena Sac Ltda,base.ec
bank_319,,Coop. De A. Y C. Credi Ya Ltda,base.ec
bank_320,,Coop. De A. Y C. San Bartolome Ltda,base.ec
bank_321,,Coop. De Ahorro Y Credito Mushuk Yuyay,base.ec
bank_322,,Coop De A. Y C. Sisay Kanari,base.ec
bank_323,,Cooperativa De A Y C Accion Imbaburapak Ltda.,base.ec
bank_324,,Coop De A. Y C. Hermes Gaibor Verdesoto,base.ec
bank_325,,Coop. De A. Y C. Semillas De Pangua,base.ec
bank_326,,Cooperativa De A Y C Mushuk Solidaria,base.ec
bank_327,,Coop De A. Y C. Panamericana Ltda,base.ec
bank_328,,Coop. De A. Y C. Vilcabamba Cacvil,base.ec
bank_329,,Coop. De A. Y C. Familia Solidaria,base.ec
bank_330,,Cooperativa De Ahorro Y Credito El Paraiso Manga D,base.ec
bank_331,,Coac De Los Profesores Empleados Y Trabajadores De,base.ec
bank_332,,Coac. Santa Rosa De San Carlos Ltda.,base.ec
bank_333,,Coop. De A. Y C. Constructor Del Desarrollo Solida,base.ec
bank_334,,Coop De A. Y C. Mushuk Yuyay Ltda,base.ec
bank_335,,Corporacion Financiera,base.ec
bank_336,,Coop. De A. Y C. Alianza Social Ecu. Alsec,base.ec
bank_337,,Coop. De A. Y C. Renovadora Ecu,base.ec
bank_338,,Coop. De A. Y C. Mushuk Yuyay - Napo,base.ec
bank_339,,Coop. De A. Y C. Santa Ana De Nayon,base.ec
bank_340,,Coop. De A. Y C. Educadores Del Napo,base.ec
bank_341,,Cooperativa De A. Y C. Textil 14 De Marzo,base.ec
bank_342,,Coop. De A Y C San Carlos Ltda.,base.ec
bank_343,,Coac A Y C Esperanza De Valle De La Virgen Ltda.,base.ec
bank_344,,Coac A Y C Zona De Capital Corcimol,base.ec
bank_345,,Coop.De A. Y C. Artesanal Del Azuay,base.ec
bank_346,,Cooperativa De Ahorro Y Credito Sumak Sisa,base.ec
bank_347,,Coop. De A. Y C. Rey David Ltda,base.ec
bank_348,,Coop. De A. Y C. Kullki Wasi Ltda.,base.ec
bank_349,,Coop De A. Y C. Sinchi Codefis,base.ec
bank_350,,Coop. De A. Y C. Fuerza De Los Andes,base.ec
bank_351,,Coop De A. Y C. Camino De Luz Ltda.,base.ec
bank_352,,Coac A Y C Educadores De Bolivar,base.ec
bank_353,,Coac San Miguel Ltda.,base.ec
bank_354,,Coop. De A. Y C. Salinerita,base.ec
bank_355,,Coop. De A. Y C. Bola Amarilla,base.ec
bank_356,,Coop A Y C Vision De Los Andes Visandes,base.ec
bank_357,,Coop. De A. Y C. Senor Del Arbol,base.ec
bank_358,,Coop. De A. Y C. Camara De Comercio De La Mana,base.ec
bank_359,,Coop De A. Y C. Educadores De Loja,base.ec
bank_360,,Coop De A. Y C. Indigena Sac Latacunga Ltda,base.ec
bank_361,,Coop De A.Y C. Cadecog Gonzanama,base.ec
bank_362,,Coac Coopymec Macara,base.ec
bank_363,,Coac Cadecom Macara,base.ec
bank_364,,Coop De A. Y C. 22 De Junio-Orianga,base.ec
bank_365,,Coop. A.Yc.Sagrada Familia Solidaridad,base.ec
bank_366,,Coop. De A. Y C. Naupa Kausay,base.ec
bank_367,,Ccop A Y C De Apecap Cac Apecap,base.ec
bank_368,,Coop De A. Y C. San Juan De Cotogchoa,base.ec
bank_369,,Coop De Ahorro Y Credito La Merced,base.ec
bank_370,,Coop. De A. Y C. Cooptopaxi Ltda.,base.ec
bank_371,,Coop. De A. Y C. Grameen Amazonas,base.ec
bank_372,,Coop. De A. Y C. El Transportista Cacet,base.ec
bank_373,,Coop. De A Y C. Servidores Municipales De Cuenca,base.ec
bank_374,,Coop. De Ahorro Y Credito Profuturo Ltda.,base.ec
bank_375,,Coop. De A. Y C. Iliniza Ltda.,base.ec
bank_376,,Coop. De Ahorro Y Credito Saraguros,base.ec
bank_377,,Cooperativa De Ahorro Y Credito Inti Wasi Ltda.,base.ec
bank_378,,Cooperativa De Ahorro Y Credito San Isidro Ltda.,base.ec
bank_379,,Coop. De A. Y C. Empresas Comunitarias Coocredito,base.ec
bank_380,,Silvercross S.A Casa De Valores Sccv,base.ec
bank_381,,Real Casa De Valores De Guayaquil S.A.,base.ec
bank_382,,Cooperativa De Ahorro Y Credito Etapa,base.ec
bank_383,,Coop. Ahorro Y Credito Mascoop,base.ec
bank_384,,Coop. De A. Y C. Saint Michel Ltda.,base.ec
bank_385,,Coop. Ahorro Y Credito Manantial De Oro Ltda.,base.ec
bank_386,,Coop. De Ahorro Y Credito Andina Ltda.,base.ec
bank_387,,Coop. De Ahorro Y Credito Accion Y Desarrollo Ltda,base.ec
bank_388,,Coop. De A. Y C. Union Y Desarrollo,base.ec
bank_389,,Coop. De A. Y C. Esperanza Del Futuro Ltda.,base.ec
bank_390,,Coop. De A. Y C. 17 De Marzo Ltda,base.ec
bank_391,,Coop. De A. Y C. Catar Ltda,base.ec
bank_392,,Coop. De A. Y C. De Accion Popular,base.ec
bank_393,,Coop. De A. Y C. Alli Tarpuk Ltda,base.ec
bank_394,,Coop. De A. Y C. 16 De Julio Ltda,base.ec
bank_395,,Coop. De A. Y C. Suboficiales De La Policia Nacion,base.ec
bank_396,,Coop. De A. Y C. Politecnica Ltda.,base.ec
bank_397,,Coop. De A. Y C. Nacional Llano Grande Ltda.,base.ec
bank_398,,Coop. De A. Y C. San Valentin,base.ec
bank_399,,Coop. De A. Y C. Totalife Ltda,base.ec
bank_400,,Acciones Valores Casa De Valores S.A. Accival,base.ec
bank_401,,Santa Fe Casa De Valores S.A. Santafevalores,base.ec
bank_402,,Picaval Casa De Valores S.A,base.ec
bank_403,,Analytica Securties C.A. Casa De Valores,base.ec
bank_404,,Orion Casa De Valores S.A,base.ec
bank_405,,Stratega Casa De Valores S.A.,base.ec
bank_406,,Ecofsa Casa De Valores S.A.,base.ec
bank_407,,Merchantvalores Casa De Valores S.A.,base.ec
