id,code,name,state_id:id
l10n_tr_nilvera_einvoice_extended_tax_office_022,10264,Gönen Vergi Dairesi Müdürlüğü,base.state_tr_10
l10n_tr_nilvera_einvoice_extended_tax_office_023,10265,Susurluk Vergi Dairesi Müdürlüğü,base.state_tr_10
l10n_tr_nilvera_einvoice_extended_tax_office_024,10266,Erdek Vergi Dairesi Müdürlüğü,base.state_tr_10
l10n_tr_nilvera_einvoice_extended_tax_office_025,10267,Bigadiç Vergi Dairesi Müdürlüğü,base.state_tr_10
l10n_tr_nilvera_einvoice_extended_tax_office_026,10268,Sındırgı Vergi Dairesi Müdürlüğü,base.state_tr_10
l10n_tr_nilvera_einvoice_extended_tax_office_027,10269,Dursunbey Vergi Dairesi Müdürlüğü,base.state_tr_10
l10n_tr_nilvera_einvoice_extended_tax_office_028,10280,Kurtdereli Vergi Dairesi Müdürlüğü,base.state_tr_10
l10n_tr_nilvera_einvoice_extended_tax_office_029,103,Borçka Malmüdürlüğü,base.state_tr_08
l10n_tr_nilvera_einvoice_extended_tax_office_030,103,Eleşkirt Malmüdürlüğü,base.state_tr_04
l10n_tr_nilvera_einvoice_extended_tax_office_031,103,Dazkırı Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_032,103,Balâ Malmüdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_033,103,Feke Malmüdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_034,103,Gerger Malmüdürlüğü,base.state_tr_02
l10n_tr_nilvera_einvoice_extended_tax_office_035,104,Hamur Malmüdürlüğü,base.state_tr_04
l10n_tr_nilvera_einvoice_extended_tax_office_036,104,Finike Malmüdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_037,104,Gölbaşı Malmüdürlüğü,base.state_tr_02
l10n_tr_nilvera_einvoice_extended_tax_office_038,104,Karacasu Malmüdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_039,105,Karaisalı Malmüdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_040,105,Gazipaşa Malmüdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_041,105,Şavşat Malmüdürlüğü,base.state_tr_08
l10n_tr_nilvera_einvoice_extended_tax_office_042,105,İhsaniye Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_043,105,Koçarlı Malmüdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_044,106,Hamamözü Malmüdürlüğü,base.state_tr_05
l10n_tr_nilvera_einvoice_extended_tax_office_045,106,Yusufeli Malmüdürlüğü,base.state_tr_08
l10n_tr_nilvera_einvoice_extended_tax_office_046,106,Çamlıdere Malmüdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_047,106,Samsat Malmüdürlüğü,base.state_tr_02
l10n_tr_nilvera_einvoice_extended_tax_office_048,106,Taşlıçay Malmüdürlüğü,base.state_tr_04
l10n_tr_nilvera_einvoice_extended_tax_office_049,106,Gündoğmuş Malmüdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_050,107,Tutak Malmüdürlüğü,base.state_tr_04
l10n_tr_nilvera_einvoice_extended_tax_office_051,107,Kaş Malmüdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_052,107,Murgul Malmüdürlüğü,base.state_tr_08
l10n_tr_nilvera_einvoice_extended_tax_office_053,107,Sinanpaşa Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_054,107,Sincik Malmüdürlüğü,base.state_tr_02
l10n_tr_nilvera_einvoice_extended_tax_office_055,107,Kuyucak Malmüdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_056,108,Tut Malmüdürlüğü,base.state_tr_02
l10n_tr_nilvera_einvoice_extended_tax_office_057,108,Sultandağı Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_058,109,Pozantı Malmüdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_059,109,Şuhut Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_060,110,Sultanhisar Malmüdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_061,110,Güdül Malmüdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_062,110,Saimbeyli Malmüdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_063,111,Yenipazar Malmüdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_064,111,Başmakçı Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_065,111,Tufanbeyli Malmüdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_066,11102,Gölpazarı Malmüdürlüğü,base.state_tr_11
l10n_tr_nilvera_einvoice_extended_tax_office_067,11103,Osmaneli Malmüdürlüğü,base.state_tr_11
l10n_tr_nilvera_einvoice_extended_tax_office_068,11104,Pazaryeri Malmüdürlüğü,base.state_tr_11
l10n_tr_nilvera_einvoice_extended_tax_office_069,11105,Söğüt Malmüdürlüğü,base.state_tr_11
l10n_tr_nilvera_einvoice_extended_tax_office_070,11106,Yenipazar Malmüdürlüğü,base.state_tr_11
l10n_tr_nilvera_einvoice_extended_tax_office_071,11107,İnhisar Malmüdürlüğü,base.state_tr_11
l10n_tr_nilvera_einvoice_extended_tax_office_072,112,Demre Malmüdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_073,112,Kalecik Malmüdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_074,112,Yumurtalık Malmüdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_075,112,Buharkent Malmüdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_076,112,Bayat Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_077,11260,Bilecik Vergi Dairesi Müdürlüğü,base.state_tr_11
l10n_tr_nilvera_einvoice_extended_tax_office_078,11261,Bozüyük Vergi Dairesi Müdürlüğü,base.state_tr_11
l10n_tr_nilvera_einvoice_extended_tax_office_079,113,İbradı Malmüdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_080,113,İncirliova Malmüdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_081,114,Çobanlar Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_082,114,Karpuzlu Malmüdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_083,114,Aladağ Malmüdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_084,115,Köşk Malmüdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_085,115,Kızılcahamam Malmüdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_086,115,Evciler Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_087,115,İmamoğlu Malmüdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_088,116,Hocalar Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_089,117,Nallıhan Malmüdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_090,117,Kızılören Malmüdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_091,12101,Genç Malmüdürlüğü,base.state_tr_12
l10n_tr_nilvera_einvoice_extended_tax_office_092,12102,Karlıova Malmüdürlüğü,base.state_tr_12
l10n_tr_nilvera_einvoice_extended_tax_office_093,12103,Kiğı Malmüdürlüğü,base.state_tr_12
l10n_tr_nilvera_einvoice_extended_tax_office_094,12104,Solhan Malmüdürlüğü,base.state_tr_12
l10n_tr_nilvera_einvoice_extended_tax_office_095,12105,Adaklı Malmüdürlüğü,base.state_tr_12
l10n_tr_nilvera_einvoice_extended_tax_office_096,12106,Yayladere Malmüdürlüğü,base.state_tr_12
l10n_tr_nilvera_einvoice_extended_tax_office_097,12107,Yedisu Malmüdürlüğü,base.state_tr_12
l10n_tr_nilvera_einvoice_extended_tax_office_098,12260,Bingöl Vergi Dairesi Müdürlüğü,base.state_tr_12
l10n_tr_nilvera_einvoice_extended_tax_office_099,125,Akyurt Malmüdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_100,127,Evren Malmüdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_101,13101,Adilcevaz Malmüdürlüğü,base.state_tr_13
l10n_tr_nilvera_einvoice_extended_tax_office_102,13102,Ahlat Malmüdürlüğü,base.state_tr_13
l10n_tr_nilvera_einvoice_extended_tax_office_103,13103,Hizan Malmüdürlüğü,base.state_tr_13
l10n_tr_nilvera_einvoice_extended_tax_office_104,13104,Mutki Malmüdürlüğü,base.state_tr_13
l10n_tr_nilvera_einvoice_extended_tax_office_105,13106,Güroymak Malmüdürlüğü,base.state_tr_13
l10n_tr_nilvera_einvoice_extended_tax_office_106,13260,Bitlis Vergi Dairesi Müdürlüğü,base.state_tr_13
l10n_tr_nilvera_einvoice_extended_tax_office_107,13261,Tatvan Vergi Dairesi Müdürlüğü,base.state_tr_13
l10n_tr_nilvera_einvoice_extended_tax_office_108,14104,Göynük Malmüdürlüğü,base.state_tr_14
l10n_tr_nilvera_einvoice_extended_tax_office_109,14105,Kıbrıscık Malmüdürlüğü,base.state_tr_14
l10n_tr_nilvera_einvoice_extended_tax_office_110,14106,Mengen Malmüdürlüğü,base.state_tr_14
l10n_tr_nilvera_einvoice_extended_tax_office_111,14107,Mudurnu Malmüdürlüğü,base.state_tr_14
l10n_tr_nilvera_einvoice_extended_tax_office_112,14108,Seben Malmüdürlüğü,base.state_tr_14
l10n_tr_nilvera_einvoice_extended_tax_office_113,14113,Dörtdivan Malmüdürlüğü,base.state_tr_14
l10n_tr_nilvera_einvoice_extended_tax_office_114,14114,Yeniçağa Malmüdürlüğü,base.state_tr_14
l10n_tr_nilvera_einvoice_extended_tax_office_115,14260,Bolu Vergi Dairesi Müdürlüğü,base.state_tr_14
l10n_tr_nilvera_einvoice_extended_tax_office_116,14262,Gerede Vergi Dairesi Müdürlüğü,base.state_tr_14
l10n_tr_nilvera_einvoice_extended_tax_office_117,15101,Ağlasun Malmüdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_118,15103,Gölhisar Malmüdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_119,15104,Tefenni Malmüdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_120,15105,Yeşilova Malmüdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_121,15106,Karamanlı Malmüdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_122,15107,Kemer Malmüdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_123,15108,Altınyayla Malmüdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_124,15109,Çavdır Malmüdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_125,15110,Çeltikçi Malmüdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_126,15260,Burdur Vergi Dairesi Müdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_127,15261,Bucak Vergi Dairesi Müdürlüğü,base.state_tr_15
l10n_tr_nilvera_einvoice_extended_tax_office_128,16105,Keles Malmüdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_129,16108,Orhaneli Malmüdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_130,16111,Harmancık Malmüdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_131,16112,Büyükorhan Malmüdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_132,16201,Gemlik Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_133,16202,İnegöl Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_134,16203,Karacabey Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_135,16204,Mustafakemalpaşa Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_136,16205,Mudanya Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_137,16206,Orhangazi Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_138,16207,İznik Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_139,16208,Yenişehir Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_140,16250,Bursa İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_141,16251,Osmangazi Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_142,16252,Yıldırım Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_143,16253,Çekirge Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_144,16254,Setbaşı Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_145,16255,Uludağ Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_146,16256,Yeşil Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_147,16257,Nilüfer Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_148,16258,Ertuğrulgazi Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_149,16259,Gökdere Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_150,16260,Bursa Veraset ve Harçlar Vergi Dairesi Müdürlüğü,base.state_tr_16
l10n_tr_nilvera_einvoice_extended_tax_office_151,17101,Ayvacık Malmüdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_152,17102,Bayramiç Malmüdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_153,17104,Bozcaada Malmüdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_154,17106,Eceabat Malmüdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_155,17107,Ezine Malmüdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_156,17109,Gökçeada Malmüdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_157,17110,Lapseki Malmüdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_158,17111,Yenice Malmüdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_159,17260,Çanakkale Vergi Dairesi Müdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_160,17261,Biga Vergi Dairesi Müdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_161,17262,Çan Vergi Dairesi Müdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_162,17263,Gelibolu Vergi Dairesi Müdürlüğü,base.state_tr_17
l10n_tr_nilvera_einvoice_extended_tax_office_163,18101,Çerkeş Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_164,18102,Eldivan Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_165,18104,Ilgaz Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_166,18105,Kurşunlu Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_167,18106,Orta Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_168,18108,Şabanözü Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_169,18109,Yapraklı Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_170,18110,Atkaracalar Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_171,18111,Kızılırmak Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_172,18112,Bayramören Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_173,18113,Korgun Malmüdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_174,18260,Çankırı Vergi Dairesi Müdürlüğü,base.state_tr_18
l10n_tr_nilvera_einvoice_extended_tax_office_175,19101,Alaca Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_176,19102,Bayat Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_177,19103,İskilip Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_178,19104,Kargı Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_179,19105,Mecitözü Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_180,19106,Ortaköy Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_181,19107,Osmancık Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_182,19109,Boğazkale Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_183,19110,Uğurludağ Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_184,19111,Dodurga Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_185,19112,Oğuzlar Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_186,19113,Laçin Malmüdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_187,19260,Çorum Vergi Dairesi Müdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_188,19261,Sungurlu Vergi Dairesi Müdürlüğü,base.state_tr_19
l10n_tr_nilvera_einvoice_extended_tax_office_189,201,Efeler Vergi Dairesi Müdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_190,201,Tınaztepe Vergi Dairesi Müdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_191,201,Alanya Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_192,201,Ceyhan Vergi Dairesi Müdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_193,20104,Çameli Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_194,20105,Çardak Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_195,20107,Güney Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_196,20108,Kale Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_197,20111,Babadağ Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_198,20112,Bekilli Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_199,20113,Honaz Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_200,20114,Serinhisar Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_201,20115,Pamukkale Malmüdürlüğü (Akköy),base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_202,20116,Baklan Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_203,20117,Beyağaç Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_204,20118,Bozkurt Malmüdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_205,202,Serik Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_206,202,Çay Vergi Dairesi Müdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_207,20201,Saraylar Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_208,20202,Çınar Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_209,20203,Gökpınar Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_210,20250,Denizli İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_211,20260,Sarayköy Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_212,20261,Acıpayam Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_213,20262,Tavas Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_214,20263,Buldan Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_215,20264,Çal Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_216,20265,Çivril Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_217,20280,Pamukkale Vergi Dairesi Müdürlüğü,base.state_tr_20
l10n_tr_nilvera_einvoice_extended_tax_office_218,203,Manavgat Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_219,203,Kozan Vergi Dairesi Müdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_220,204,Elmalı Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_221,205,Kemer Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_222,205,Karataş Vergi Dairesi Müdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_223,205,Polatlı Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_224,206,Kumluca Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_225,207,Şereflikoçhisar Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_226,209,Beypazarı Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_227,211,Çubuk Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_228,21102,Çermik Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_229,21103,Çınar Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_230,21104,Çüngüş Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_231,21105,Dicle Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_232,21107,Hani Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_233,21108,Hazro Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_234,21109,Kulp Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_235,21110,Lice Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_236,21111,Silvan Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_237,21112,Eğil Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_238,21113,Kocaköy Malmüdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_239,21251,Gökalp Vergi Dairesi Müdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_240,21281,Süleyman Nazif Vergi Dairesi Müdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_241,21282,Cahit Sıtkı Tarancı Vergi Dairesi Müdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_242,21283,Ergani Vergi Dairesi Müdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_243,21284,Bismil Vergi Dairesi Müdürlüğü,base.state_tr_21
l10n_tr_nilvera_einvoice_extended_tax_office_244,213,Haymana Vergi Dairesi Müdürlüğü,base.state_tr_06
