"id","name","code","account_type","note","chart_template_id/id","nocreate","reconcile"
"chartgr_13_13","Σιδηροδρομικά οχήματα εκτός εκμετάλλευσης","13.13","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_14","Πλωτά μέσα εκτός εκμετάλλευσης","13.14","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_15","Εναέρια μέσα εκτός εκμετάλλευσης","13.15","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_16","Μέσα εσωτερικών μεταφορών εκτός εκμετάλλευσης","13.16","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_19","Λοιπά μέσα μετάφοράς εκτός εκμετάλλευσης","13.19","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_90","Μεταφορικά μέσα, στο ΟΔΔΥ, για εκποίηση","13.90","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_99_00","Αποσβεσμένα αυτοκίνητα λεωφορεία","13.99.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_99_01","Αποσβεσμένα λοιπά επιβατικά αυτοκίνητα","13.99.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_99_02","Αποσβεσμένα φορτηγά - Ρυμούλκες - Είδικής Χρήσης","13.99.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_99_03","κ.λ.π.","13.99.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_00","Έπιπλα","14.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_01","Σκεύη ","14.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_02","Μηχανές γραφείων","14.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_03","Ηλεκτρονικοί Υπολογιστές και ηλεκτρονικά συγκροτήματα","14.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_04","Μέσα αποθήκευσης και μεταφοράς","14.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_05","Επιστημονικά όργανα","14.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_06","Ζώα για πάγια εκμετάλλευση","14.06","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_08","Εξοπλισμός τηλεπικοινωνιών","14.08","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_09","Λοιπός εξοπλισμός","14.09","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_10","Έπιπλα εκτός εκμετάλλευσης","14.10","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_11","Σκεύη  εκτός εκμετάλλευσης","14.11","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_12","Μηχανές γραφείων εκτός εκμετάλλευσης","14.12","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_13","Ηλεκτρονικοί Υπολογιστές και ηλεκτρ. συγκροτήματα εκτός εκμετάλλευσης","14.13","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_14","Μέσα αποθήκευσης και μεταφοράς εκτός εκμετάλλευσης","14.14","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_15","Επιστημονικά όργανα εκτός εκμετάλλευσης","14.15","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_16","Ζώα για πάγια εκμετάλλευση εκτός εκμετάλλευσης","14.16","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_18","Εξοπλισμός τηλεπικοινωνιών εκτός εκμετάλλευσης","14.18","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_19","Λοιπός εξοπλισμός εκτός εκμετάλλευσης","14.19","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_90","Έπιπλα και λοιπός εξοπλισμός στο ΟΔΔΥ για εκποίηση","14.90","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_99_00","Αποσβεσμένα έπιπλα  ","14.99.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_99_01","Αποσβεσμένα σκεύη","14.99.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_99_02","Αποσβεσμένες μηχανές γραφείου","14.99.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_15_01","Κτίρια - Εγκαταστάσεις κτιρίων - τεχνικά έργα υπό εκτέλεση","15.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_15_02","Μηχανήματα - Τεχνικές εγκατ/σεις - Λοιπός μηχ/κος εξοπλισμός υπό εκτέλεση","15.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_15_03","Μεταφορικά μέσα υπό εκτέλεση","15.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_15_04","Έπιπλα και λοιπός εξοπλισμός υπό εκτέλεση","15.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_15_09","Προκαταβολές κτήσης παγίων","15.09","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_00","Υπεραξία επιχείρησης (GOOD WILL)","16.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_01_00","Διπλώματα ευρεσιτεχνίας","16.01.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_01_01","Άδειες παραγωγής και εκμετάλλευσης (LICENCES)","16.01.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_01_02","Σήματα","16.01.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_01_03","Μέθοδοι","16.01.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_01_04","Πρότυπα (KNOW HOW)","16.01.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_01_05","Σχέδια","16.01.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_02","Δικαιώματα (παραχωρήσεις κλπ) εκμετάλλευσεις ορυχείων-μεταλλείων-λατομείων","16.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_03","Λοιπές παραχωρήσεις","16.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_04","Δικαιώματα χρήσης ενσώματων παγίων στοιχείων","16.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_05","Λοιπά δικαιώματα","16.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_10","Έξοδα ίδρυσης πρώτης εγκατάστασης","16.10","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_11","Έξοδα ερευνών ορυχείων - μεταλλείων - λατομείων","16.11","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_12","Έξοδα λοιπών ερευνών ","16.12","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_13","Έξοδα αύξησης κεφαλαίου και έκδοσης ομολογιακών δανείων","16.13","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_14","Έξοδα κτήσης ακινητοποιήσεων","16.14","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_15","Συναλλαγματικές διαφορές από πιστώσεις και δάνεια για κτήσεις πάγιων στοιχείων","16.15","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_16","Διαφορές έκδοσης και εξόφλησης ομολογιών","16.16","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_17","Έξοδα αναδιοργάνωσης","16.17","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_18","Τόκοι δανείων κατασκευαστικής περιόδου","16.18","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_19","Λοιπά έξοδα πολυετούς απόσβεσης","16.19","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_90","Έξοδα μετεγκατάστασης επιχειρήσεως","16.90","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_98","Προκαταβολές κτήσης ασώματων ακινητοποίησεων","16.98","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_99_00","Αποσβεσμένη υπεραξία επιχείρησης","16.99.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_99_01","Αποσβεσμένα δικαιώματα βιομηχανικής ιδιοκτησίας","16.99.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_99_02","Αποσβ.δικαιώματα (παραχωρήσεις) εκμετάλλευσης ορυχείων, μεταλλείων,λατομείων ","16.99.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_00","Μετοχές εισαγμένες στο Χρηματιστήριο εταιριών εσωτερικού","18.00.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_01","Μετοχές μη εισαγμένες στο Χρηματιστήριο εταιριών εσωτερικού","18.00.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_02","Ανεξόφλητες μετοχές εισαγμένες στο Χρηματιστήριο εταιριών εσωτερικού","18.00.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_03","Ανεξόφλητες μετοχές μη εισαγμένες στο Χρηματιστήριο εταιριών εσωτερικού","18.00.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_04","Μετοχές εισαγμένες στο Χρηματιστήριο εταιριών εξωτερικού","18.00.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_05","Μετοχές μη εισαγμένες στο Χρηματιστήριο εταιριών εξωτερικού","18.00.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_06","Ανεξόφλητες μετοχές εισαγμένες στο Χρηματιστήριο εταιριών εξωτερικού","18.00.06","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_07","Ανεξόφλητες μετοχές μη εισαγμένες στο Χρηματιστήριο εταιριών εξωτερικού","18.00.07","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_08","Συμμετοχές σε λοιπές (πλην ΑΕ) επιχειρήσεις εσωτερικού","18.00.08","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_09","Συμμετοχές σε λοιπές (πλην ΑΕ) επιχειρήσεις εξωτερικού","18.00.09","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_10","Προεγγραφές σε υπό έκδοση μετοχές εταιριών εσωτερικού","18.00.10","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_11","Προεγγραφές σε υπό έκδοση μετοχές εταιριών εξωτερικού","18.00.11","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_12","Μετοχές σε τρίτους για εγγύηση","18.00.12","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00_99","Προβλέψεις για υποτιμήσεις συμμετοχών σε συνδεδεμένες επιχειρήσεις","18.00.99","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_00","Μετοχές εισηγμένες στο Χρηματιστήριο εταιριών εσωτερικού","18.01.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_01","Μετοχές μη εισαγμένες στο Χρηματιστήριο εταιριών εσωτερικού","18.01.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_02","Ανεξόφλητες μετοχές εισαγμένες στο Χρηματιστήριο εταιριών εσωτερικού","18.01.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_03","Ανεξόφλητες μετοχές μη εισαγμένες στο Χρηματιστήριο εταιριών εσωτερικού","18.01.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_04","Μετοχές εισαγμένες στο Χρηματιστήριο εταιριών εξωτερικού","18.01.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_05","Μετοχές μη εισαγμένες στο Χρηματιστήριο εταιριών εξωτερικού","18.01.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_06","Ανεξόφλητες μετοχές εισαγμένες στο Χρηματιστήριο εταιριών εξωτερικού","18.01.06","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_07","Ανεξόφλητες μετοχές μη εισαγμένες στο Χρηματιστήριο εταιριών εξωτερικού","18.01.07","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_08","Συμμετοχές σε λοιπές (πλην ΑΕ) επιχειρήσεις εσωτερικού","18.01.08","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_09","Συμμετοχές σε λοιπές (πλην ΑΕ) επιχειρήσεις εξωτερικού","18.01.09","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_10","Προεγγραφές σε υπό έκδοση μετοχές εταιριών εσωτερικού","18.01.10","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_11","Προεγγραφές σε υπό έκδοση μετοχές εταιριών εξωτερικού","18.01.11","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_12","Μετοχές σε τρίτους για εγγύηση","18.01.12","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_99","Προβλέψεις για υποτιμήσεις συμμετοχών σε συνδεδεμένες επιχειρήσεις","18.01.99","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_02","Μακροπρόθεσμες απαιτήσεις κατά συγγενών συνδεδεμένων επιχειρήσεων σε δρχ","18.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_03","Μακροπρόθεσμες απαιτήσεις κατά συγγενών συνδεδεμένων επιχειρήσεων σε Ξ.Ν.","18.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_04","Μακρ/σμες απαιτήσεις κατά λοιπών συμμετοχικού ενδιαφέροντος επιχ/σεων σε δρχ.","18.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_05","Μακρ/σμες απαιτήσεις κατά λοιπών συμμετοχικού ενδιαφέροντος επιχ/σεων σε Ξ.Ν.","18.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_06","Μακροπρόθεσμες απαιτήσεις κατά εταίρων","18.06","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_07","Γραμμάτια εισπρακτέα μακροπρόθεσμα σε δρχ.","18.07","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_08","Γραμμάτια εισπρακτέα μακροπρόθεσμα σε Ξ.Ν.","18.08","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_09","Μη δεδουλευμένοι τόκοι γραμματίων εισπρακτέων μακρ/σμα σε δρχ","18.09","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_10","Μη δεδουλευμένοι τόκοι γραμματίων εισπρακτέων μακρ/σμα σε Ξ.Ν.","18.10","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_11","Δοσμένες εγγυήσεις","18.11","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_12","Οφειλόμενο κεφάλαιο","18.12","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_13","Λοιπές μακροπρόθεσμες απαιτήσεις σε δρχ ","18.13","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_14","Λοιπές μακροπρόθεσμες απαιτήσεις σε Ξ.Ν.","18.14","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_15","Τίτλοι με χαρακτήρα ακινητοποιήσεων σε δρχ","18.15","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_16","Τίτλοι με χαρακτήρα ακινητοποιήσεων σε Ξ.Ν.","18.16","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_10_00","Γήπεδα - Οικόπεδα","19.10.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_10_00_00","Υποκατάστημα Α","19.10.00.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_10_01","Εργοστάσιο Β κ.λ.π.","19.10.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_11","Κτίρια - Εγκαταστάσεις κτιρίων- Τεχνικά έργα","19.11","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_12","Μηχ/τα - Τεχν. Εγκαταστάσεις - Λοιπός Μηχαν. Εξοπλισμός","19.12","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_13","Μεταφορικά Μέσα","19.13","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_14","Έπιπλα και λοιπός εξοπλισμός","19.14","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_15","Ακινητοποιήσεις υπό εκτέλεση και Προκαταβολές κτήσης παγίων στοιχείων","19.15","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_16","Ασώματες ακινητοποιήσεις και έξοδα πολυετούς απόσβεσης","19.16","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_19_18","Συμμετοχές και λοιπές μακροπρόθεσμες απαιτήσεις","19.18","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_00_00","Αποθέματα με 8%","20.00.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_00_01","Αγορές χρήσης με 8%","20.00.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_01_00","Αποθέματα με 8%","20.01.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
