"id","name","description","invoice_label","type_tax_use","l10n_in_tax_type","amount_type","amount","tax_scope","active","tax_group_id","is_base_affected","include_base_amount","children_tax_ids","formula","sequence","l10n_in_reverse_charge","repartition_line_ids/factor_percent","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/tag_ids","fiscal_position_ids","original_tax_ids","l10n_in_is_lut","is_withholding_tax"
"tds_sale_10_us_393_1_5_iii","10% TDS 393(1) SI.5(iii) INT SPEC S","TDS @10% on interest other securities by specified person [other than banking company/co-operative society/post office]","TDS @10% u/s 393(1) SI.5(iii)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_1_us_393_1_6_i_a","1% TDS 393(1) SI.6(i) D(a) CONT IND S","TDS @1% on contract payments to Individual/HUF contractor (designated person)","TDS @1% u/s 393(1) SI.6(i) D(a)","sale","tds","percent","-1","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_1_6_i_b","2% TDS 393(1) SI.6(i) D(b) CONT OTH S","TDS @2% on contract payments to non-individual/HUF contractor (designated person)","TDS @2% u/s 393(1) SI.6(i) D(b)","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_1_6_ii","2% TDS 393(1) SI.6(ii) CONT IND S","TDS @2% on contract/professional services/commission by Individual/HUF (non-designated)","TDS @2% u/s 393(1) SI.6(ii)","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_1_6_iii_a","2% TDS 393(1) SI.6(iii) D(a) TECH S","TDS @2% on technical services (non-professional) / royalty for films / call centre operation","TDS @2% u/s 393(1) SI.6(iii) D(a)","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_6_iii_b","10% TDS 393(1) SI.6(iii) D(b) PROF S","TDS @10% on professional services / royalty / Sec 26(2)(h) sum","TDS @10% u/s 393(1) SI.6(iii) D(b)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_7","10% TDS 393(1) SI.7 DIV S","TDS @10% on dividend (including preference shares) declared by domestic company","TDS @10% u/s 393(1) SI.7","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_1_8_i","2% TDS 393(1) SI.8(i) LIC S","TDS @2% on income component of life insurance policy sum (including bonus)","TDS @2% u/s 393(1) SI.8(i)","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_0_1_us_393_1_8_ii","0.1% TDS 393(1) SI.8(ii) GOODS S","TDS @0.1% on purchase of goods exceeding ₹50 lakh (on amount above ₹50L)","TDS @0.1% u/s 393(1) SI.8(ii)","sale","tds","percent","-0.1","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_8_iii","10% TDS 393(1) SI.8(iii) SR CITIZEN S","TDS @10% on Total Income of a Specified Senior Citizen","TDS @10% u/s 393(1) SI.8(iii)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_8_iv","10% TDS 393(1) SI.8(iv) PERQ S","TDS @10% on benefit or perquisite (cash/kind) arising from business/profession to resident","TDS @10% u/s 393(1) SI.8(iv)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_0_1_us_393_1_8_v","0.1% TDS 393(1) SI.8(v) ECOMM S","TDS @0.1% on gross sale/services amount by e-commerce operator to e-commerce participant","TDS @0.1% u/s 393(1) SI.8(v)","sale","tds","percent","-0.1","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_1_us_393_1_8_vi","1% TDS 393(1) SI.8(vi) VDA S","TDS @1% on consideration for transfer of Virtual Digital Asset","TDS @1% u/s 393(1) SI.8(vi)","sale","tds","percent","-1","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_20_us_393_2_1","20% TDS 393(2) SI.1 SPORT NR S","TDS @20% on Non-Resident Sportsman / Entertainer","TDS @20% u/s 393(2) SI.1","sale","tds","percent","-20","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_5_us_393_2_2","5% TDS 393(2) SI.2 FOREX LOAN S","TDS @5% on Interest – Foreign Currency Loan / LT Infra Bond","TDS @5% u/s 393(2) SI.2","sale","tds","percent","-5","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_5_us_393_2_3","5% TDS 393(2) SI.3 INT RUPEE BOND S","TDS @5% on Interest – Rupee Denominated Bond","TDS @5% u/s 393(2) SI.3","sale","tds","percent","-5","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_4_us_393_2_4_a","4% TDS 393(2) SI.4 E(a) INT IFSC BOND S","TDS @4% on Interest – IFSC Listed LT Bond (Pre 1 Jul 2023)","TDS @4% u/s 393(2) SI.4","sale","tds","percent","-4","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_9_us_393_2_4_b","9% TDS 393(2) SI.4 E(b) INT IFSC BOND S","TDS @9% on Interest – IFSC Listed LT Bond (Pre 1 Jul 2023)","TDS @9% u/s 393(2) SI.4","sale","tds","percent","-9","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_5_us_393_2_5","5% TDS 393(2) SI.5 INT INFRA DEBT S","TDS @5% on Interest from Infrastructure Debt Fund","TDS @5% u/s 393(2) SI.5","sale","tds","percent","-5","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_5_us_393_2_6_a","5% TDS 393(2) SI.6 E(a) DIST INCOME 223 S","TDS @5% on Distributed Income – Business Trust [Sch V SI.3.B(a)]","TDS @5% u/s 393(2) SI.6","sale","tds","percent","-5","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_2_6_b","10% TDS 393(2) SI.6 E(b) DIST INCOME 223 S","TDS @10% on Distributed Income – Business Trust [Sch V SI.3.B(b)]","TDS @10% u/s 393(2) SI.6","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_2_7","10% TDS 393(2) SI.7 DIST INCOME S","TDS @10% – Distributed Income Business Trust [Sch V SI.4]","TDS @10% u/s 393(2) SI.7","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_2_8","10% TDS 393(2) SI.8 INVE FUND S","TDS @10% – Investment Fund Income","TDS @10% u/s 393(2) SI.8","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_2_9","10% TDS 393(2) SI.9 SEC TRUST S","TDS @10% – Securitisation Trust Income","TDS @10% u/s 393(2) SI.9","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_20_us_393_2_10","20% TDS 393(2) SI.10 MF UNITS NR S","TDS @20% on Mutual Fund Income","TDS @20% u/s 393(2) SI.10","sale","tds","percent","-20","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_2_11","10% TDS 393(2) SI.11 OFFSHORE UNITS S","TDS @10% on Income – Offshore Fund Units (Section 208)","TDS @10% u/s 393(2) SI.11","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_12_5_us_393_2_12","12.5% TDS 393(2) SI.12 OFFSHORE LTCG S","TDS @12.5% on LTCG – Offshore Fund Units (Section 208)","TDS @12.5% u/s 393(2) SI.12","sale","tds","percent","-12.5","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_2_13","10% TDS 393(2) SI.13 GDR INT DIV S","TDS @10% on Interest / Dividend – GDR / Bonds (Section 209)","TDS @10% u/s 393(2) SI.13","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_12_5_us_393_2_14","12.5% TDS 393(2) SI.14 GDR LTCG S","TDS @12.5% on LTCG – GDR / Bonds (Section 209)","TDS @12.5% u/s 393(2) SI.14","sale","tds","percent","-12.5","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_20_us_393_2_15","20% TDS 393(2) SI.15 FII SEC S","TDS @20% on Securities Income – Foreign Institutional Investor","TDS @20% u/s 393(2) SI.15","sale","tds","percent","-20","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_2_16","10% TDS 393(2) SI.16 SPEC FUND SEC S","TDS @10% on Securities Income – Specified Fund","TDS @10% u/s 393(2) SI.16","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_2_17","10% TDS 393(2) SI.17 NR INT OTH S","TDS @10% – Other Interest / Sum","TDS @10% u/s 393(2) SI.17","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_3_1_a","10% TDS 393(3) SI.1 (a) LOTTERY S","TDS @10% on Lottery","TDS @10% u/s 393(3) SI.1","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_3_1_b","10% TDS 393(3) SI.1 (b) CROSS PUZZLE S","TDS @10% on Crossword Puzzle","TDS @10% u/s 393(3) SI.1","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_3_1_c","10% TDS 393(3) SI.1 (c) CARD GAME S","TDS @10% on Card Game","TDS @10% u/s 393(3) SI.1","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_3_1_d","10% TDS 393(3) SI.1 (d) GAMBLING S","TDS @10% on Gambling","TDS @10% u/s 393(3) SI.1","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_3_2","10% TDS 393(3) SI.2 ONLINE GAME S","TDS @10% on Online Game","TDS @10% u/s 393(3) SI.2","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_3_3","10% TDS 393(3) SI.3 HORSE RACE S","TDS @10% on Horse Race","TDS @10% u/s 393(3) SI.3","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_3_4","2% TDS 393(3) SI.4 LOTTERY COMM S","TDS @2% on Lottery Commission","TDS @2% u/s 393(3) SI.4","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_3_5_a","2% TDS 393(3) SI.5 D(a) CASH COOP S","TDS @2% on Cash Withdrawal - Co-operative Society","TDS @2% u/s 393(3) SI.5","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_3_5_b","2% TDS 393(3) SI.5 D(b) CASH OTH S","TDS @2% on Cash Withdrawal - Others","TDS @2% u/s 393(3) SI.5","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_3_6","10% TDS 393(3) SI.6 NSS DEP S","TDS @10% on NSS Deposit","TDS @10% u/s 393(3) SI.6","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_3_7","10% TDS 393(3) SI.7 PARTNER S","TDS @10% on Partner","TDS @10% u/s 393(3) SI.7","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_5_us_392_1","5% TDS 392(1) SALARY P","TDS @5% on Salary","TDS @5% u/s 392(1)","purchase","tds","percent","-5","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","392(1)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","392(1)","","","",""
"tds_2_us_393_1_1_i","2% TDS 393(1) SI.1(i) INSU COMM P","TDS @2% on Insurance Commission - Person other than Company","TDS @2% u/s 393(1) SI.1(i)","purchase","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.1(i)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.1(i)","","","",""
"tds_10_us_393_1_1_i","10% TDS 393(1) SI.1(i) INSU COMM P","TDS @10% on Insurance Commission - Domestic Company","TDS @10% u/s 393(1) SI.1(i)","purchase","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.1(i)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.1(i)","","","",""
"tds_2_us_393_1_1_ii","2% TDS 393(1) SI.1(ii) COMM/BROK P","TDS @2% on commission/brokerage (other than insurance)","TDS @2% u/s 393(1) SI.1(ii)","purchase","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.1(ii)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.1(ii)","","","",""
"tds_2_us_393_1_2_i","2% TDS 393(1) SI.2(i) RENT P","TDS @2% on rent paid by non-specified person","TDS @2% u/s 393(1) SI.2(i)","purchase","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.2(i)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.2(i)","","","",""
"tds_2_us_393_1_2_ii_a","2% TDS SI.2(ii) D(a) RENT MACH P","TDS @2% on rent of machinery/plant/equipment (specified person)","TDS @2% u/s SI.2(ii) D(a)","purchase","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.2(ii) D(a)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.2(ii) D(a)","","","",""
"tds_10_us_393_1_2_ii_b","10% TDS SI.2(ii) D(b) RENT LAND P","TDS @10% on rent of land/building/furniture/fittings (specified person)","TDS @10% u/s SI.2(ii) D(b)","purchase","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.2(ii) D(b)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.2(ii) D(b)","","","",""
"tds_1_us_393_1_3_i","1% TDS 393(1) SI.3(i) IMM PROP P","TDS @1% on consideration for immovable property transfer (higher of consideration or stamp duty value)","TDS @1% u/s 393(1) SI.3(i)","purchase","tds","percent","-1","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.3(i)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.3(i)","","","",""
"tds_10_us_393_1_3_ii","10% TDS 393(1) SI.3(ii) PROP 67(14) P","TDS @10% on consideration for property transfer under section 67(14) agreement","TDS @10% u/s 393(1) SI.3(ii)","purchase","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.3(ii)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.3(ii)","","","",""
"tds_10_us_393_1_3_iii","10% TDS 393(1) SI.3(iii) COMP ACQ P","TDS @10% on compensation/consideration for compulsory acquisition of immovable property","TDS @10% u/s 393(1) SI.3(iii)","purchase","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.3(iii)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.3(iii)","","","",""
"tds_10_us_393_1_4_i","10% TDS 393(1) SI.4(i) MF UNITS P","TDS @10% on income from Mutual Fund units / specified undertaking / specified company","TDS @10% u/s 393(1) SI.4(i)","purchase","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.4(i)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.4(i)","","","",""
"tds_10_us_393_1_4_ii","10% TDS 393(1) SI.4(ii) BT DIST P","TDS @10% on distributed income payable by Business Trust to unitholders (Sch V SI. 3 & 4)","TDS @10% u/s 393(1) SI.4(ii)","purchase","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p11244","393(1) SI.4(ii)","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p11244","393(1) SI.4(ii)","","","",""
